"x";"y";"date";"dx";"dy";"dist";"dt";"R2n";"abs.angle";"rel.angle";"id";"burst";"POSIXct";"behavior";"point";"TREEF";"sp";"zone";"band"
781969.8024;7407899.62;2019-05-16 07:25:13;-7.29620000009891;-4.9320000000298;8.80676776358598;300;0;-2.54717806457831;NA;"Guareí";"2019-05-16";2019-05-16 07:25:13;"NA";"DG03";"tree";NA;"22S";"K"
781962.5062;7407894.688;2019-05-16 07:30:13;-37.1217999999644;30.0580000001937;47.7651693103772;300;77.5591584417373;2.46095721350112;-1.27505002910016;"Guareí";"2019-05-16";2019-05-16 07:30:13;"travel";NA;NA;NA;"22S";"K"
781925.3844;7407924.746;2019-05-16 07:35:13;-27.2552999999607;-2.25600000005215;27.3485084435713;300;2604.27460001386;-3.05900802379976;0.763220069878711;"Guareí";"2019-05-16";2019-05-16 07:35:13;"feed_fruits";"AG153";"tree";"Celtis iguanaea";"22S";"K"
781898.1291;7407922.49;2019-05-16 07:40:13;0;0;0;300;5660.09883289856;NA;NA;"Guareí";"2019-05-16";2019-05-16 07:40:13;"feed_fruits";"AG154";"tree";"Celtis iguanaea";"22S";"K"
781898.1291;7407922.49;2019-05-16 07:45:13;-0.940599999972619;-22.2599999997765;22.2798637417287;300;5660.09883289856;-1.61302637106581;1.44598165273395;"Guareí";"2019-05-16";2019-05-16 07:45:13;"feed_fruits";"AG154";"tree";"Celtis iguanaea";"22S";"K"
781897.1885;7407900.23;2019-05-16 07:50:13;0;0;0;300;5273.15057320992;NA;NA;"Guareí";"2019-05-16";2019-05-16 07:50:13;"feed_fruits";"AG65";"tree";"Celtis iguanaea";"22S";"K"
781897.1885;7407900.23;2019-05-16 07:55:13;0;0;0;300;5273.15057320992;NA;NA;"Guareí";"2019-05-16";2019-05-16 07:55:13;"feed_fruits";"AG65";"tree";"Celtis iguanaea";"22S";"K"
781897.1885;7407900.23;2019-05-16 08:00:13;0;0;0;300;5273.15057320992;NA;NA;"Guareí";"2019-05-16";2019-05-16 08:00:13;"feed_fruits";"AG65";"tree";"Celtis iguanaea";"22S";"K"
781897.1885;7407900.23;2019-05-16 08:05:13;0;0;0;300;5273.15057320992;NA;NA;"Guareí";"2019-05-16";2019-05-16 08:05:13;"feed_fruits";"AG65";"tree";"Celtis iguanaea";"22S";"K"
781897.1885;7407900.23;2019-05-16 08:10:13;0;0;0;300;5273.15057320992;NA;NA;"Guareí";"2019-05-16";2019-05-16 08:10:13;"feed_fruits";"AG65";"tree";"Celtis iguanaea";"22S";"K"
781897.1885;7407900.23;2019-05-16 08:15:13;0;0;0;300;5273.15057320992;NA;NA;"Guareí";"2019-05-16";2019-05-16 08:15:13;"feed_fruits";"AG65";"tree";"Celtis iguanaea";"22S";"K"
781897.1885;7407900.23;2019-05-16 08:20:13;-11.7295000000158;17.4119999995455;20.9942590780086;300;5273.15057320992;2.16361427063808;-2.5065446654757;"Guareí";"2019-05-16";2019-05-16 08:20:13;"feed_fruits";"AG65";"tree";"Celtis iguanaea";"22S";"K"
781885.459;7407917.642;2019-05-16 08:25:13;0;0;0;300;7438.60160755781;NA;NA;"Guareí";"2019-05-16";2019-05-16 08:25:13;"feed_fruits";"AG155";"tree";"Celtis iguanaea";"22S";"K"
781885.459;7407917.642;2019-05-16 08:30:13;0;0;0;300;7438.60160755781;NA;NA;"Guareí";"2019-05-16";2019-05-16 08:30:13;"feed_fruits";"AG155";"tree";"Celtis iguanaea";"22S";"K"
781885.459;7407917.642;2019-05-16 08:35:13;0;0;0;300;7438.60160755781;NA;NA;"Guareí";"2019-05-16";2019-05-16 08:35:13;"feed_fruits";"AG155";"tree";"Celtis iguanaea";"22S";"K"
781885.459;7407917.642;2019-05-16 08:40:13;-8.57770000002347;-5.59599999990314;10.2416870333612;300;7438.60160755781;-2.56353959322196;1.55603144331955;"Guareí";"2019-05-16";2019-05-16 08:40:13;"feed_fruits";"AG155";"tree";"Celtis iguanaea";"22S";"K"
781876.8813;7407912.046;2019-05-16 08:45:13;6.08929999999236;-11.980000000447;13.4387489931399;300;8788.73630121613;-1.10053967505619;1.46299991816577;"Guareí";"2019-05-16";2019-05-16 08:45:13;"travel";NA;NA;NA;"22S";"K"
781882.9706;7407900.066;2019-05-16 08:50:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 08:50:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 08:55:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 08:55:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 09:00:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 09:00:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 09:05:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 09:05:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 09:10:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 09:10:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 09:15:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 09:15:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 09:20:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 09:20:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 09:25:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 09:25:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 09:30:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 09:30:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 09:35:13;0;0;0;300;7539.96040724715;NA;NA;"Guareí";"2019-05-16";2019-05-16 09:35:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781882.9706;7407900.066;2019-05-16 09:40:13;-6.74250000005122;1.59700000006706;6.92904865410144;300;7539.96040724715;2.90902277698332;-2.27362285514008;"Guareí";"2019-05-16";2019-05-16 09:40:13;"feed_fruits";"AG156";"tree";"Celtis iguanaea";"22S";"K"
781876.2281;7407901.663;2019-05-16 09:45:13;-3.74599999992643;-1.31300000008196;3.96944391567182;300;8760.3234695061;-2.80446605025603;0.569696479940241;"Guareí";"2019-05-16";2019-05-16 09:45:13;"idle";NA;NA;NA;"22S";"K"
781872.4821;7407900.35;2019-05-16 09:50:13;-21.6999000000069;-17.0489999996498;27.5962689688001;300;9471.77369209343;-2.47564967108101;0.328816379175018;"Guareí";"2019-05-16";2019-05-16 09:50:13;"travel";NA;NA;NA;"22S";"K"
781850.7822;7407883.301;2019-05-16 09:55:13;8.26289999997243;20.9479999998584;22.5187526387146;300;14432.1177690511;1.19508516435008;-2.6124504717485;"Guareí";"2019-05-16";2019-05-16 09:55:13;"feed_fruits";NA;NA;NA;"22S";"K"
781859.0451;7407904.249;2019-05-16 10:00:13;-10.6001999999862;-8.68699999991804;13.7050431972425;300;12288.6071442998;-2.45506636774177;2.63303377508773;"Guareí";"2019-05-16";2019-05-16 10:00:13;"for";NA;NA;NA;"22S";"K"
781848.4449;7407895.562;2019-05-16 10:05:13;18.7227000000421;1.70399999991059;18.8000827469262;300;14744.1101702617;0.0907624618184846;2.54582882956026;"Guareí";"2019-05-16";2019-05-16 10:05:13;"travel";NA;NA;NA;"22S";"K"
781867.1676;7407897.266;2019-05-16 10:10:13;0;0;0;300;10539.4434870413;NA;NA;"Guareí";"2019-05-16";2019-05-16 10:10:13;"feed_fruits";"AG125";"tree";"Celtis iguanaea";"22S";"K"
781867.1676;7407897.266;2019-05-16 10:15:13;0;0;0;300;10539.4434870413;NA;NA;"Guareí";"2019-05-16";2019-05-16 10:15:13;"feed_fruits";"AG125";"tree";"Celtis iguanaea";"22S";"K"
781867.1676;7407897.266;2019-05-16 10:20:13;-5.8752000000095;-5.9449999993667;8.35828930060343;300;10539.4434870413;-2.3502894134549;-2.44105187527339;"Guareí";"2019-05-16";2019-05-16 10:20:13;"feed_fruits";"AG125";"tree";"Celtis iguanaea";"22S";"K"
781861.2924;7407891.321;2019-05-16 10:25:13;1.62209999992047;9.04499999992549;9.18929994114863;300;11843.2935009962;1.39334599468747;-2.53954989903722;"Guareí";"2019-05-16";2019-05-16 10:25:13;"travel";NA;NA;NA;"22S";"K"
781862.9145;7407900.366;2019-05-16 10:30:13;7.07720000005793;15.8899999996647;17.3947940439134;300;11425.5796824294;1.15178516019576;-0.241560834491706;"Guareí";"2019-05-16";2019-05-16 10:30:13;"travel";NA;NA;NA;"22S";"K"
781869.9917;7407916.256;2019-05-16 10:35:13;-6.45610000006855;4.90799999982119;8.10985149118835;300;10238.9323304942;2.49158829728037;1.33980313708461;"Guareí";"2019-05-16";2019-05-16 10:35:13;"travel";NA;NA;NA;"22S";"K"
781863.5356;7407921.164;2019-05-16 10:40:13;2.19090000004508;7.4089999999851;7.72614546911827;300;11756.7767182509;1.28328185450636;-1.20830644277401;"Guareí";"2019-05-16";2019-05-16 10:40:13;"feed_fruits";"AG77";"tree";"Celtis iguanaea";"22S";"K"
781865.7265;7407928.573;2019-05-16 10:45:13;1.71959999995306;18.6210000002757;18.700231687605;300;11670.0691698067;1.4787101556742;0.195428301167841;"Guareí";"2019-05-16";2019-05-16 10:45:13;"travel";NA;NA;NA;"22S";"K"
781867.4461;7407947.194;2019-05-16 10:50:13;12.6832000000868;31.0559999998659;33.5460682976988;300;12740.0976257129;1.18307155312322;-0.295638602550979;"Guareí";"2019-05-16";2019-05-16 10:50:13;"travel";NA;NA;NA;"22S";"K"
781880.1293;7407978.25;2019-05-16 10:55:13;3.85340000002179;17.2240000003949;17.6497837826352;300;14223.941763595;1.35069795713412;0.167626404010897;"Guareí";"2019-05-16";2019-05-16 10:55:13;"travel";NA;NA;NA;"22S";"K"
781883.9827;7407995.474;2019-05-16 11:00:13;0;0;0;300;16553.010224143;NA;NA;"Guareí";"2019-05-16";2019-05-16 11:00:13;"feed_fruits";"AG157";"tree";"Celtis iguanaea";"22S";"K"
781883.9827;7407995.474;2019-05-16 11:05:13;0;0;0;300;16553.010224143;NA;NA;"Guareí";"2019-05-16";2019-05-16 11:05:13;"feed_fruits";"AG157";"tree";"Celtis iguanaea";"22S";"K"
781883.9827;7407995.474;2019-05-16 11:10:13;0;0;0;300;16553.010224143;NA;NA;"Guareí";"2019-05-16";2019-05-16 11:10:13;"feed_fruits";"AG157";"tree";"Celtis iguanaea";"22S";"K"
781883.9827;7407995.474;2019-05-16 11:15:13;0;0;0;300;16553.010224143;NA;NA;"Guareí";"2019-05-16";2019-05-16 11:15:13;"feed_fruits";"AG157";"tree";"Celtis iguanaea";"22S";"K"
781883.9827;7407995.474;2019-05-16 11:20:13;15.0308999998961;11.2779999999329;18.7915203963214;300;16553.010224143;0.643706520593631;-0.706991436540484;"Guareí";"2019-05-16";2019-05-16 11:20:13;"feed_fruits";"AG157";"tree";"Celtis iguanaea";"22S";"K"
781899.0136;7408006.752;2019-05-16 11:25:13;-11.5983999999007;3.65999999921769;12.1621742526561;300;16488.3196295;2.83592176343669;2.19221524284306;"Guareí";"2019-05-16";2019-05-16 11:25:13;"travel";NA;NA;NA;"22S";"K"
781887.4152;7408010.412;2019-05-16 11:30:13;-6.9605000000447;9.91500000003725;12.1142802201105;300;19062.5179877141;2.18287479774027;-0.653046965696412;"Guareí";"2019-05-16";2019-05-16 11:30:13;"outofsight";NA;NA;NA;"22S";"K"
781880.4547;7408020.327;2019-05-16 11:35:13;-3.89159999997355;6.30800000019372;7.41184285871186;300;22553.1913441698;2.12357207590878;-0.0593027218314943;"Guareí";"2019-05-16";2019-05-16 11:35:13;"for";NA;NA;NA;"22S";"K"
781876.5631;7408026.635;2019-05-16 11:40:13;-15.2142999999924;14.5240000002086;21.033818019937;300;24826.3772894077;2.37940281270681;0.255830736798034;"Guareí";"2019-05-16";2019-05-16 11:40:13;"travel";NA;NA;NA;"22S";"K"
781861.3488;7408041.159;2019-05-16 11:45:13;2.31469999998808;4.02500000037253;4.64310898999191;300;31795.4718739259;1.04890136687299;-1.33050144583383;"Guareí";"2019-05-16";2019-05-16 11:45:13;"travel";NA;NA;NA;"22S";"K"
781863.6635;7408045.184;2019-05-16 11:50:13;-2.84970000002068;5.20099999941885;5.93053042181496;300;32454.3441892858;2.07203648610569;1.0231351192327;"Guareí";"2019-05-16";2019-05-16 11:50:13;"travel";NA;NA;NA;"22S";"K"
781860.8138;7408050.385;2019-05-16 11:55:13;0.0762000000104308;4.87600000016391;4.87659537398789;300;34608.6001548678;1.55517003522193;-0.516866450883765;"Guareí";"2019-05-16";2019-05-16 11:55:13;"for";NA;NA;NA;"22S";"K"
781860.89;7408055.261;2019-05-16 12:00:13;-0.350399999995716;7.67100000008941;7.67899870825414;300;36086.0317547132;1.61644312619009;0.061273090968164;"Guareí";"2019-05-16";2019-05-16 12:00:13;"outofsight";NA;NA;NA;"22S";"K"
781860.5396;7408062.932;2019-05-16 12:05:13;-7.68110000004526;-14.7359999995679;16.6177312891369;300;38609.1688078189;-2.05129692287646;2.61544525811304;"Guareí";"2019-05-16";2019-05-16 12:05:13;"outofsight";NA;NA;NA;"22S";"K"
781852.8585;7408048.196;2019-05-16 12:10:13;-10.4013000000268;-14.8690000008792;18.1459142155115;300;35750.7035233307;-2.18120626279594;-0.129909339919482;"Guareí";"2019-05-16";2019-05-16 12:10:13;"travel";NA;NA;NA;"22S";"K"
781842.4572;7408033.327;2019-05-16 12:15:13;-5.90529999998398;-3.48199999984354;6.85542792892765;300;34094.3618119235;-2.60882576522228;-0.427619502426336;"Guareí";"2019-05-16";2019-05-16 12:15:13;"for";NA;NA;NA;"22S";"K"
781836.5519;7408029.845;2019-05-16 12:20:13;3.53639999998268;28.8799999998882;29.0957131714179;300;34714.2463751748;1.44895138340195;-2.22540815855536;"Guareí";"2019-05-16";2019-05-16 12:20:13;"travel";NA;NA;NA;"22S";"K"
781840.0883;7408058.725;2019-05-16 12:25:13;-3.65929999994114;41.2900000000373;41.4518344164965;300;42140.1487636816;1.65918975159448;0.210238368192531;"Guareí";"2019-05-16";2019-05-16 12:25:13;"travel";NA;NA;NA;"22S";"K"
781836.429;7408100.015;2019-05-16 12:30:13;-14.1986000000034;8.01900000032037;16.3065815842939;300;57946.6198523916;2.62747744780289;0.96828769620841;"Guareí";"2019-05-16";2019-05-16 12:30:13;"for";NA;NA;NA;"22S";"K"
781822.2304;7408108.034;2019-05-16 12:35:13;-0.779199999989942;8.56199999991804;8.59738312735805;300;65213.8905799601;1.66155309566882;-0.965924352134079;"Guareí";"2019-05-16";2019-05-16 12:35:13;"travel";NA;NA;NA;"22S";"K"
781821.4512;7408116.596;2019-05-16 12:40:13;0;0;0;300;69086.6631173595;NA;NA;"Guareí";"2019-05-16";2019-05-16 12:40:13;"feed_fruits";"AG130";"tree";"Syagrus romanzoffiana";"22S";"K"
781821.4512;7408116.596;2019-05-16 12:45:13;0;0;0;300;69086.6631173595;NA;NA;"Guareí";"2019-05-16";2019-05-16 12:45:13;"feed_fruits";"AG130";"tree";"Syagrus romanzoffiana";"22S";"K"
781821.4512;7408116.596;2019-05-16 12:50:13;-9.0973000000231;17.8810000000522;20.0621790514462;300;69086.6631173595;2.0414345685417;0.379881472872887;"Guareí";"2019-05-16";2019-05-16 12:50:13;"feed_fruits";"AG130";"tree";"Syagrus romanzoffiana";"22S";"K"
781812.3539;7408134.477;2019-05-16 12:55:13;5.5979000000516;5.79200000036508;8.0550449045804;300;79947.8406011944;0.802437927931499;-1.2389966406102;"Guareí";"2019-05-16";2019-05-16 12:55:13;"for";NA;NA;NA;"22S";"K"
781817.9518;7408140.269;2019-05-16 13:00:13;-8.10450000001583;5.24599999934435;9.65419267693459;300;80970.545921462;2.56712156818313;1.76468364025163;"Guareí";"2019-05-16";2019-05-16 13:00:13;"for";NA;NA;NA;"22S";"K"
781809.8473;7408145.515;2019-05-16 13:05:13;-2.2789000000339;-0.364999999292195;2.30794501876405;300;86049.9850407969;-2.98277652233073;0.733287216665728;"Guareí";"2019-05-16";2019-05-16 13:05:13;"for";NA;NA;NA;"22S";"K"
781807.5684;7408145.15;2019-05-16 13:10:13;-4.07790000003297;-0.730000000447035;4.14272475683837;300;86604.8516561459;-2.96445521825332;0.0183213040774022;"Guareí";"2019-05-16";2019-05-16 13:10:13;"outofsight";NA;NA;NA;"22S";"K"
781803.4905;7408144.42;2019-05-16 13:15:13;-11.3117999999085;-6.89099999982864;13.2454784826962;300;87586.6880815481;-2.59444547359994;0.370009744653383;"Guareí";"2019-05-16";2019-05-16 13:15:13;"for";NA;NA;NA;"22S";"K"
781792.1787;7408137.529;2019-05-16 13:20:13;-9.3422000000719;-0.74100000038743;9.37154106014147;300;88150.8710826817;-3.06244085882629;-0.46799538522635;"Guareí";"2019-05-16";2019-05-16 13:20:13;"travel";NA;NA;NA;"22S";"K"
781782.8365;7408136.788;2019-05-16 13:25:13;-15.422900000005;-12.9429999999702;20.1342269136261;300;91204.9079866447;-2.44339816409724;0.619042694729053;"Guareí";"2019-05-16";2019-05-16 13:25:13;"for";NA;NA;NA;"22S";"K"
781767.4136;7408123.845;2019-05-16 13:30:13;-11.6261999999406;3.1120000006631;12.0354921146892;300;91238.0769903027;2.88005256637501;-0.959734576707341;"Guareí";"2019-05-16";2019-05-16 13:30:13;"for";NA;NA;NA;"22S";"K"
781755.7874;7408126.957;2019-05-16 13:35:13;-2.65860000008252;-21.9939999999478;22.1541009738185;300;97484.5317941381;-1.69109111430891;1.71204162649567;"Guareí";"2019-05-16";2019-05-16 13:35:13;"for";NA;NA;NA;"22S";"K"
781753.1288;7408104.963;2019-05-16 13:40:13;-4.34849999996368;9.7629999993369;10.6876387119296;300;89113.1965861426;1.98982342268053;-2.60227077019014;"Guareí";"2019-05-16";2019-05-16 13:40:13;"for";NA;NA;NA;"22S";"K"
781748.7803;7408114.726;2019-05-16 13:45:13;-11.2891999999993;13.5559999998659;17.6411783233532;300;95121.3599242988;2.26520945168188;0.275386029001349;"Guareí";"2019-05-16";2019-05-16 13:45:13;"for";NA;NA;NA;"22S";"K"
781737.4911;7408128.282;2019-05-16 13:50:13;0;0;0;300;106254.85035151;NA;NA;"Guareí";"2019-05-16";2019-05-16 13:50:13;"feed_fruits";"AG76";"tree";"Celtis iguanaea";"22S";"K"
781737.4911;7408128.282;2019-05-16 13:55:13;6.35649999999441;8.24900000076741;10.4139854648732;300;106254.85035151;0.914254691971666;-1.35095475971022;"Guareí";"2019-05-16";2019-05-16 13:55:13;"feed_fruits";"AG76";"tree";"Celtis iguanaea";"22S";"K"
781743.8476;7408136.531;2019-05-16 14:00:13;-18.7430999999633;18.7529999995604;26.5137475018553;300;107182.393564218;2.35593046275037;1.4416757707787;"Guareí";"2019-05-16";2019-05-16 14:00:13;"travel";NA;NA;NA;"22S";"K"
781725.1045;7408155.284;2019-05-16 14:05:13;6.93330000003334;24.5049999998882;25.4669525833969;300;125241.143160359;1.29506891607539;-1.06086154667498;"Guareí";"2019-05-16";2019-05-16 14:05:13;"for";NA;NA;NA;"22S";"K"
781732.0378;7408179.789;2019-05-16 14:10:13;-14.7767000000458;4.24899999983609;15.3754630463593;300;135026.673574024;2.86159915452734;1.56653023845196;"Guareí";"2019-05-16";2019-05-16 14:10:13;"travel";NA;NA;NA;"22S";"K"
781717.2611;7408184.038;2019-05-16 14:15:13;3.38000000000466;0.103000000119209;3.38156901453394;300;144670.706929482;0.0304639452751859;-2.83113520925216;"Guareí";"2019-05-16";2019-05-16 14:15:13;"travel";NA;NA;NA;"22S";"K"
781720.6411;7408184.141;2019-05-16 14:20:13;-18.2092999999877;27.3909999998286;32.8914196634953;300;143033.552858547;2.1574995135797;2.12703556830451;"Guareí";"2019-05-16";2019-05-16 14:20:13;"long_call";NA;NA;NA;"22S";"K"
781702.4318;7408211.532;2019-05-16 14:25:13;-14.0920000000624;6.42900000046939;15.4892383611265;300;168776.133488089;2.71358129643693;0.55608178285723;"Guareí";"2019-05-16";2019-05-16 14:25:13;"travel";NA;NA;NA;"22S";"K"
781688.3398;7408217.961;2019-05-16 14:30:13;8.6602000000421;-17.9610000001267;19.9398240976514;300;180562.187479818;-1.12151669240927;2.44808731833338;"Guareí";"2019-05-16";2019-05-16 14:30:13;"travel";NA;NA;NA;"22S";"K"
781697;7408200;2019-05-16 14:35:13;0;0;0;300;164649.293845717;NA;NA;"Guareí";"2019-05-16";2019-05-16 14:35:13;"rubbing";"RG03";"tree";"Myrocarpus frondosus";"22S";"K"
781697;7408200;2019-05-16 14:40:13;0;0;0;300;164649.293845717;NA;NA;"Guareí";"2019-05-16";2019-05-16 14:40:13;"rubbing";"RG03";"tree";"Myrocarpus frondosus";"22S";"K"
781697;7408200;2019-05-16 14:45:13;-1.5956999999471;5.40500000026077;5.63562627333024;300;164649.293845717;1.85786816097219;2.97938485338146;"Guareí";"2019-05-16";2019-05-16 14:45:13;"rubbing";"RG03";"tree";"Myrocarpus frondosus";"22S";"K"
781695.4043;7408205.405;2019-05-16 14:50:13;9.30979999992996;7.56099999975413;11.993377215571;300;168798.783508696;0.682108667943054;-1.17575949302913;"Guareí";"2019-05-16";2019-05-16 14:50:13;"travel";NA;NA;NA;"22S";"K"
781704.7141;7408212.966;2019-05-16 14:55:13;3.0002000000095;-6.30099999997765;6.97881086144161;300;168457.522512862;-1.12641284811842;-1.80852151606148;"Guareí";"2019-05-16";2019-05-16 14:55:13;"for";NA;NA;NA;"22S";"K"
781707.7143;7408206.665;2019-05-16 15:00:13;22.4239999999991;-8.30599999986589;23.9128712620992;300;162966.804186591;-0.354737605156555;0.771675242961866;"Guareí";"2019-05-16";2019-05-16 15:00:13;"travel";NA;NA;NA;"22S";"K"
781730.1383;7408198.359;2019-05-16 15:05:13;0;0;0;300;146683.870949871;NA;NA;"Guareí";"2019-05-16";2019-05-16 15:05:13;"feed_fruits";"AG129";"tree";"Syagrus romanzoffiana";"22S";"K"
781730.1383;7408198.359;2019-05-16 15:10:13;0;0;0;300;146683.870949871;NA;NA;"Guareí";"2019-05-16";2019-05-16 15:10:13;"feed_fruits";"AG129";"tree";"Syagrus romanzoffiana";"22S";"K"
781730.1383;7408198.359;2019-05-16 15:15:13;0;0;0;300;146683.870949871;NA;NA;"Guareí";"2019-05-16";2019-05-16 15:15:13;"feed_fruits";"AG129";"tree";"Syagrus romanzoffiana";"22S";"K"
781730.1383;7408198.359;2019-05-16 15:20:13;0;0;0;300;146683.870949871;NA;NA;"Guareí";"2019-05-16";2019-05-16 15:20:13;"feed_fruits";"AG129";"tree";"Syagrus romanzoffiana";"22S";"K"
781730.1383;7408198.359;2019-05-16 15:25:13;31.8479999999981;-16.7280000001192;35.9738945348411;300;146683.870949871;-0.483638976994944;-0.128901371838389;"Guareí";"2019-05-16";2019-05-16 15:25:13;"feed_fruits";"AG129";"tree";"Syagrus romanzoffiana";"22S";"K"
781761.9863;7408181.631;2019-05-16 15:30:13;38.0341999999946;-4.38800000026822;38.2864847386378;300;122717.735540199;-0.114862035339174;0.36877694165577;"Guareí";"2019-05-16";2019-05-16 15:30:13;"travel";NA;NA;NA;"22S";"K"
781800.0205;7408177.243;2019-05-16 15:35:13;17.233499999973;-7.13999999966472;18.6540376927967;300;105900.423696448;-0.392780829693137;-0.277918794353963;"Guareí";"2019-05-16";2019-05-16 15:35:13;"travel";NA;NA;NA;"22S";"K"
781817.254;7408170.103;2019-05-16 15:40:13;13.5155000000959;-10.1150000002235;16.8814088646983;300;96432.0676315906;-0.642476312637614;-0.249695482944477;"Guareí";"2019-05-16";2019-05-16 15:40:13;"travel";NA;NA;NA;"22S";"K"
781830.7695;7408159.988;2019-05-16 15:45:13;17.0347999999067;2.19199999980628;17.1752518187062;300;87121.642706295;0.127974524856523;0.770450837494137;"Guareí";"2019-05-16";2019-05-16 15:45:13;"travel";NA;NA;NA;"22S";"K"
781847.8043;7408162.18;2019-05-16 15:50:13;7.15560000005644;-12.269999999553;14.2040667187196;300;83821.2900034154;-1.04283742130943;-1.17081194616596;"Guareí";"2019-05-16";2019-05-16 15:50:13;"travel";NA;NA;NA;"22S";"K"
781854.9599;7408149.91;2019-05-16 15:55:13;-2.76959999999963;-14.3470000000671;14.6118819171906;300;75833.8839062751;-1.76149441375085;-0.718656992441422;"Guareí";"2019-05-16";2019-05-16 15:55:13;"for";NA;NA;NA;"22S";"K"
781852.1903;7408135.563;2019-05-16 16:00:13;8.66200000001118;-11.9550000000745;14.7632065961963;300;69501.7053154024;-0.943782898139936;0.817711515610919;"Guareí";"2019-05-16";2019-05-16 16:00:13;"idle";NA;NA;NA;"22S";"K"
781860.8523;7408123.608;2019-05-16 16:05:13;15.2212999999756;-22.6710000000894;27.3068162679817;300;62040.7484339668;-0.979524240833312;-0.0357413426933761;"Guareí";"2019-05-16";2019-05-16 16:05:13;"travel";NA;NA;NA;"22S";"K"
781876.0736;7408100.937;2019-05-16 16:10:13;44.0744000000414;-20.714999999851;48.6997326518069;300;49313.6224383697;-0.439361481961491;0.540162758871822;"Guareí";"2019-05-16";2019-05-16 16:10:13;"travel";NA;NA;NA;"22S";"K"
781920.148;7408080.222;2019-05-16 16:15:13;55.6792000000132;-41.0499999998137;69.1756880170062;300;35082.6418433438;-0.635296978369837;-0.195935496408346;"Guareí";"2019-05-16";2019-05-16 16:15:13;"outofsight";NA;NA;NA;"22S";"K"
781975.8272;7408039.172;2019-05-16 16:20:13;39.079299999983;11.7000000001863;40.7931573734252;300;19511.0589190797;0.290898203532858;0.926195181902695;"Guareí";"2019-05-16";2019-05-16 16:20:13;"travel";NA;NA;NA;"22S";"K"
782014.9065;7408050.872;2019-05-16 16:25:13;20.248499999987;-26.0750000001863;33.0137452776747;300;24911.5473409089;-0.910519600110833;-1.20141780364369;"Guareí";"2019-05-16";2019-05-16 16:25:13;"travel";NA;NA;NA;"22S";"K"
782035.155;7408024.797;2019-05-16 16:30:13;15.2253999999957;-19.7540000006557;24.9405958466467;300;19940.2436557933;-0.914146797236876;-0.00362719712604265;"Guareí";"2019-05-16";2019-05-16 16:30:13;"for";NA;NA;NA;"22S";"K"
782050.3804;7408005.043;2019-05-16 16:35:13;-42.5862000000197;-62.3009999999776;75.4652173616355;300;17606.8230128883;-2.17040034076167;-1.25625354352479;"Guareí";"2019-05-16";2019-05-16 16:35:13;"travel";NA;NA;NA;"22S";"K"
782007.7942;7407942.742;2019-05-16 16:40:13;-13.6382999999914;-36.1469999998808;38.6342961095598;300;3302.88375119453;-1.93158280270874;0.238817538052929;"Guareí";"2019-05-16";2019-05-16 16:40:13;"travel";NA;NA;NA;"22S";"K"
781994.1559;7407906.595;2019-05-16 16:45:13;16.48199999996;-23.0759999994189;28.3576814985263;300;641.743587243261;-0.950571436811835;0.981011365896905;"Guareí";"2019-05-16";2019-05-16 16:45:13;"travel";NA;NA;NA;"22S";"K"
782010.6379;7407883.519;2019-05-16 16:50:13;-35.7437999999383;3.51799999922514;35.916508216002;300;1926.78026123743;3.04348596308065;-2.2891279072871;"Guareí";"2019-05-16";2019-05-16 16:50:13;"travel";NA;NA;NA;"22S";"K"
