disp_event;species;feed_datetime;feed_x;feed_y;id_feedtree;def_datetime;def_x;def_y;id_feces;n_seeds;SDD;gut_transit_time;gut_transit_time_hms;id_month;group;GTT
SDMay4;Celtis iguanaea;13/05/2019 16:24;781867.1676;7407897.266;AG125;14/05/2019 07:11;781927.1313;7407909.412;FGM4;7;61.17663933;887;07:11:00;May;Guareí;14:47:00
SDMay5;Celtis iguanaea;13/05/2019 16:24;781867.1676;7407897.266;AG125;14/05/2019 07:16;781918.8894;7407906.132;FGM5;5;52.47340279;892;07:16:00;May;Guareí;14:52:00
SDMay6;Celtis iguanaea;14/05/2019 07:10;781918.8894;7407906.132;AG 139;14/05/2019 07:52;781863.5356;7407921.164;FGM6;4;57.35436688;42;07:52:00;May;Guareí;00:42:00
SDMay7;Celtis iguanaea;14/05/2019 07:10;781918.8894;7407906.132;AG 139;14/05/2019 07:57;781863.5356;7407921.164;FGM7;7;57.35436688;47;07:57:00;May;Guareí;00:47:00
SDMay8;Celtis iguanaea;14/05/2019 07:10;781918.8894;7407906.132;AG 139;14/05/2019 07:58;781863.5356;7407921.164;FGM8;6;57.35436688;48;07:58:00;May;Guareí;00:48:00
SDMay9;Celtis iguanaea;14/05/2019 07:10;781918.8894;7407906.132;AG 139;14/05/2019 07:59;781863.5356;7407921.164;FGM9;4;57.35436688;49;07:59:00;May;Guareí;00:49:00
SDMay10;Celtis iguanaea;14/05/2019 07:18;781897.1885;7407900.23;AG65;14/05/2019 08:14;781863.5356;7407921.164;FGM10;2;39.62811376;56;08:14:00;May;Guareí;00:56:00
SDMay11;Celtis iguanaea;14/05/2019 07:18;781897.1885;7407900.23;AG65;14/05/2019 08:16;781863.5356;7407921.164;FGM11;6;39.62811376;58;08:16:00;May;Guareí;00:58:00
SDMay12;Celtis iguanaea;14/05/2019 07:18;781897.1885;7407900.23;AG65;14/05/2019 08:19;781863.5356;7407921.164;FGM12;7;39.62811376;61;08:19:00;May;Guareí;01:01:00
SDMay13;Celtis iguanaea;14/05/2019 07:18;781897.1885;7407900.23;AG65;14/05/2019 08:28;781852.7758;7407952.51;FGM13;3;68.59625719;70;08:28:00;May;Guareí;01:10:00
SDMay14;Celtis iguanaea;14/05/2019 07:18;781897.1885;7407900.23;AG65;14/05/2019 08:42;781801.7037;7407950.719;FGM14;6;108.0165737;84;08:42:00;May;Guareí;01:24:00
SDMay15;Celtis iguanaea;14/05/2019 07:47;781863.5356;7407921.164;AG77;14/05/2019 08:44;781801.7037;7407950.719;FGM15;5;68.54180622;57;08:44:00;May;Guareí;00:57:00
SDMay16;Celtis iguanaea;14/05/2019 07:47;781863.5356;7407921.164;AG77;14/05/2019 09:14;781709.0894;7407948.274;FGM16;1;156.8112069;87;09:14:00;May;Guareí;01:27:00
SDMay17;Celtis iguanaea;14/05/2019 07:47;781863.5356;7407921.164;AG77;14/05/2019 09:19;781711.6412;7407969.62;FGM17;5;159.442722;92;09:19:00;May;Guareí;01:32:00
SDMay18;Celtis iguanaea;14/05/2019 08:49;781767.023;7407998.595;AG126;14/05/2019 10:14;781732.0987;7407926.671;FGM18;7;79.95830976;85;10:14:00;May;Guareí;01:25:00
SDMay19;Species 5;14/05/2019 12:44;781610.0429;7407662.893;AG142;14/05/2019 15:07;781770.8126;7407539.009;FGM19;3;202.9611965;143;15:07:00;May;Guareí;02:23:00
SDMay20;Cissus sulcicaulis;15/05/2019 08:15;782062.3683;7407611.342;AG144;15/05/2019 09:23;781941.6597;7407391.315;FGM20;2;250.9575751;68;09:23:00;May;Guareí;01:08:00
SDMay21;Cissus sulcicaulis;15/05/2019 08:15;782062.3683;7407611.342;AG144;15/05/2019 09:40;781918.3498;7407413.268;FGM21;1;244.8948454;85;09:40:00;May;Guareí;01:25:00
SDMay22;Celtis iguanaea;15/05/2019 12:56;781720.2479;7407547.957;AG 150;15/05/2019 15:00;781779.2432;7407648.461;FGM22;7;116.5335578;124;15:00:00;May;Guareí;02:04:00
SDMay23;Celtis iguanaea;15/05/2019 12:56;781720.2479;7407547.957;AG 150;15/05/2019 15:09;781820.7057;7407714.389;FGM23;9;194.3994766;133;15:09:00;May;Guareí;02:13:00
SDMay24;Celtis iguanaea;15/05/2019 16:05;781970.579;7407892.285;AG 152;16/05/2019 07:27;781962.5062;7407894.688;FGM24;6;8.422173116;922;07:27:00;May;Guareí;15:22:00
SDMay25;Celtis iguanaea;15/05/2019 16:05;781970.579;7407892.285;AG 152;16/05/2019 07:30;781962.5062;7407894.688;FGM25;7;8.422173116;925;07:30:00;May;Guareí;15:25:00
SDMay26;Celtis iguanaea;15/05/2019 16:05;781970.579;7407892.285;AG 152;16/05/2019 07:35;781925.3844;7407924.746;FGM26;4;55.65375908;930;07:35:00;May;Guareí;15:30:00
SDMay27;Celtis iguanaea;15/05/2019 16:05;781970.579;7407892.285;AG 152;16/05/2019 07:35;781925.3844;7407924.746;FGM26;1;55.65375908;930;07:35:00;May;Guareí;15:30:00
SDMay28;Celtis iguanaea;15/05/2019 16:05;781970.579;7407892.285;AG 152;16/05/2019 07:35;781925.3844;7407924.746;FGM26;5;55.65375908;930;07:35:00;May;Guareí;15:30:00
SDMay29;Celtis iguanaea;15/05/2019 16:05;781970.579;7407892.285;AG 152;16/05/2019 07:37;781925.3844;7407924.746;FGM27;1;55.65375908;932;07:37:00;May;Guareí;15:32:00
SDMay30;Celtis iguanaea;16/05/2019 07:36;781925.3844;7407924.746;AG 153;16/05/2019 08:42;781885.459;7407917.642;FGM28;3;40.54822438;66;08:42:00;May;Guareí;01:06:00
SDMay31;Celtis iguanaea;16/05/2019 07:37;781898.1291;7407922.49;AG 154;16/05/2019 08:52;781882.9706;7407900.066;FGM29;9;27.06440467;75;08:52:00;May;Guareí;01:15:00
SDMay32;Celtis iguanaea;16/05/2019 07:49;781897.1885;7407900.23;AG 065;16/05/2019 09:05;781882.9706;7407900.066;FGM30;12;14.22090011;76;09:05:00;May;Guareí;01:16:00
SDMay33;Celtis iguanaea;16/05/2019 07:49;781897.1885;7407900.23;AG 065;16/05/2019 09:09;781882.9706;7407900.066;FGM31;3;14.22090011;80;09:09:00;May;Guareí;01:20:00
SDMay34;Celtis iguanaea;16/05/2019 08:25;781885.459;7407917.642;AG 155;16/05/2019 09:23;781882.9706;7407900.066;FGM32;5;17.74556283;58;09:23:00;May;Guareí;00:58:00
SDMay35;Celtis iguanaea;16/05/2019 08:25;781885.459;7407917.642;AG 155;16/05/2019 09:27;781882.9706;7407900.066;FGM33;6;17.74556283;62;09:27:00;May;Guareí;01:02:00
SDMay36;Celtis iguanaea;16/05/2019 08:47;781882.9706;7407900.066;AG 156;16/05/2019 09:53;781850.7822;7407883.301;FGM34;6;36.29640478;66;09:53:00;May;Guareí;01:06:00
SDMay37;Celtis iguanaea;16/05/2019 08:47;781882.9706;7407900.066;AG 156;16/05/2019 10:04;781848.4449;7407895.562;FGM35;7;34.82328244;77;10:04:00;May;Guareí;01:17:00
SDMay38;Celtis iguanaea;16/05/2019 08:47;781882.9706;7407900.066;AG 156;16/05/2019 10:34;781869.9917;7407916.256;FGM36;5;20.75081926;107;10:34:00;May;Guareí;01:47:00
SDMay39;Celtis iguanaea;16/05/2019 08:47;781882.9706;7407900.066;AG 156;16/05/2019 10:37;781869.9917;7407916.256;FGM37;11;20.75081926;110;10:37:00;May;Guareí;01:50:00
SDMay40;Celtis iguanaea;16/05/2019 08:47;781882.9706;7407900.066;AG 156;16/05/2019 10:45;781865.7265;7407928.573;FGM38;6;33.30867154;118;10:45:00;May;Guareí;01:58:00
SDMay41;Celtis iguanaea;16/05/2019 10:10;781867.1676;7407897.266;AG 125;16/05/2019 11:38;781876.5631;7408026.635;FGM39;1;129.7103273;88;11:38:00;May;Guareí;01:28:00
SDMay41;Celtis iguanaea;16/05/2019 10:10;781867.1676;7407897.266;AG 125;16/05/2019 11:38;781876.5631;7408026.635;FGM39;14;129.7103273;88;11:38:00;May;Guareí;01:28:00
SDMay42;Celtis iguanaea;17/05/2019 07:58;781970.579;7407892.285;AG 152;17/05/2019 15:39;781855.8254;7407844.446;FGM46;1;124.3192318;461;15:39:00;May;Guareí;07:41:00
SDMay43;Celtis iguanaea;17/05/2019 15:56;781897.1885;7407900.23;AG 65;18/05/2019 07:40;781960.5523;7407900.095;FGM48;4;63.36015467;944;07:40:00;May;Guareí;15:44:00
SDMay44;Celtis iguanaea;17/05/2019 15:56;781897.1885;7407900.23;AG 65;18/05/2019 07:42;781960.5523;7407900.095;FGM49;3;63.36015467;946;07:42:00;May;Guareí;15:46:00
SDMay44;Celtis iguanaea;17/05/2019 15:56;781897.1885;7407900.23;AG 65;18/05/2019 07:42;781960.5523;7407900.095;FGM49;3;63.36015467;946;07:42:00;May;Guareí;15:46:00
SDMay45;Celtis iguanaea;17/05/2019 15:56;781897.1885;7407900.23;AG 65;18/05/2019 07:43;781962.8877;7407890.881;FGM50;4;66.36198083;947;07:43:00;May;Guareí;15:47:00
SDMay46;Celtis iguanaea;17/05/2019 15:56;781897.1885;7407900.23;AG 65;18/05/2019 07:56;781923.2471;7407908.92;FGM52;2;27.47070622;960;07:56:00;May;Guareí;16:00:00
SDMay47;Celtis iguanaea;18/05/2019 08:03;781897.1885;7407900.23;AG65;18/05/2019 09:17;781893.1935;7407925.742;FGM53;10;25.82169824;91;09:16:00;May;Guareí;01:14:00
SDMay48;Celtis iguanaea;18/05/2019 07:45;781962.8877;7407890.881;AG162;18/05/2019 09:16;781893.1935;7407925.742;FGM54;12;77.93144167;74;09:17:00;May;Guareí;01:31:00
SDMay49;Celtis iguanaea;18/05/2019 08:03;781897.1885;7407900.23;AG 65;18/05/2019 09:22;781883.7797;7407928.869;FGM55;2;31.62400512;79;09:22:00;May;Guareí;01:19:00
SDMay50;Celtis iguanaea;18/05/2019 08:03;781897.1885;7407900.23;AG 65;18/05/2019 09:27;781869.7619;7407928.885;FGM56;3;39.67115451;84;09:27:00;May;Guareí;01:24:00
SDMay51;Celtis iguanaea;18/05/2019 08:03;781897.1885;7407900.23;AG 65;18/05/2019 09:38;781863.5356;7407921.164;FGM57;7;39.62811376;95;09:38:00;May;Guareí;01:35:00
SDMay52;Celtis iguanaea;18/05/2019 08:03;781897.1885;7407900.23;AG 65;18/05/2019 09:42;781863.5356;7407921.164;FGM58;5;39.62811376;99;09:42:00;May;Guareí;01:39:00
SDMay53;Celtis iguanaea;18/05/2019 08:03;781897.1885;7407900.23;AG 65;18/05/2019 09:45;781863.5356;7407921.164;FGM59;6;39.62811376;102;09:45:00;May;Guareí;01:42:00
SDMay54;Celtis iguanaea;18/05/2019 08:03;781897.1885;7407900.23;AG 65;18/05/2019 09:47;781863.5356;7407921.164;FGM60;5;39.62811376;104;09:47:00;May;Guareí;01:44:00
SDMay55;Celtis iguanaea;18/05/2019 09:27;781863.5356;7407921.164;AG 77;18/05/2019 10:49;781837.2502;7407953.448;FGM61;16;41.63902256;82;10:49:00;May;Guareí;01:22:00
SDMay56;Celtis iguanaea;18/05/2019 09:27;781863.5356;7407921.164;AG 77;18/05/2019 11:08;781790.4562;7407957.057;FGM62;1;81.42171946;101;11:08:00;May;Guareí;01:41:00
SDMay57;Celtis iguanaea;18/05/2019 09:55;781845.0641;7407945.124;AG 118;18/05/2019 11:13;781785.3782;7407957.776;FGM63;3;61.00801587;78;11:13:00;May;Guareí;01:18:00
SDMay58;Celtis iguanaea;18/05/2019 09:55;781845.0641;7407945.124;AG 118;18/05/2019 11:18;781782.4597;7407940.126;FGM64;6;62.79856766;83;11:18:00;May;Guareí;01:23:00
SDMay59;Celtis iguanaea;18/05/2019 09:55;781845.0641;7407945.124;AG 118;18/05/2019 11:23;781768.5398;7407926.875;FGM65;12;78.66389261;88;11:23:00;May;Guareí;01:28:00
SDMay60;Celtis iguanaea;18/05/2019 09:55;781845.0641;7407945.124;AG 118;18/05/2019 11:28;781750.2678;7407925.868;FGM66;8;96.72490165;93;11:28:00;May;Guareí;01:33:00
SDMay61;Celtis iguanaea;18/05/2019 09:55;781845.0641;7407945.124;AG 118;18/05/2019 13:05;781662.6559;7407832.219;FGM67;2;214.5137991;190;13:05:00;May;Guareí;03:10:00
SDMay62;Celtis iguanaea;18/05/2019 09:55;781845.0641;7407945.124;AG 118;18/05/2019 13:07;781662.6559;7407832.219;FGM68;4;214.5137991;192;13:07:00;May;Guareí;03:12:00
SDMay63;Celtis iguanaea;20/05/2019 09:55;781881.2073;7407898.873;AG 163;20/05/2019 11:03;781873.9968;7407905;FGM71;3;9.463667365;74;11:03:00;May;Guareí;01:08:00
SDMay64;Diospyros inconstans;20/05/2019 09:49;781866.1781;7407872.452;AG 165;20/05/2019 11:03;781873.9968;7407905;FGM71;1;33.47618407;68;11:03:00;May;Guareí;01:14:00
SDMay65;Celtis iguanaea;20/05/2019 09:59;781882.9706;7407900.066;AG 156;20/05/2019 11:08;781863.5356;7407921.164;FGM72;6;28.67600042;69;11:08:00;May;Guareí;01:09:00
SDMay66;Celtis iguanaea;20/05/2019 09:59;781882.9706;7407900.066;AG 156;20/05/2019 11:09;781863.5356;7407921.164;FGM73;3;28.67600042;70;11:09:00;May;Guareí;01:10:00
SDMay67;Celtis iguanaea;20/05/2019 09:59;781882.9706;7407900.066;AG 156;20/05/2019 11:22;781863.5356;7407921.164;FGM74;2;28.67600042;83;11:22:00;May;Guareí;01:23:00
SDMay68;Celtis iguanaea;20/05/2019 09:59;781882.9706;7407900.066;AG 156;20/05/2019 11:32;781867.5986;7407946.575;FGM75;9;48.98384428;93;11:32:00;May;Guareí;01:33:00
SDMay69;Celtis iguanaea;20/05/2019 11:10;781863.5356;7407921.164;AG 77;20/05/2019 12:03;781866.9968;7407960;FGM76;6;38.99380976;53;12:03:00;May;Guareí;00:53:00
SDMay70;Celtis iguanaea;20/05/2019 11:10;781863.5356;7407921.164;AG 77;20/05/2019 12:05;781866.9968;7407960;FGM77;2;38.99380976;55;12:05:00;May;Guareí;00:55:00
SDMay71;Celtis iguanaea;20/05/2019 11:10;781863.5356;7407921.164;AG 77;20/05/2019 12:07;781866.9968;7407960;FGM78;11;38.99380976;57;12:07:00;May;Guareí;00:57:00
SDMay72;Celtis iguanaea;20/05/2019 11:10;781863.5356;7407921.164;AG 77;20/05/2019 12:12;781867.9968;7407957;FGM79;10;36.11643947;62;12:12:00;May;Guareí;01:02:00
SDMay73;Celtis iguanaea;20/05/2019 11:10;781863.5356;7407921.164;AG 77;20/05/2019 12:12;781867.9968;7407957;FGM79;4;36.11643947;62;12:12:00;May;Guareí;01:02:00
SDMay74;Celtis iguanaea;20/05/2019 11:25;781867.5986;7407946.575;AG 106;20/05/2019 12:17;781863.9968;7407972;FGM80;6;25.67365186;52;12:17:00;May;Guareí;00:52:00
SDMay75;Celtis iguanaea;20/05/2019 11:25;781867.5986;7407946.575;AG 106;20/05/2019 12:23;781883.9968;7407978;FGM81;7;35.44257891;58;12:23:00;May;Guareí;00:58:00
SDMay76;Celtis iguanaea;20/05/2019 11:25;781867.5986;7407946.575;AG 106;20/05/2019 12:23;781883.9968;7407978;FGM81;4;35.44257891;58;12:23:00;May;Guareí;00:58:00
SDMay77;Celtis iguanaea;20/05/2019 11:45;781937.2661;7407963.193;AG 167;20/05/2019 12:55;781883.9827;7407995.474;FGM82;14;62.30427353;70;12:55:00;May;Guareí;01:10:00
SDMay78;Celtis iguanaea;20/05/2019 11:45;781937.2661;7407963.193;AG 167;20/05/2019 12:55;781883.9827;7407995.474;FGM82;6;62.30427353;70;12:55:00;May;Guareí;01:10:00
SDMay79;Celtis iguanaea;20/05/2019 11:45;781937.2661;7407963.193;AG 167;20/05/2019 12:59;781885.9968;7407997;FGM83;5;61.41440385;74;12:59:00;May;Guareí;01:14:00
SDJun1;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:36;781969.8024;7407899.62;FGJ14;5;7.381327794;937;15:37:00;Jun;Guareí;15:37:00
SDJun1;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:36;781969.8024;7407899.62;FGJ14;5;7.381327794;937;15:36:00;Jun;Guareí;15:37:00
SDJun2;Pereskia aculeata;10/06/2019 10:14;782027.7428;7407442.759;AG 171-Z;11/06/2019 07:36;781969.8024;7407899.62;FGJ14;5;460.5193842;1282;21:22:00;Jun;Guareí;21:22:00
SDJun2;Pereskia aculeata;10/06/2019 10:14;782027.7428;7407442.759;AG 171-Z;11/06/2019 07:36;781969.8024;7407899.62;FGJ14;5;460.5193842;1282;21:22:00;Jun;Guareí;21:22:00
SDJun3;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:37;781969.8024;7407899.62;FGJ15;1;7.381327794;938;15:38:00;Jun;Guareí;15:38:00
SDJun3;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:37;781969.8024;7407899.62;FGJ15;1;7.381327794;938;15:38:00;Jun;Guareí;15:38:00
SDJun4;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:43;781941.7731;7407915.597;FGJ16;3;37.06532746;944;15:44:00;Jun;Guareí;15:44:00
SDJun4;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:43;781941.7731;7407915.597;FGJ16;3;37.06532746;944;15:44:00;Jun;Guareí;15:44:00
SDJun5;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:48;781948.3848;7407919.707;FGJ17;2;35.28802771;949;15:49:00;Jun;Guareí;15:49:00
SDJun5;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:48;781948.3848;7407919.707;FGJ17;2;35.28802771;949;15:49:00;Jun;Guareí;15:49:00
SDJun6;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:52;781948.3848;7407919.707;FGJ18;6;35.28802771;953;15:53:00;Jun;Guareí;15:53:00
SDJun6;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:52;781948.3848;7407919.707;FGJ18;6;35.28802771;953;15:53:00;Jun;Guareí;15:53:00
SDJun7;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:55;781946.2875;7407922.562;FGJ19;3;38.81858447;956;15:56:00;Jun;Guareí;15:56:00
SDJun7;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:55;781946.2875;7407922.562;FGJ19;3;38.81858447;956;15:56:00;Jun;Guareí;15:56:00
SDJun8;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:55;781946.2875;7407922.562;FGJ19;1;38.81858447;956;15:56:00;Jun;Guareí;15:56:00
SDJun8;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:55;781946.2875;7407922.562;FGJ19;1;38.81858447;956;15:56:00;Jun;Guareí;15:56:00
SDJun9;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:58;781942.8682;7407919.06;FGJ20;4;38.53585992;959;15:59:00;Jun;Guareí;15:59:00
SDJun9;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 07:58;781942.8682;7407919.06;FGJ20;4;38.53585992;959;15:59:00;Jun;Guareí;15:59:00
SDJun10;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 08:42;781863.6133;7407918.506;FGJ21;3;110.1389749;1003;16:43:00;Jun;Guareí;16:43:00
SDJun10;Celtis iguanaea;10/06/2019 15:59;781970.579;7407892.285;AG 152;11/06/2019 08:42;781863.6133;7407918.506;FGJ21;3;110.1389749;1003;16:43:00;Jun;Guareí;16:43:00
SDJun11;Celtis iguanaea;11/06/2019 08:07;781897.1885;7407900.23;AG 65;11/06/2019 09:03;781849.6684;7407955.896;FGJ22;7;73.19357417;56;09:03:00;Jun;Guareí;00:56:00
SDJun11;Celtis iguanaea;11/06/2019 08:07;781897.1885;7407900.23;AG 65;11/06/2019 09:03;781849.6684;7407955.896;FGJ22;7;73.19357417;56;09:03:00;Jun;Guareí;00:56:00
SDJun12;Celtis iguanaea;11/06/2019 08:07;781911.8849;7407908.821;AG 23;11/06/2019 09:13;781867.5986;7407946.575;FGJ23;4;58.19395158;66;09:13:00;Jun;Guareí;01:06:00
SDJun12;Celtis iguanaea;11/06/2019 08:07;781911.8849;7407908.821;AG 23;11/06/2019 09:13;781867.5986;7407946.575;FGJ23;4;58.19395158;66;09:13:00;Jun;Guareí;01:06:00
SDJun13;Celtis iguanaea;11/06/2019 08:46;781849.6684;7407955.896;AG 178;11/06/2019 09:48;781883.9827;7407995.474;FGJ24;6;52.37328517;62;09:48:00;Jun;Guareí;01:02:00
SDJun13;Celtis iguanaea;11/06/2019 08:46;781849.6684;7407955.896;AG 178;11/06/2019 09:48;781883.9827;7407995.474;FGJ24;6;52.37328517;62;09:48:00;Jun;Guareí;01:02:00
SDJun14;Celtis iguanaea;11/06/2019 08:46;781849.6684;7407955.896;AG 178;11/06/2019 09:50;781883.9827;7407995.474;FGJ25;2;52.37328517;64;09:50:00;Jun;Guareí;01:04:00
SDJun14;Celtis iguanaea;11/06/2019 08:46;781849.6684;7407955.896;AG 178;11/06/2019 09:50;781883.9827;7407995.474;FGJ25;2;52.37328517;64;09:50:00;Jun;Guareí;01:04:00
SDJun15;Cissus sulcicaulis;11/06/2019 12:14;781844.5548;7408137.54;AG 180;12/06/2019 07:21;781654.2586;7408124.226;FGJ26;4;190.7549218;1147;19:07:00;Jun;Guareí;19:07:00
SDJun15;Cissus sulcicaulis;11/06/2019 12:14;781844.5548;7408137.54;AG 180;12/06/2019 07:21;781654.2586;7408124.226;FGJ26;4;190.7549218;1147;19:07:00;Jun;Guareí;19:07:00
SDJun16;Pereskia aculeata;11/06/2019 14:03;781607.1332;7408029.812;AG 181;12/06/2019 07:24;781651.1712;7408127.314;FGJ27;22;106.984913;1041;17:21:00;Jun;Guareí;17:21:00
SDJun16;Pereskia aculeata;11/06/2019 14:03;781607.1332;7408029.812;AG 181;12/06/2019 07:24;781651.1712;7408127.314;FGJ27;22;106.984913;1041;17:21:00;Jun;Guareí;17:21:00
SDJun17;Cissus sulcicaulis;11/06/2019 12:14;781844.5548;7408137.54;AG 180;12/06/2019 07:24;781651.1712;7408127.314;FGJ27;3;193.6503997;1150;19:10:00;Jun;Guareí;19:10:00
SDJun17;Cissus sulcicaulis;11/06/2019 12:14;781844.5548;7408137.54;AG 180;12/06/2019 07:24;781651.1712;7408127.314;FGJ27;3;193.6503997;1150;19:10:00;Jun;Guareí;19:10:00
SDJun18;Cissus sulcicaulis;11/06/2019 12:14;781844.5548;7408137.54;AG 180;12/06/2019 07:26;781651.1712;7408127.314;FGJ28;3;193.6503997;1152;19:12:00;Jun;Guareí;19:12:00
SDJun18;Cissus sulcicaulis;11/06/2019 12:14;781844.5548;7408137.54;AG 180;12/06/2019 07:26;781651.1712;7408127.314;FGJ28;3;193.6503997;1152;16:12:00;Jun;Guareí;19:12:00
SDJun19;Pereskia aculeata;11/06/2019 14:03;781607.1332;7408029.812;AG 181;12/06/2019 07:26;781651.1712;7408127.314;FGJ28;5;106.984913;1043;17:23:00;Jun;Guareí;17:23:00
SDJun19;Pereskia aculeata;11/06/2019 14:03;781607.1332;7408029.812;AG 181;12/06/2019 07:26;781651.1712;7408127.314;FGJ28;5;106.984913;1043;17:23:00;Jun;Guareí;17:23:00
SDJun20;Pereskia aculeata;11/06/2019 14:03;781607.1332;7408029.812;AG 181;12/06/2019 07:26;781651.1712;7408127.314;FGJ28;6;106.984913;1043;17:23:00;Jun;Guareí;17:23:00
SDJun20;Pereskia aculeata;11/06/2019 14:03;781607.1332;7408029.812;AG 181;12/06/2019 07:26;781651.1712;7408127.314;FGJ28;6;106.984913;1043;17:23:00;Jun;Guareí;17:23:00
SDJun21;Pereskia aculeata;11/06/2019 14:03;781607.1332;7408029.812;AG 181;12/06/2019 07:32;781647.3558;7408118.339;FGJ29;13;97.24203721;1049;17:29:00;Jun;Guareí;17:29:00
SDJun21;Pereskia aculeata;11/06/2019 14:03;781607.1332;7408029.812;AG 181;12/06/2019 07:32;781647.3558;7408118.339;FGJ29;13;97.24203721;1049;17:29:00;Jun;Guareí;17:29:00
SDJun22;Pereskia aculeata;12/06/2019 08:42;781648.5785;7407939.794;AG 182;12/06/2019 10:11;781741.4269;7407619.81;FGJ30;3;333.1791153;89;10:11:00;Jun;Guareí;01:29:00
SDJun22;Pereskia aculeata;12/06/2019 08:42;781648.5785;7407939.794;AG 182;12/06/2019 10:11;781741.4269;7407619.81;FGJ30;3;333.1791153;89;10:11:00;Jun;Guareí;01:29:00
SDJun23;Pereskia aculeata;12/06/2019 08:42;781648.5785;7407939.794;AG 182;12/06/2019 12:06;781828.1057;7407874.352;FGJ34;2;191.0848359;204;12:06:00;Jun;Guareí;03:24:00
SDJun23;Pereskia aculeata;12/06/2019 08:42;781648.5785;7407939.794;AG 182;12/06/2019 12:06;781828.1057;7407874.352;FGJ34;2;191.0848359;204;12:06:00;Jun;Guareí;03:24:00
SDJun24;Celtis iguanaea;12/06/2019 12:09;781863.4728;7407902.214;AG 186;12/06/2019 13:13;781725.0813;7407917.933;FGJ36;7;139.2799716;64;13:13:00;Jun;Guareí;01:04:00
SDJun24;Celtis iguanaea;12/06/2019 12:09;781863.4728;7407902.214;AG 186;12/06/2019 13:13;781725.0813;7407917.933;FGJ36;7;139.2799716;64;13:13:00;Jun;Guareí;01:04:00
SDJun25;Celtis iguanaea;12/06/2019 12:30;781863.5356;7407921.164;AG 77;12/06/2019 13:32;781725.0813;7407917.933;FGJ38;6;138.4976697;62;13:32:00;Jun;Guareí;01:02:00
SDJun25;Celtis iguanaea;12/06/2019 12:30;781863.5356;7407921.164;AG 77;12/06/2019 13:32;781725.0813;7407917.933;FGJ38;6;138.4976697;62;13:32:00;Jun;Guareí;01:02:00
SDJun26;Celtis iguanaea;12/06/2019 12:50;781866.89;7407936.057;AG 187;12/06/2019 13:44;781725.0813;7407917.933;FGJ39;7;142.9642368;54;13:44:00;Jun;Guareí;00:54:00
SDJun26;Celtis iguanaea;12/06/2019 12:50;781866.89;7407936.057;AG 187;12/06/2019 13:44;781725.0813;7407917.933;FGJ39;7;142.9642368;54;13:44:00;Jun;Guareí;00:54:00
SDJun27;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:15;781725.0813;7407917.933;FGJ40;4;145.3711557;82;14:15:00;Jun;Guareí;01:22:00
SDJun27;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:15;781725.0813;7407917.933;FGJ40;4;145.3711557;82;14:15:00;Jun;Guareí;01:22:00
SDJun28;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:17;781725.0813;7407917.933;FGJ41;9;145.3711557;84;14:17:00;Jun;Guareí;01:24:00
SDJun28;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:17;781725.0813;7407917.933;FGJ41;9;145.3711557;84;14:17:00;Jun;Guareí;01:24:00
SDJun29;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:30;781852.2327;7407956.385;FGJ42;6;18.23384216;97;14:30:00;Jun;Guareí;01:37:00
SDJun29;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:30;781852.2327;7407956.385;FGJ42;6;18.23384216;97;14:30:00;Jun;Guareí;01:37:00
