disp_event;species;feed_datetime;feed_x;feed_y;id_feedtree;def_datetime;def_x;def_y;id_feces;n_seeds;SDD;gut_transit_time;gut_transit_time_hms;id_month;group;GTT
SDJun30;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:36;781847.9807;7407955.51;FGJ43;9;21.55665327;103;14:36:00;Jun;Guareí;01:43:00
SDJun30;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:36;781847.9807;7407955.51;FGJ43;9;21.55665327;103;14:36:00;Jun;Guareí;01:43:00
SDJun31;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:42;781851.5523;7407954.429;FGJ44;8;17.86686878;109;14:42:00;Jun;Guareí;01:49:00
SDJun31;Celtis iguanaea;12/06/2019 12:53;781867.5986;7407946.575;AG 106;12/06/2019 14:42;781851.5523;7407954.429;FGJ44;8;17.86686878;109;14:42:00;Jun;Guareí;01:49:00
SDJun32;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 07:23;781740.418;7407964.917;FGJ45;4;128.4955563;978;16:18:00;Jun;Guareí;16:18:00
SDJun32;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 07:23;781740.418;7407964.917;FGJ45;4;128.4955563;978;16:18:00;Jun;Guareí;16:18:00
SDJun33;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 07:23;781740.418;7407964.917;FGJ45;3;128.4955563;978;16:18:00;Jun;Guareí;16:18:00
SDJun33;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 07:23;781740.418;7407964.917;FGJ45;3;128.4955563;978;16:18:00;Jun;Guareí;16:18:00
SDJun34;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 07:26;781740.418;7407964.917;FGJ46;8;128.4955563;981;16:21:00;Jun;Guareí;16:21:00
SDJun34;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 07:26;781740.418;7407964.917;FGJ46;8;128.4955563;981;16:21:00;Jun;Guareí;16:21:00
SDJun35;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 08:08;781757.3748;7407965.735;FGJ47;10;111.8827891;1023;17:03:00;Jun;Guareí;17:03:00
SDJun35;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 08:08;781757.3748;7407965.735;FGJ47;10;111.8827891;1023;17:03:00;Jun;Guareí;17:03:00
SDJun36;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 08:25;781795.0066;7407991.417;FGJ48;1;85.32252751;1040;17:20:00;Jun;Guareí;17:20:00
SDJun36;Celtis iguanaea;12/06/2019 15:05;781867.5986;7407946.575;AG 106;13/06/2019 08:25;781795.0066;7407991.417;FGJ48;1;85.32252751;1040;17:20:00;Jun;Guareí;17:20:00
SDJun37;Celtis iguanaea;13/06/2019 13:40;781960.1275;7408008.648;AG 193-Y;13/06/2019 14:28;781965.3993;7408031.428;FGJ50;4;23.38164451;48;14:28:00;Jun;Guareí;00:48:00
SDJun37;Celtis iguanaea;13/06/2019 13:40;781960.1275;7408008.648;AG 193-Y;13/06/2019 14:28;781965.3993;7408031.428;FGJ50;4;23.38164451;48;14:28:00;Jun;Guareí;00:48:00
SDJun38;Celtis iguanaea;13/06/2019 14:21;781960.1275;7408008.648;AG 193-Y;13/06/2019 15:32;781897.1885;7407900.23;FGJ51;3;125.3648276;71;15:32:00;Jun;Guareí;01:11:00
SDJun38;Celtis iguanaea;13/06/2019 14:21;781960.1275;7408008.648;AG 193-Y;13/06/2019 15:32;781897.1885;7407900.23;FGJ51;3;125.3648276;71;15:32:00;Jun;Guareí;01:11:00
SDJun39;Celtis iguanaea;13/06/2019 14:21;781960.1275;7408008.648;AG 193-Y;13/06/2019 15:34;781897.1885;7407900.23;FGJ52;2;125.3648276;73;15:34:00;Jun;Guareí;01:13:00
SDJun39;Celtis iguanaea;13/06/2019 14:21;781960.1275;7408008.648;AG 193-Y;13/06/2019 15:34;781897.1885;7407900.23;FGJ52;2;125.3648276;73;15:34:00;Jun;Guareí;01:13:00
SDJun40;Celtis iguanaea;13/06/2019 14:58;781925.3844;7407924.746;AG 153-Y;13/06/2019 15:52;781897.1885;7407900.23;FGJ53;3;37.36183213;54;15:52:00;Jun;Guareí;00:54:00
SDJun40;Celtis iguanaea;13/06/2019 14:58;781925.3844;7407924.746;AG 153-Y;13/06/2019 15:52;781897.1885;7407900.23;FGJ53;3;37.36183213;54;15:52:00;Jun;Guareí;00:54:00
SDJun41;Celtis iguanaea;13/06/2019 14:58;781925.3844;7407924.746;AG 153-Y;13/06/2019 15:54;781897.1885;7407900.23;FGJ54;7;37.36183213;56;15:54:00;Jun;Guareí;00:56:00
SDJun41;Celtis iguanaea;13/06/2019 14:58;781925.3844;7407924.746;AG 153-Y;13/06/2019 15:54;781897.1885;7407900.23;FGJ54;7;37.36183213;56;15:54:00;Jun;Guareí;00:56:00
SDJun42;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;13/06/2019 16:00;781897.1885;7407900.23;FGJ55;6;0;58;16:00:00;Jun;Guareí;00:58:00
SDJun42;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;13/06/2019 16:00;781897.1885;7407900.23;FGJ55;6;0;58;16:00:00;Jun;Guareí;00:58:00
SDJun43;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;13/06/2019 16:00;781897.1885;7407900.23;FGJ55;6;0;58;16:00:00;Jun;Guareí;00:58:00
SDJun43;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;13/06/2019 16:00;781897.1885;7407900.23;FGJ55;6;0;58;16:00:00;Jun;Guareí;00:58:00
SDJun44;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;13/06/2019 16:22;781925.8764;7407918.651;FGJ56;3;34.09417106;80;16:22:00;Jun;Guareí;01:20:00
SDJun44;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;13/06/2019 16:22;781925.8764;7407918.651;FGJ56;3;34.09417106;80;16:22:00;Jun;Guareí;01:20:00
SDJun45;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;14/06/2019 07:11;781961.0044;7407860.139;FGJ71;2;75.3586372;969;16:09:00;Jun;Guareí;16:09:00
SDJun45;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;14/06/2019 07:11;781961.0044;7407860.139;FGJ71;2;75.3586372;969;16:09:00;Jun;Guareí;16:09:00
SDJun46;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;14/06/2019 07:11;781961.0044;7407860.139;FGJ57;1;75.3586372;969;16:09:00;Jun;Guareí;16:09:00
SDJun46;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;14/06/2019 07:11;781961.0044;7407860.139;FGJ57;1;75.3586372;969;16:09:00;Jun;Guareí;16:09:00
SDJun47;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;14/06/2019 09:29;782000.0835;7407433.246;FGJ58;1;478.1805857;1107;18:27:00;Jun;Guareí;18:27:00
SDJun47;Celtis iguanaea;13/06/2019 15:02;781897.1885;7407900.23;AG 65;14/06/2019 09:29;782000.0835;7407433.246;FGJ58;1;478.1805857;1107;18:27:00;Jun;Guareí;18:27:00
SDJun48;Pereskia aculeata;14/06/2019 07:26;782008.8094;7407853.427;AG 194-Z;14/06/2019 10:28;781948.2229;7407489.116;FGJ62;2;369.3141267;182;10:28:00;Jun;Guareí;03:02:00
SDJun48;Pereskia aculeata;14/06/2019 07:26;782008.8094;7407853.427;AG 194-Z;14/06/2019 10:28;781948.2229;7407489.116;FGJ62;2;369.3141267;182;10:28:00;Jun;Guareí;03:02:00
SDJun49;Pereskia aculeata;14/06/2019 07:26;782008.8094;7407853.427;AG 194-Z;14/06/2019 10:36;781926.2061;7407500.268;FGJ63;1;362.6909781;190;10:36:00;Jun;Guareí;03:10:00
SDJun49;Pereskia aculeata;14/06/2019 07:26;782008.8094;7407853.427;AG 194-Z;14/06/2019 10:36;781926.2061;7407500.268;FGJ63;1;362.6909781;190;10:36:00;Jun;Guareí;03:10:00
SDJun50;Pereskia aculeata;14/06/2019 08:47;782027.7428;7407442.759;AG 171-Z;14/06/2019 12:38;781914.8588;7407601.18;FGJ66;6;194.5219545;231;12:38:00;Jun;Guareí;03:51:00
SDJun50;Pereskia aculeata;14/06/2019 08:47;782027.7428;7407442.759;AG 171-Z;14/06/2019 12:38;781914.8588;7407601.18;FGJ66;6;194.5219545;231;12:38:00;Jun;Guareí;03:51:00
SDJun51;Pereskia aculeata;14/06/2019 08:47;782027.7428;7407442.759;AG 171-Z;14/06/2019 13:03;781929.0581;7407636.201;FGJ67;2;217.1561097;256;13:03:00;Jun;Guareí;04:16:00
SDJun51;Pereskia aculeata;14/06/2019 08:47;782027.7428;7407442.759;AG 171-Z;14/06/2019 13:03;781929.0581;7407636.201;FGJ67;2;217.1561097;256;13:03:00;Jun;Guareí;04:16:00
SDJun52;Celtis iguanaea;14/06/2019 16:02;781986.3886;7407884.225;AG 96-Y;15/06/2019 06:58;781947.3022;7407840.344;FGJ72;4;58.76633815;896;14:56:00;Jun;Guareí;14:56:00
SDJun52;Celtis iguanaea;14/06/2019 16:02;781986.3886;7407884.225;AG 96-Y;15/06/2019 06:58;781947.3022;7407840.344;FGJ72;4;58.76633815;896;14:56:00;Jun;Guareí;14:56:00
SDJun53;Celtis iguanaea;14/06/2019 16:02;781986.3886;7407884.225;AG 96-Y;15/06/2019 07:06;781943.5786;7407809.758;FGJ73;2;85.88939224;904;15:04:00;Jun;Guareí;15:04:00
SDJun53;Celtis iguanaea;14/06/2019 16:02;781986.3886;7407884.225;AG 96-Y;15/06/2019 07:06;781943.5786;7407809.758;FGJ73;2;85.88939224;904;15:04:00;Jun;Guareí;15:04:00
SDJun54;Celtis iguanaea;14/06/2019 16:29;781970.579;7407892.285;AG 152-Y;15/06/2019 07:17;781892.9344;7407783.722;FGJ74;1;133.4720799;888;14:48:00;Jun;Guareí;14:48:00
SDJun54;Celtis iguanaea;14/06/2019 16:29;781970.579;7407892.285;AG 152-Y;15/06/2019 07:17;781892.9344;7407783.722;FGJ74;1;133.4720799;888;14:51:00;Jun;Guareí;14:48:00
SDJun55;Pereskia aculeata;15/06/2019 12:42;782019.0643;7407438.159;AG 201-Z;15/06/2019 13:38;782013.5386;7407435.682;FGJ82;6;6.051512208;56;13:38:00;Jun;Guareí;00:56:00
SDJun55;Pereskia aculeata;15/06/2019 12:42;782019.0643;7407438.159;AG 201-Z;15/06/2019 13:38;782013.5386;7407435.682;FGJ82;6;6.051512208;56;13:38:00;Jun;Guareí;00:56:00
SDJun56;Pereskia aculeata;15/06/2019 14:09;782019.0643;7407438.159;AG 201-Z;15/06/2019 14:52;781996.2727;7407465.24;FGJ84;2;35.39365056;43;14:52:00;Jun;Guareí;00:43:00
SDJun56;Pereskia aculeata;15/06/2019 14:09;782019.0643;7407438.159;AG 201-Z;15/06/2019 14:52;781996.2727;7407465.24;FGJ84;2;35.39365056;43;14:52:00;Jun;Guareí;00:43:00
SDJun57;Celtis iguanaea;17/06/2019 07:32;781882.9706;7407900.066;AG 156;17/06/2019 08:37;781635.3466;7407681.027;FGJ91;4;330.596712;65;08:37:00;Jun;Guareí;01:05:00
SDJun57;Celtis iguanaea;17/06/2019 07:32;781882.9706;7407900.066;AG 156;17/06/2019 08:37;781635.3466;7407681.027;FGJ91;4;330.596712;65;08:37:00;Jun;Guareí;01:05:00
SDJun58;Celtis iguanaea;17/06/2019 07:32;781882.9706;7407900.066;AG 156;17/06/2019 08:40;781824.2097;7407879.09;FGJ92;3;62.39309257;68;08:40:00;Jun;Guareí;01:08:00
SDJun58;Celtis iguanaea;17/06/2019 07:32;781882.9706;7407900.066;AG 156;17/06/2019 08:40;781824.2097;7407879.09;FGJ92;3;62.39309257;68;08:40:00;Jun;Guareí;01:08:00
SDJun59;Celtis iguanaea;17/06/2019 07:32;781882.9706;7407900.066;AG 156;17/06/2019 08:47;781789.1753;7407861.44;FGJ93;2;101.4339243;75;08:47:00;Jun;Guareí;01:15:00
SDJun59;Celtis iguanaea;17/06/2019 07:32;781882.9706;7407900.066;AG 156;17/06/2019 08:47;781789.1753;7407861.44;FGJ93;2;101.4339243;75;08:47:00;Jun;Guareí;01:15:00
SDJun60;Celtis iguanaea;17/06/2019 08:08;781867.1676;7407897.266;AG 125;17/06/2019 08:56;781775.8422;7407867.186;FGJ94;5;96.15599461;48;08:56:00;Jun;Guareí;00:48:00
SDJun60;Celtis iguanaea;17/06/2019 08:08;781867.1676;7407897.266;AG 125;17/06/2019 08:56;781775.8422;7407867.186;FGJ94;5;96.15599461;48;08:56:00;Jun;Guareí;00:48:00
SDJun61;Celtis iguanaea;17/06/2019 08:14;781863.4728;7407902.214;AG 186;17/06/2019 09:38;781731.7607;7407932.307;FGJ95;4;135.1056405;84;09:38:00;Jun;Guareí;01:24:00
SDJun61;Celtis iguanaea;17/06/2019 08:14;781863.4728;7407902.214;AG 186;17/06/2019 09:38;781731.7607;7407932.307;FGJ95;4;135.1056405;84;09:38:00;Jun;Guareí;01:24:00
SDJun62;Celtis iguanaea;17/06/2019 08:14;781863.4728;7407902.214;AG 186;17/06/2019 09:46;781716.8259;7407965.917;FGJ96;1;159.8819993;92;09:46:00;Jun;Guareí;01:32:00
SDJun62;Celtis iguanaea;17/06/2019 08:14;781863.4728;7407902.214;AG 186;17/06/2019 09:46;781716.8259;7407965.917;FGJ96;1;159.8819993;92;09:46:00;Jun;Guareí;01:32:00
SDJun63;Celtis iguanaea;17/06/2019 09:06;781723.0967;7407889.042;AG 204;17/06/2019 10:14;781703.6388;7408034.869;FGJ97;3;147.1226716;68;10:14:00;Jun;Guareí;01:08:00
SDJun63;Celtis iguanaea;17/06/2019 09:06;781723.0967;7407889.042;AG 204;17/06/2019 10:14;781703.6388;7408034.869;FGJ97;3;147.1226716;68;10:14:00;Jun;Guareí;01:08:00
SDJun64;Celtis iguanaea;17/06/2019 09:28;781731.3112;7407937.491;NA;17/06/2019 10:35;781706.4175;7408092.274;FGJ98;2;156.7684933;67;10:35:00;Jun;Guareí;01:07:00
SDJun64;Celtis iguanaea;17/06/2019 09:28;781731.3112;7407937.491;NA;17/06/2019 10:35;781706.4175;7408092.274;FGJ98;2;156.7684933;67;10:35:00;Jun;Guareí;01:07:00
SDJun65;Pereskia aculeata;17/06/2019 09:56;781697.8544;7408008.122;AG 205;17/06/2019 10:35;781706.4175;7408092.274;FGJ98;1;84.58526704;39;10:35:00;Jun;Guareí;00:39:00
SDJun65;Pereskia aculeata;17/06/2019 09:56;781697.8544;7408008.122;AG 205;17/06/2019 10:35;781706.4175;7408092.274;FGJ98;1;84.58526704;39;10:35:00;Jun;Guareí;00:39:00
SDJun66;Celtis iguanaea;17/06/2019 09:28;781731.3112;7407937.491;NA;17/06/2019 10:42;781711.6059;7408113.412;FGJ99;1;177.0195933;74;10:42:00;Jun;Guareí;01:14:00
SDJun66;Celtis iguanaea;17/06/2019 09:28;781731.3112;7407937.491;NA;17/06/2019 10:42;781711.6059;7408113.412;FGJ99;1;177.0195933;74;10:42:00;Jun;Guareí;01:14:00
SDJul1;Pereskia aculeata;11/07/2019 10:57;781876.804;7407700.68;NA;11/07/2019 12:19;781737.2767;7407776.12;FGJY5;2;158.6096592;82;12:19:00;Jul;Guareí;01:22:00
SDJul2;Pereskia aculeata;11/07/2019 14:04;781648.5785;7407939.794;NA;11/07/2019 14:44;781649.6278;7407954.298;FGJY7;7;14.54794143;40;14:44:00;Jul;Guareí;00:40:00
SDJul3;Pereskia aculeata;11/07/2019 14:35;781648.7417;7407959.072;NA;11/07/2019 15:14;781691.1284;7407968.907;FGJY8;4;43.51709664;39;15:14:00;Jul;Guareí;00:39:00
SDJul4;Pereskia aculeata;11/07/2019 15:37;781740.5757;7407984.804;NA;11/07/2019 16:04;781736.1558;7407970.229;FGJY9;1;15.22567897;27;16:04:00;Jul;Guareí;00:27:00
SDJul5;Pereskia aculeata;11/07/2019 15:55;781730.3079;7407966.606;NA;12/07/2019 07:41;781725.8211;7407988.858;FGJY10;13;22.69851537;946;15:46:00;Jul;Guareí;15:46:00
SDJul6;Pereskia aculeata;12/07/2019 07:50;781710.2997;7408033.041;NA;12/07/2019 08:54;781682.2046;7408107.444;FGJY12;5;79.52967999;64;08:54:00;Jul;Guareí;01:04:00
SDJul7;Pereskia aculeata;12/07/2019 09:28;781697.2959;7408160.424;NA;12/07/2019 10:36;781699.3978;7408200.833;FGJY13;14;40.46452891;68;10:36:00;Jul;Guareí;01:08:00
SDJul8;Pereskia aculeata;12/07/2019 12:28;781776.5541;7408058.046;NA;12/07/2019 13:04;781765.0916;7408052.236;FGJY15;1;12.84864584;36;13:04:00;Jul;Guareí;00:36:00
SDJul9;Pereskia aculeata;12/07/2019 12:28;781776.5541;7408058.046;NA;12/07/2019 13:34;781760.9105;7408056.413;FGJY16;2;15.72574958;66;13:34:00;Jul;Guareí;01:06:00
SDJul10;Pereskia aculeata;12/07/2019 12:28;781776.5541;7408058.046;NA;12/07/2019 13:58;781755.4737;7408054.556;FGJY17;10;21.36694878;90;13:58:00;Jul;Guareí;01:30:00
SDJul11;Pereskia aculeata;12/07/2019 12:28;781776.5541;7408058.046;NA;12/07/2019 13:54;781758.3522;7408057.13;FGJY19;7;18.22323791;86;13:54:00;Jul;Guareí;01:26:00
SDJul12;Pereskia aculeata;12/07/2019 12:28;781776.5541;7408058.046;NA;12/07/2019 14:14;781739.6256;7408043.582;NA;NA;39.65434781;106;14:14:00;Jul;Guareí;01:46:00
SDJul13;Pereskia aculeata;12/07/2019 16:37;782034.0367;7408027.735;NA;13/07/2019 07:50;781924.0909;7407921.668;FGJY20;1;152.773844;913;15:13:00;Jul;Guareí;15:13:00
SDJul14;Celtis iguanaea;12/07/2019 16:37;782034.0367;7408027.735;NA;13/07/2019 07:56;781924.6211;7407919.809;FGJY21;1;153.6932702;919;15:19:00;Jul;Guareí;15:19:00
SDJul15;Pereskia aculeata;13/07/2019 11:32;781831.9146;7407904.481;NA;13/07/2019 13:12;781870.9602;7407951.168;FGJY24;12;60.86754965;100;13:12:00;Jul;Guareí;01:40:00
SDJul16;Celtis iguanaea;13/07/2019 12:34;781863.5356;7407921.164;NA;13/07/2019 13:12;781870.9602;7407951.168;FGJY24;11;30.91369438;38;13:12:00;Jul;Guareí;00:38:00
SDJul17;Celtis iguanaea;13/07/2019 12:34;781863.5356;7407921.164;NA;13/07/2019 13:24;781870.9602;7407951.168;FGJY25;1;30.91369438;50;13:24:00;Jul;Guareí;00:50:00
SDJul18;Celtis iguanaea;13/07/2019 12:34;781863.5356;7407921.164;NA;13/07/2019 13:30;781870.9602;7407951.168;FGJY26;3;30.91369438;56;13:30:00;Jul;Guareí;00:56:00
SDJul19;Pereskia aculeata;13/07/2019 11:32;781831.9146;7407904.481;NA;13/07/2019 13:39;781870.9602;7407951.168;FGJY27;1;60.86754965;127;13:39:00;Jul;Guareí;02:07:00
SDJul20;Celtis iguanaea;13/07/2019 12:34;781863.5356;7407921.164;NA;13/07/2019 13:39;781870.9602;7407951.168;FGJY27;5;30.91369438;65;13:39:00;Jul;Guareí;01:05:00
SDJul21;Celtis iguanaea;13/07/2019 13:12;781859.2589;7407954.384;166;13/07/2019 13:50;781871.285;7407972.613;FGJY28;2;21.83605505;38;13:50:00;Jul;Guareí;00:38:00
SDJul22;Celtis iguanaea;13/07/2019 13:12;781859.2589;7407954.384;166;13/07/2019 13:53;781851.7898;7407987.441;FGJY29;4;33.89342857;41;13:53:00;Jul;Guareí;00:41:00
SDJul23;Pereskia aculeata;15/07/2019 10:45;781843.6881;7407638.133;NA;15/07/2019 11:32;781869.744;7407657.923;FGJY33;10;32.71462364;47;11:32:00;Jul;Guareí;00:47:00
SDJul24;Pereskia aculeata;15/07/2019 10:45;781843.6881;7407638.133;NA;15/07/2019 11:35;781878.9968;7407682;FGJY35;1;56.31494473;50;11:35:00;Jul;Guareí;00:50:00
SDJul25;Pereskia aculeata;15/07/2019 11:05;781883.2257;7407630.399;NA;15/07/2019 12:04;782070.4725;7407735.432;FGJY37;3;214.6860929;59;12:04:00;Jul;Guareí;00:59:00
SDJul26;Pereskia aculeata;15/07/2019 12:05;782070.4725;7407735.432;NA;15/07/2019 12:59;782125.9968;7407695;FGJY38;4;68.68890595;54;12:59:00;Jul;Guareí;00:54:00
SDJul27;Pereskia aculeata;15/07/2019 12:25;782098.0526;7407727.806;NA;15/07/2019 13:10;782133.9968;7407686;FGJY39;10;55.140535;45;13:10:00;Jul;Guareí;00:45:00
SDJul28;Pereskia aculeata;17/07/2019 11:17;781613.3702;7408120.577;NA;17/07/2019 12:12;781628;7408131;FGJY43;1;17.96143925;55;12:12:00;Jul;Guareí;00:55:00
SDJul29;Pereskia aculeata;17/07/2019 11:17;781613.3702;7408120.577;NA;17/07/2019 12:13;781635;7408132;FGJY44;7;24.45962592;56;12:13:00;Jul;Guareí;00:56:00
SDJul30;Pereskia aculeata;17/07/2019 12:33;781639.7452;7408162.407;NA;17/07/2019 13:11;781715;7408226;FGJY45;13;98.52030552;38;13:11:00;Jul;Guareí;00:38:00
SDJul31;Pereskia aculeata;17/07/2019 12:33;781639.7452;7408162.407;NA;17/07/2019 13:33;781755;7408214;FGJY46;2;126.2699117;60;13:33:00;Jul;Guareí;01:00:00
SDJul32;Pereskia aculeata;17/07/2019 14:15;781881.6683;7408195.236;NA;17/07/2019 15:43;781996;7408059;FGJY47;3;177.8558025;88;15:43:00;Jul;Guareí;01:28:00
SDJul33;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:01;782077;7407937;FGJY48;6;200.4222186;985;16:25:00;Jul;Guareí;16:25:00
SDJul34;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:02;782077;7407937;FGJY49;5;200.4222186;986;16:26:00;Jul;Guareí;16:26:00
SDJul35;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:09;782074;7407934;FGJY50;2;201.0599057;993;16:33:00;Jul;Guareí;16:33:00
SDJul36;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:12;782074;7407934;FGJY51;23;201.0599057;996;16:36:00;Jul;Guareí;16:36:00
SDJul37;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:14;782075;7407935;FGJY52;13;200.8376103;998;16:38:00;Jul;Guareí;16:38:00
SDJul38;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:15;782075;7407935;FGJY53;7;200.8376103;999;16:39:00;Jul;Guareí;16:39:00
SDJul39;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:15;782075;7407935;FGJY53;8;200.8376103;999;16:39:00;Jul;Guareí;16:39:00
SDJul40;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:16;782075;7407935;FGJY54;7;200.8376103;1000;16:40:00;Jul;Guareí;16:40:00
SDJul41;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:16;782075;7407935;FGJY54;2;200.8376103;1000;16:40:00;Jul;Guareí;16:40:00
SDJul42;Pereskia aculeata;17/07/2019 15:36;781956.5069;7408097.158;243;18/07/2019 08:23;782069.518;7407968.426;FGJY55;4;171.2970315;1007;16:47:00;Jul;Guareí;16:47:00
SDJul43;Pereskia aculeata;18/07/2019 08:19;782069.518;7407968.426;NA;18/07/2019 09:39;781976.5942;7407992.372;FGJY56;7;95.96410006;80;09:39:00;Jul;Guareí;01:20:00
SDJul44;Pereskia aculeata;18/07/2019 15:21;781931.7549;7407830.302;NA;18/07/2019 16:07;782028;7407707;FGJY57;3;156.4191564;46;16:07:00;Jul;Guareí;00:46:00
SDJul45;Pereskia aculeata;18/07/2019 16:02;782001.3047;7407723.453;NA;19/07/2019 07:55;781958.9968;7407598;FGJY58;7;132.3895483;953;15:53:00;Jul;Guareí;15:53:00
SDJul46;Celtis iguanaea;18/07/2019 14:49;781867.1676;7407897.266;NA;19/07/2019 08:03;781930.2;7407610.325;FGJY59;2;293.7908838;1034;17:04:00;Jul;Guareí;17:14:00
SDJul47;Pereskia aculeata;18/07/2019 16:02;782001.3047;7407723.453;NA;19/07/2019 08:03;781930.2;7407610.325;FGJY59;3;133.61739;961;16:01:00;Jul;Guareí;16:01:00
SDJul48;Celtis iguanaea;18/07/2019 14:49;781867.1676;7407897.266;NA;19/07/2019 08:04;781930.2;7407610.325;FGJY60;1;293.7908838;1035;17:15:00;Jul;Guareí;17:15:00
SDJul49;Pereskia aculeata;18/07/2019 16:02;782001.3047;7407723.453;NA;19/07/2019 08:04;781930.2;7407610.325;FGJY60;6;133.61739;962;16:02:00;Jul;Guareí;16:02:00
SDJul50;Pereskia aculeata;19/07/2019 10:51;782206.4182;7407447.76;NA;19/07/2019 12:14;782293.9968;7407507;FGJY62;23;105.7337884;83;12:14:00;Jul;Guareí;01:23:00
SDJul51;Pereskia aculeata;19/07/2019 10:51;782206.4182;7407447.76;NA;19/07/2019 12:37;782294.6787;7407553.684;FGJY63;7;137.8726731;106;12:37:00;Jul;Guareí;01:46:00
SDJul52;Pereskia aculeata;19/07/2019 11:50;782275.7169;7407476.903;NA;19/07/2019 13:01;782291.9968;7407570;FGJY64;6;94.51268909;71;13:01:00;Jul;Guareí;01:11:00
SDJul53;Pereskia aculeata;19/07/2019 11:50;782275.7169;7407476.903;NA;19/07/2019 13:10;782292.9968;7407594;FGJY65;11;118.3681055;80;13:10:00;Jul;Guareí;01:20:00
SDJul54;Pereskia aculeata;19/07/2019 12:46;782300.206;7407570.096;NA;19/07/2019 13:37;782280.5067;7407614.918;FGJY66;19;48.95837416;51;13:37:00;Jul;Guareí;00:51:00
SDJul55;Pereskia aculeata;19/07/2019 14:32;782334.1458;7407595.931;NA;19/07/2019 15:24;782280.9968;7407584;FGJY67;5;54.47244625;52;15:24:00;Jul;Guareí;00:52:00
SDJul56;Pereskia aculeata;19/07/2019 15:24;782278.679;7407588.903;NA;20/07/2019 07:32;781987.2794;7407573.102;FGJY68;13;291.8280316;968;16:08:00;Jul;Guareí;16:08:00
SDJul57;Pereskia aculeata;19/07/2019 15:24;782278.679;7407588.903;NA;20/07/2019 07:33;781996.9968;7407610;FGJY69;32;282.4691707;969;16:09:00;Jul;Guareí;16:09:00
SDJul58;Pereskia aculeata;19/07/2019 15:24;782278.679;7407588.903;NA;20/07/2019 07:34;781996.9968;7407610;FGJY70;4;282.4691707;970;16:10:00;Jul;Guareí;16:10:00
SDJul59;Pereskia aculeata;20/07/2019 08:16;781946.9887;7407680.273;NA;20/07/2019 11:21;781688.7474;7407815.333;FGJY71;1;291.4259789;185;11:21:00;Jul;Guareí;03:05:00
SDJul60;Pereskia aculeata;20/07/2019 14:48;781673.4912;7408161.985;NA;20/07/2019 15:56;781711.9968;7408179;FGJY73;4;42.10344998;68;15:56:00;Jul;Guareí;01:08:00
SDJul61;Pereskia aculeata;20/07/2019 15:12;781697.2959;7408160.424;NA;20/07/2019 16:13;781754.9968;7408110;FGJY74;4;76.62549445;61;16:13:00;Jul;Guareí;01:01:00
