"group","id_month","timesteps","ndays","mean_timesteps","id_day_all","x","y","datetime","behavior","species","id_tree","date","time","count","count_rest"
"Guareí","Aug",867,8,108,"aug001",781766.996795743,7407701.99983181,2019-08-11 08:25:00,"Inactive",NA,NA,2019-08-11,08:25:00,867,101
"Guareí","Aug",867,8,108,"aug001",781748.996796185,7407832.9998318,2019-08-11 09:30:00,"Inactive",NA,NA,2019-08-11,09:30:00,867,101
"Guareí","Aug",867,8,108,"aug001",781820.815850813,7408003.22329828,2019-08-11 11:15:00,"Inactive","Cariniana estrelensis","AG310",2019-08-11,11:15:00,867,101
"Guareí","Aug",867,8,108,"aug001",781756.996796497,7408117.99983184,2019-08-11 12:50:00,"Inactive",NA,NA,2019-08-11,12:50:00,867,101
"Guareí","Aug",867,8,108,"aug001",781733.996796854,7408145.9998318,2019-08-11 13:15:00,"Inactive",NA,NA,2019-08-11,13:15:00,867,101
"Guareí","Aug",867,8,108,"aug001",781733.996796854,7408145.9998318,2019-08-11 13:20:00,"Inactive",NA,NA,2019-08-11,13:20:00,867,101
"Guareí","Aug",867,8,108,"aug001",781697,7408200,2019-08-11 14:05:00,"Inactive","Myrocarpus frondosus","RG03",2019-08-11,14:05:00,867,101
"Guareí","Aug",867,8,108,"aug001",781697,7408200,2019-08-11 14:30:00,"Inactive","Pereskia aculeata","RG03",2019-08-11,14:30:00,867,101
"Guareí","Aug",867,8,108,"aug001",781697,7408200,2019-08-11 14:35:00,"Inactive","Pereskia aculeata","RG03",2019-08-11,14:35:00,867,101
"Guareí","Aug",867,8,108,"aug001",781697,7408200,2019-08-11 14:45:00,"Inactive","Pereskia aculeata","RG03",2019-08-11,14:45:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 14:50:00,"Inactive",NA,NA,2019-08-11,14:50:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 14:55:00,"Inactive",NA,NA,2019-08-11,14:55:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 15:00:00,"Inactive",NA,NA,2019-08-11,15:00:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 15:15:00,"Resting",NA,NA,2019-08-11,15:15:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 15:20:00,"Resting",NA,NA,2019-08-11,15:20:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 15:25:00,"Inactive",NA,NA,2019-08-11,15:25:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 15:30:00,"Resting",NA,NA,2019-08-11,15:30:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 15:40:00,"Inactive",NA,NA,2019-08-11,15:40:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 15:45:00,"Inactive",NA,NA,2019-08-11,15:45:00,867,101
"Guareí","Aug",867,8,108,"aug001",781685.996797619,7408217.99983173,2019-08-11 15:50:00,"Inactive",NA,NA,2019-08-11,15:50:00,867,101
"Guareí","Aug",867,8,108,"aug002",781879.217717995,7408115.59251964,2019-08-12 07:10:00,"Inactive",NA,"DG23",2019-08-12,07:10:00,867,101
"Guareí","Aug",867,8,108,"aug002",781903.996794471,7408109.99983208,2019-08-12 07:15:00,"Inactive",NA,NA,2019-08-12,07:15:00,867,101
"Guareí","Aug",867,8,108,"aug002",782052.157422178,7407809.59214354,2019-08-12 08:40:00,"Inactive","Pereskia aculeata","AG314",2019-08-12,08:40:00,867,101
"Guareí","Aug",867,8,108,"aug002",781910.996793733,7407677.99983205,2019-08-12 10:15:00,"Inactive",NA,NA,2019-08-12,10:15:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 10:50:00,"Resting",NA,NA,2019-08-12,10:50:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 10:55:00,"Resting",NA,NA,2019-08-12,10:55:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:00:00,"Resting",NA,NA,2019-08-12,11:00:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:05:00,"Resting",NA,NA,2019-08-12,11:05:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:10:00,"Resting",NA,NA,2019-08-12,11:10:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:15:00,"Resting",NA,NA,2019-08-12,11:15:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:20:00,"Resting",NA,NA,2019-08-12,11:20:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:25:00,"Resting",NA,NA,2019-08-12,11:25:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:30:00,"Resting",NA,NA,2019-08-12,11:30:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:35:00,"Resting",NA,NA,2019-08-12,11:35:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:40:00,"Resting",NA,NA,2019-08-12,11:40:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:45:00,"Resting",NA,NA,2019-08-12,11:45:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:50:00,"Resting",NA,NA,2019-08-12,11:50:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 11:55:00,"Resting",NA,NA,2019-08-12,11:55:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 12:00:00,"Resting",NA,NA,2019-08-12,12:00:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 12:05:00,"Resting",NA,NA,2019-08-12,12:05:00,867,101
"Guareí","Aug",867,8,108,"aug002",781882.996794025,7407615.99983199,2019-08-12 12:15:00,"Inactive",NA,NA,2019-08-12,12:15:00,867,101
"Guareí","Aug",867,8,108,"aug002",781875.996794112,7407610.99983198,2019-08-12 12:30:00,"Inactive",NA,NA,2019-08-12,12:30:00,867,101
"Guareí","Aug",867,8,108,"aug002",781875.996794112,7407610.99983198,2019-08-12 12:35:00,"Inactive",NA,NA,2019-08-12,12:35:00,867,101
"Guareí","Aug",867,8,108,"aug002",781857.755779924,7407549.8680113,2019-08-12 13:05:00,"Inactive","Syagrus romanzoffiana","AG79",2019-08-12,13:05:00,867,101
"Guareí","Aug",867,8,108,"aug002",781842.688750496,7407553.69599616,2019-08-12 13:10:00,"Inactive","Pereskia aculeata","AG318",2019-08-12,13:10:00,867,101
"Guareí","Aug",867,8,108,"aug002",781842.688750496,7407553.69599616,2019-08-12 13:20:00,"Inactive","Pereskia aculeata","AG318",2019-08-12,13:20:00,867,101
"Guareí","Aug",867,8,108,"aug002",781947.996792979,7407511.99983209,2019-08-12 14:15:00,"Inactive",NA,NA,2019-08-12,14:15:00,867,101
"Guareí","Aug",867,8,108,"aug002",782031.996791774,7407475.99983223,2019-08-12 16:00:00,"Inactive",NA,NA,2019-08-12,16:00:00,867,101
"Guareí","Aug",867,8,108,"aug003",782100.996790942,7407551.99983235,2019-08-13 07:30:00,"Inactive",NA,NA,2019-08-13,07:30:00,867,101
"Guareí","Aug",867,8,108,"aug003",781998.929437006,7407577.97015452,2019-08-13 08:30:00,"Inactive","Pereskia aculeata","AG323",2019-08-13,08:30:00,867,101
"Guareí","Aug",867,8,108,"aug003",781998.929437006,7407577.97015452,2019-08-13 08:35:00,"Inactive","Pereskia aculeata","AG323",2019-08-13,08:35:00,867,101
"Guareí","Aug",867,8,108,"aug003",781998.929437006,7407577.97015452,2019-08-13 08:40:00,"Inactive","Pereskia aculeata","AG323",2019-08-13,08:40:00,867,101
"Guareí","Aug",867,8,108,"aug003",781985.996792494,7407535.99983216,2019-08-13 10:15:00,"Inactive",NA,NA,2019-08-13,10:15:00,867,101
"Guareí","Aug",867,8,108,"aug003",781985.996792494,7407535.99983216,2019-08-13 10:20:00,"Inactive",NA,NA,2019-08-13,10:20:00,867,101
"Guareí","Aug",867,8,108,"aug003",782040.996791603,7407442.99983224,2019-08-13 10:35:00,"Inactive",NA,NA,2019-08-13,10:35:00,867,101
"Guareí","Aug",867,8,108,"aug004",782024.121889445,7407526.28072634,2019-08-14 07:40:00,"Inactive",NA,"DG24",2019-08-14,07:40:00,867,101
"Guareí","Aug",867,8,108,"aug004",782024.121889445,7407526.28072634,2019-08-14 07:45:00,"Inactive",NA,"DG24",2019-08-14,07:45:00,867,101
"Guareí","Aug",867,8,108,"aug004",781736.085149301,7407771.6463793,2019-08-14 10:05:00,"Inactive","Pereskia aculeata","AG329",2019-08-14,10:05:00,867,101
"Guareí","Aug",867,8,108,"aug004",782060.996791934,7407850.99983231,2019-08-14 12:25:00,"Inactive",NA,NA,2019-08-14,12:25:00,867,101
"Guareí","Aug",867,8,108,"aug004",782060.996791934,7407850.99983231,2019-08-14 12:35:00,"Resting",NA,NA,2019-08-14,12:35:00,867,101
"Guareí","Aug",867,8,108,"aug004",782048.996792104,7407853.99983229,2019-08-14 12:40:00,"Resting",NA,NA,2019-08-14,12:40:00,867,101
"Guareí","Aug",867,8,108,"aug004",782048.996792104,7407853.99983229,2019-08-14 12:45:00,"Resting",NA,NA,2019-08-14,12:45:00,867,101
"Guareí","Aug",867,8,108,"aug004",782048.996792104,7407853.99983229,2019-08-14 12:50:00,"Resting",NA,NA,2019-08-14,12:50:00,867,101
"Guareí","Aug",867,8,108,"aug004",782048.996792104,7407853.99983229,2019-08-14 12:55:00,"Resting",NA,NA,2019-08-14,12:55:00,867,101
"Guareí","Aug",867,8,108,"aug004",782048.996792104,7407853.99983229,2019-08-14 13:00:00,"Resting",NA,NA,2019-08-14,13:00:00,867,101
"Guareí","Aug",867,8,108,"aug004",782048.996792104,7407853.99983229,2019-08-14 13:05:00,"Resting",NA,NA,2019-08-14,13:05:00,867,101
"Guareí","Aug",867,8,108,"aug004",782048.996792104,7407853.99983229,2019-08-14 13:10:00,"Resting",NA,NA,2019-08-14,13:10:00,867,101
"Guareí","Aug",867,8,108,"aug004",782048.996792104,7407853.99983229,2019-08-14 13:15:00,"Resting",NA,NA,2019-08-14,13:15:00,867,101
"Guareí","Aug",867,8,108,"aug004",782048.996792104,7407853.99983229,2019-08-14 13:20:00,"Resting",NA,NA,2019-08-14,13:20:00,867,101
"Guareí","Aug",867,8,108,"aug004",781828.217365046,7407668.7980168,2019-08-14 15:40:00,"Inactive","Pereskia aculeata","AG307",2019-08-14,15:40:00,867,101
"Guareí","Aug",867,8,108,"aug005",781682.996797049,7407805.99983168,2019-08-15 09:55:00,"Inactive",NA,NA,2019-08-15,09:55:00,867,101
"Guareí","Aug",867,8,108,"aug005",781648.578475705,7407939.79379625,2019-08-15 11:25:00,"Inactive","Pereskia aculeata","AG182",2019-08-15,11:25:00,867,101
"Guareí","Aug",867,8,108,"aug005",781648.578475705,7407939.79379625,2019-08-15 11:50:00,"Inactive","Pereskia aculeata","AG182",2019-08-15,11:50:00,867,101
"Guareí","Aug",867,8,108,"aug005",781648.578475705,7407939.79379625,2019-08-15 11:55:00,"Resting","Pereskia aculeata","AG182",2019-08-15,11:55:00,867,101
"Guareí","Aug",867,8,108,"aug005",781648.578475705,7407939.79379625,2019-08-15 12:00:00,"Resting","Pereskia aculeata","AG182",2019-08-15,12:00:00,867,101
"Guareí","Aug",867,8,108,"aug005",781648.578475705,7407939.79379625,2019-08-15 12:05:00,"Resting","Pereskia aculeata","AG182",2019-08-15,12:05:00,867,101
"Guareí","Aug",867,8,108,"aug005",781648.578475705,7407939.79379625,2019-08-15 12:10:00,"Resting","Pereskia aculeata","AG182",2019-08-15,12:10:00,867,101
"Guareí","Aug",867,8,108,"aug005",781648.578475705,7407939.79379625,2019-08-15 12:15:00,"Resting","Pereskia aculeata","AG182",2019-08-15,12:15:00,867,101
"Guareí","Aug",867,8,108,"aug005",781648.578475705,7407939.79379625,2019-08-15 12:20:00,"Resting","Pereskia aculeata","AG182",2019-08-15,12:20:00,867,101
"Guareí","Aug",867,8,108,"aug005",781648.578475705,7407939.79379625,2019-08-15 12:25:00,"Inactive","Pereskia aculeata","AG182",2019-08-15,12:25:00,867,101
"Guareí","Aug",867,8,108,"aug006",781740.996795941,7407594.99983176,2019-08-19 07:30:00,"Inactive",NA,NA,2019-08-19,07:30:00,867,101
"Guareí","Aug",867,8,108,"aug006",781860.99679465,7407833.99983198,2019-08-19 09:20:00,"Inactive",NA,NA,2019-08-19,09:20:00,867,101
"Guareí","Aug",867,8,108,"aug006",781860.99679465,7407833.99983198,2019-08-19 09:25:00,"Inactive",NA,NA,2019-08-19,09:25:00,867,101
"Guareí","Aug",867,8,108,"aug006",781869.99679455,7407849.999832,2019-08-19 09:30:00,"Inactive",NA,NA,2019-08-19,09:30:00,867,101
"Guareí","Aug",867,8,108,"aug006",781869.99679455,7407849.999832,2019-08-19 09:35:00,"Inactive",NA,NA,2019-08-19,09:35:00,867,101
"Guareí","Aug",867,8,108,"aug006",781869.99679455,7407849.999832,2019-08-19 09:40:00,"Inactive",NA,NA,2019-08-19,09:40:00,867,101
"Guareí","Aug",867,8,108,"aug006",781869.99679455,7407849.999832,2019-08-19 09:45:00,"Inactive",NA,NA,2019-08-19,09:45:00,867,101
"Guareí","Aug",867,8,108,"aug006",781869.99679455,7407849.999832,2019-08-19 09:50:00,"Inactive",NA,NA,2019-08-19,09:50:00,867,101
"Guareí","Aug",867,8,108,"aug006",781869.99679455,7407849.999832,2019-08-19 09:55:00,"Inactive",NA,NA,2019-08-19,09:55:00,867,101
"Guareí","Aug",867,8,108,"aug006",781869.99679455,7407849.999832,2019-08-19 10:00:00,"Inactive",NA,NA,2019-08-19,10:00:00,867,101
"Guareí","Aug",867,8,108,"aug006",781869.99679455,7407849.999832,2019-08-19 10:05:00,"Inactive",NA,NA,2019-08-19,10:05:00,867,101
"Guareí","Aug",867,8,108,"aug006",781796.996795616,7407892.99983188,2019-08-19 11:25:00,"Inactive",NA,NA,2019-08-19,11:25:00,867,101
"Guareí","Aug",867,8,108,"aug006",781776.996796066,7408010.99983186,2019-08-19 12:20:00,"Inactive",NA,NA,2019-08-19,12:20:00,867,101
"Guareí","Aug",867,8,108,"aug006",781843.185707768,7408017.64059812,2019-08-19 13:25:00,"Inactive","Pereskia aculeata","AG229",2019-08-19,13:25:00,867,101
"Guareí","Aug",867,8,108,"aug006",781843.185707768,7408017.64059812,2019-08-19 13:30:00,"Inactive","Pereskia aculeata","AG229",2019-08-19,13:30:00,867,101
"Guareí","Aug",867,8,108,"aug007",781885.327058461,7408012.40252124,2019-08-20 07:00:00,"Inactive",NA,"DG26",2019-08-20,07:00:00,867,101
"Guareí","Aug",867,8,108,"aug007",781885.327058461,7408012.40252124,2019-08-20 07:15:00,"Inactive",NA,"DG26",2019-08-20,07:15:00,867,101
"Guareí","Aug",867,8,108,"aug007",781697.615186766,7407701.23014468,2019-08-20 11:10:00,"Inactive","Pereskia aculeata","AG354",2019-08-20,11:10:00,867,101
"Guareí","Aug",867,8,108,"aug008",781794.99679527,7407641.99983185,2019-08-21 08:45:00,"Inactive",NA,NA,2019-08-21,08:45:00,867,101
"Guareí","Aug",867,8,108,"aug008",781794.99679527,7407641.99983185,2019-08-21 08:50:00,"Inactive",NA,NA,2019-08-21,08:50:00,867,101
"Guareí","Aug",867,8,108,"aug008",781794.99679527,7407641.99983185,2019-08-21 08:55:00,"Inactive",NA,NA,2019-08-21,08:55:00,867,101
"Guareí","Jul",853,8,107,"jul001",782072.758553376,7407474.86663717,2019-07-11 09:00:00,"Inactive",NA,NA,2019-07-11,09:00:00,853,44
"Guareí","Jul",853,8,107,"jul001",781941.358698082,7407588.19570548,2019-07-11 09:40:00,"Inactive",NA,NA,2019-07-11,09:40:00,853,44
"Guareí","Jul",853,8,107,"jul001",781943.558103311,7407656.92785373,2019-07-11 10:20:00,"Inactive",NA,NA,2019-07-11,10:20:00,853,44
"Guareí","Jul",853,8,107,"jul002",781694.450365813,7408056.95028965,2019-07-12 08:20:50,"Inactive",NA,NA,2019-07-12,08:20:50,853,44
"Guareí","Jul",853,8,107,"jul002",781682.204553071,7408107.44362004,2019-07-12 08:55:50,"Resting",NA,NA,2019-07-12,08:55:50,853,44
"Guareí","Jul",853,8,107,"jul002",781763.955916259,7408055.61109167,2019-07-12 13:50:50,"Resting",NA,NA,2019-07-12,13:50:50,853,44
"Guareí","Jul",853,8,107,"jul002",781763.955916259,7408055.61109167,2019-07-12 13:55:50,"Inactive",NA,NA,2019-07-12,13:55:50,853,44
"Guareí","Jul",853,8,107,"jul002",781763.955916259,7408055.61109167,2019-07-12 14:00:50,"Resting",NA,NA,2019-07-12,14:00:50,853,44
"Guareí","Jul",853,8,107,"jul002",781739.625591038,7408043.58156656,2019-07-12 14:20:50,"Inactive",NA,NA,2019-07-12,14:20:50,853,44
"Guareí","Jul",853,8,107,"jul002",782071.314606994,7407899.31084545,2019-07-12 16:55:50,"Inactive",NA,NA,2019-07-12,16:55:50,853,44
"Guareí","Jul",853,8,107,"jul002",782069.378857939,7407837.65263669,2019-07-12 17:10:50,"Inactive",NA,NA,2019-07-12,17:10:50,853,44
"Guareí","Jul",853,8,107,"jul003",781831.012066782,7407792.84092748,2019-07-13 08:30:00,"Inactive",NA,NA,2019-07-13,08:30:00,853,44
"Guareí","Jul",853,8,107,"jul003",781831.012066782,7407792.84092748,2019-07-13 08:35:00,"Inactive",NA,NA,2019-07-13,08:35:00,853,44
"Guareí","Jul",853,8,107,"jul004",782134.666461775,7407605.07897942,2019-07-16 08:10:00,"Inactive",NA,"DG18",2019-07-16,08:10:00,853,44
"Guareí","Jul",853,8,107,"jul004",782124,7407619,2019-07-16 08:15:00,"Inactive",NA,NA,2019-07-16,08:15:00,853,44
"Guareí","Jul",853,8,107,"jul004",782111,7407615,2019-07-16 08:20:00,"Inactive",NA,NA,2019-07-16,08:20:00,853,44
"Guareí","Jul",853,8,107,"jul004",782041.747543625,7407698.51522936,2019-07-16 09:25:00,"Resting","Pereskia aculeata",NA,2019-07-16,09:25:00,853,44
"Guareí","Jul",853,8,107,"jul004",782041.747543625,7407698.51522936,2019-07-16 09:30:00,"Resting","Pereskia aculeata",NA,2019-07-16,09:30:00,853,44
"Guareí","Jul",853,8,107,"jul005",781644,7407948,2019-07-17 10:00:00,"Inactive",NA,NA,2019-07-17,10:00:00,853,44
"Guareí","Jul",853,8,107,"jul005",781631,7408126,2019-07-17 11:50:00,"Resting",NA,NA,2019-07-17,11:50:00,853,44
"Guareí","Jul",853,8,107,"jul005",781631,7408126,2019-07-17 11:55:00,"Resting",NA,NA,2019-07-17,11:55:00,853,44
"Guareí","Jul",853,8,107,"jul005",781631,7408126,2019-07-17 12:00:00,"Resting",NA,NA,2019-07-17,12:00:00,853,44
"Guareí","Jul",853,8,107,"jul005",781631,7408126,2019-07-17 12:05:00,"Resting",NA,NA,2019-07-17,12:05:00,853,44
"Guareí","Jul",853,8,107,"jul005",781631,7408126,2019-07-17 12:10:00,"Resting",NA,NA,2019-07-17,12:10:00,853,44
"Guareí","Jul",853,8,107,"jul005",781639.745164702,7408162.40737087,2019-07-17 12:30:00,"Resting","Pereskia aculeata","AG273",2019-07-17,12:30:00,853,44
"Guareí","Jul",853,8,107,"jul005",781892,7408202,2019-07-17 14:45:00,"Inactive",NA,NA,2019-07-17,14:45:00,853,44
"Guareí","Jul",853,8,107,"jul006",782075,7407941,2019-07-18 08:00:00,"Inactive",NA,NA,2019-07-18,08:00:00,853,44
"Guareí","Jul",853,8,107,"jul006",782075,7407941,2019-07-18 08:05:00,"Inactive",NA,NA,2019-07-18,08:05:00,853,44
"Guareí","Jul",853,8,107,"jul006",782075,7407941,2019-07-18 08:10:00,"Inactive",NA,NA,2019-07-18,08:10:00,853,44
"Guareí","Jul",853,8,107,"jul006",782075,7407941,2019-07-18 08:15:00,"Inactive",NA,NA,2019-07-18,08:15:00,853,44
"Guareí","Jul",853,8,107,"jul006",782069.517982655,7407968.42615263,2019-07-18 08:35:00,"Inactive","Pereskia aculeata","AG277",2019-07-18,08:35:00,853,44
"Guareí","Jul",853,8,107,"jul006",782047,7407964,2019-07-18 08:40:00,"Inactive",NA,NA,2019-07-18,08:40:00,853,44
"Guareí","Jul",853,8,107,"jul007",781997.99679216,7407421.99983216,2019-07-19 09:45:00,"Inactive",NA,NA,2019-07-19,09:45:00,853,44
"Guareí","Jul",853,8,107,"jul007",781997.99679216,7407421.99983216,2019-07-19 09:50:00,"Inactive",NA,NA,2019-07-19,09:50:00,853,44
"Guareí","Jul",853,8,107,"jul007",782110.996790625,7407430.99983235,2019-07-19 10:30:00,"Inactive",NA,NA,2019-07-19,10:30:00,853,44
"Guareí","Jul",853,8,107,"jul007",782227.996789026,7407433.99983254,2019-07-19 11:35:00,"Inactive",NA,NA,2019-07-19,11:35:00,853,44
"Guareí","Jul",853,8,107,"jul007",782334.145817539,7407595.93137208,2019-07-19 14:25:00,"Resting","Pereskia aculeata","AG298",2019-07-19,14:25:00,853,44
"Guareí","Jul",853,8,107,"jul008",781935.996793404,7407686.99983209,2019-07-20 08:50:00,"Inactive",NA,NA,2019-07-20,08:50:00,853,44
"Guareí","Jul",853,8,107,"jul008",781768.894161895,7407759.48954934,2019-07-20 10:35:00,"Inactive","Syagrus romanzoffiana","AG303",2019-07-20,10:35:00,853,44
"Guareí","Jul",853,8,107,"jul008",781760.996795912,7407759.99983181,2019-07-20 10:50:00,"Inactive",NA,NA,2019-07-20,10:50:00,853,44
"Guareí","Jul",853,8,107,"jul008",781655.996797635,7407950.99983166,2019-07-20 12:40:00,"Inactive",NA,NA,2019-07-20,12:40:00,853,44
"Guareí","Jul",853,8,107,"jul008",781663.996797543,7407962.99983167,2019-07-20 12:45:00,"Inactive",NA,NA,2019-07-20,12:45:00,853,44
"Guareí","Jul",853,8,107,"jul008",781642.996797856,7407979.99983164,2019-07-20 12:55:00,"Inactive",NA,NA,2019-07-20,12:55:00,853,44
"Guareí","Jul",853,8,107,"jul008",781697.295873598,7408160.42393924,2019-07-20 15:15:00,"Inactive","Pereskia aculeata","AG223",2019-07-20,15:15:00,853,44
"Guareí","Jun",657,6,110,"jun001",781966.305441479,7407749.26267583,2019-06-10 07:45:00,"Inactive",NA,NA,2019-06-10,07:45:00,657,36
"Guareí","Jun",657,6,110,"jun001",781974.533692017,7407698.12125831,2019-06-10 08:00:00,"Inactive",NA,NA,2019-06-10,08:00:00,657,36
"Guareí","Jun",657,6,110,"jun001",782010.447551726,7407661.880286,2019-06-10 08:15:00,"Inactive",NA,NA,2019-06-10,08:15:00,657,36
"Guareí","Jun",657,6,110,"jun001",782013.815515974,7407430.89273295,2019-06-10 10:25:00,"Inactive",NA,NA,2019-06-10,10:25:00,657,36
"Guareí","Jun",657,6,110,"jun001",782013.815515974,7407430.89273295,2019-06-10 10:30:00,"Inactive",NA,NA,2019-06-10,10:30:00,657,36
"Guareí","Jun",657,6,110,"jun001",782013.815515974,7407430.89273295,2019-06-10 10:35:00,"Inactive",NA,NA,2019-06-10,10:35:00,657,36
"Guareí","Jun",657,6,110,"jun001",782008.034143128,7407417.75586531,2019-06-10 10:45:00,"Inactive","Syagrus romanzoffiana","AG172",2019-06-10,10:45:00,657,36
"Guareí","Jun",657,6,110,"jun001",782008.034143128,7407417.75586531,2019-06-10 10:50:00,"Inactive","Syagrus romanzoffiana","AG172",2019-06-10,10:50:00,657,36
"Guareí","Jun",657,6,110,"jun002",781946.394332135,7407917.3944762,2019-06-11 07:45:00,"Inactive",NA,NA,2019-06-11,07:45:00,657,36
"Guareí","Jun",657,6,110,"jun002",781863.53556654,7407921.16412519,2019-06-11 08:40:00,"Inactive","Celtis iguanaea","AG77",2019-06-11,08:40:00,657,36
"Guareí","Jun",657,6,110,"jun002",781883.982716122,7407995.47392613,2019-06-11 10:15:00,"Inactive","Celtis iguanaea","AG157",2019-06-11,10:15:00,657,36
"Guareí","Jun",657,6,110,"jun002",781883.982716122,7407995.47392613,2019-06-11 10:20:00,"Inactive","Celtis iguanaea","AG157",2019-06-11,10:20:00,657,36
"Guareí","Jun",657,6,110,"jun003",781654.258634024,7408124.22646095,2019-06-12 07:25:00,"Inactive",NA,"DG12",2019-06-12,07:25:00,657,36
"Guareí","Jun",657,6,110,"jun003",781668.955782349,7408091.17010727,2019-06-12 07:45:00,"Inactive",NA,NA,2019-06-12,07:45:00,657,36
"Guareí","Jun",657,6,110,"jun003",781641.805817766,7407928.14782088,2019-06-12 08:55:00,"Inactive",NA,NA,2019-06-12,08:55:00,657,36
"Guareí","Jun",657,6,110,"jun003",781856.661593777,7407952.16653484,2019-06-12 14:35:00,"Inactive",NA,NA,2019-06-12,14:35:00,657,36
"Guareí","Jun",657,6,110,"jun003",781832.915861214,7407961.71603922,2019-06-12 14:50:00,"Inactive",NA,NA,2019-06-12,14:50:00,657,36
"Guareí","Jun",657,6,110,"jun003",781832.915861214,7407961.71603922,2019-06-12 14:55:00,"Inactive",NA,NA,2019-06-12,14:55:00,657,36
"Guareí","Jun",657,6,110,"jun003",781806.61485064,7407940.7873388,2019-06-12 15:10:00,"Inactive",NA,NA,2019-06-12,15:10:00,657,36
"Guareí","Jun",657,6,110,"jun003",781806.61485064,7407940.7873388,2019-06-12 15:15:00,"Inactive",NA,NA,2019-06-12,15:15:00,657,36
"Guareí","Jun",657,6,110,"jun003",781745.835238113,7407956.34080203,2019-06-12 15:50:00,"Inactive",NA,NA,2019-06-12,15:50:00,657,36
"Guareí","Jun",657,6,110,"jun004",782008.809786459,7407853.4261967,2019-06-14 07:25:00,"Inactive",NA,"AG194",2019-06-14,07:25:00,657,36
"Guareí","Jun",657,6,110,"jun004",782004.976019111,7407410.72613571,2019-06-14 09:00:00,"Inactive",NA,NA,2019-06-14,09:00:00,657,36
"Guareí","Jun",657,6,110,"jun004",781995.900421226,7407418.062639,2019-06-14 09:25:00,"Inactive",NA,NA,2019-06-14,09:25:00,657,36
"Guareí","Jun",657,6,110,"jun004",781870.166921313,7407562.70147271,2019-06-14 12:00:00,"Resting","Syagrus romanzoffiana","AG195",2019-06-14,12:00:00,657,36
"Guareí","Jun",657,6,110,"jun004",781924.176217005,7407616.31132455,2019-06-14 13:00:00,"Inactive","Syagrus romanzoffiana","AG177",2019-06-14,13:00:00,657,36
"Guareí","Jun",657,6,110,"jun005",782002.634818577,7407370.86088333,2019-06-15 11:50:00,"Inactive","Syagrus romanzoffiana","AG114",2019-06-15,11:50:00,657,36
"Guareí","Jun",657,6,110,"jun005",782019.064342611,7407438.15919278,2019-06-15 13:20:00,"Inactive","Pereskia aculeata","AG201",2019-06-15,13:20:00,657,36
"Guareí","Jun",657,6,110,"jun005",782019.064342611,7407438.15919278,2019-06-15 13:25:00,"Resting","Pereskia aculeata","AG201",2019-06-15,13:25:00,657,36
"Guareí","Jun",657,6,110,"jun005",782019.064342611,7407438.15919278,2019-06-15 13:30:00,"Resting","Pereskia aculeata","AG201",2019-06-15,13:30:00,657,36
"Guareí","Jun",657,6,110,"jun005",782019.064342611,7407438.15919278,2019-06-15 13:35:00,"Resting","Pereskia aculeata","AG201",2019-06-15,13:35:00,657,36
