"id_day_all","x","y","id_month","POSIXct","behavior","species","id"
"002",371362.521051776,7499514.75751989,"Dec_2017",2017-12-03 07:10:00,"Sleeping site","Unknown","SS01"
"002",371362.521051776,7499514.75751989,"Dec_2017",2017-12-03 07:15:00,"Locomotion","Unknown","SS01"
"002",371370.883027647,7499473.36280541,"Dec_2017",2017-12-03 07:20:00,"Locomotion","NA","NA"
"002",371358.904088449,7499452.74896311,"Dec_2017",2017-12-03 07:25:00,"Foraging","NA","NA"
"002",371349.111683587,7499430.06195839,"Dec_2017",2017-12-03 07:30:00,"Foraging","NA","NA"
"002",371343.599232767,7499399.13340792,"Dec_2017",2017-12-03 07:35:00,"Foraging","NA","NA"
"002",371348.12911337,7499374.22827181,"Dec_2017",2017-12-03 07:40:00,"Foraging","NA","NA"
"002",371348.437101024,7499357.87739406,"Dec_2017",2017-12-03 07:45:00,"Frugivory","Psidium longipetiolatum","12.0"
"002",371348.437101024,7499357.87739406,"Dec_2017",2017-12-03 07:50:00,"Frugivory","Psidium longipetiolatum","12.0"
"002",371348.437101024,7499357.87739406,"Dec_2017",2017-12-03 07:55:00,"Frugivory","Psidium longipetiolatum","12.0"
"002",371370.858906456,7499342.56147561,"Dec_2017",2017-12-03 08:00:00,"Frugivory","Psidium longipetiolatum","13.0"
"002",371370.858906456,7499342.56147561,"Dec_2017",2017-12-03 08:05:00,"Frugivory","Psidium longipetiolatum","13.0"
"002",371369.421290471,7499310.30307252,"Dec_2017",2017-12-03 08:10:00,"Locomotion","NA","NA"
"002",371370.1877267,7499270.3304364,"Dec_2017",2017-12-03 08:15:00,"Locomotion","NA","NA"
"002",371374.958541053,7499223.09381956,"Dec_2017",2017-12-03 08:20:00,"Locomotion","NA","NA"
"002",371369.785605198,7499179.16395958,"Dec_2017",2017-12-03 08:25:00,"Locomotion","NA","NA"
"002",371360.448722347,7499145.71427732,"Dec_2017",2017-12-03 08:30:00,"Inactive","NA","NA"
"002",371331.799958086,7499126.36540885,"Dec_2017",2017-12-03 08:35:00,"Locomotion","NA","NA"
"002",371326.942247009,7499080.41972768,"Dec_2017",2017-12-03 08:40:00,"Locomotion","NA","NA"
"002",371342.720818072,7499050.67316012,"Dec_2017",2017-12-03 08:45:00,"Locomotion","NA","NA"
"002",371395.884433089,7499046.79494281,"Dec_2017",2017-12-03 08:50:00,"Locomotion","NA","NA"
"002",371458.574093706,7499062.41139705,"Dec_2017",2017-12-03 08:55:00,"Locomotion","NA","NA"
"002",371487.088606,7499061.25562377,"Dec_2017",2017-12-03 09:00:00,"Foraging","NA","NA"
"002",371487.285303714,7499083.14124001,"Dec_2017",2017-12-03 09:05:00,"Foraging","NA","NA"
"002",371507.053106577,7499098.85341459,"Dec_2017",2017-12-03 09:10:00,"Gummivory","Enterolobium contortisiliquum","f17_g"
"002",371507.053106577,7499098.85341459,"Dec_2017",2017-12-03 09:15:00,"Gummivory","Enterolobium contortisiliquum","f17_g"
"002",371507.053106577,7499098.85341459,"Dec_2017",2017-12-03 09:20:00,"Gummivory","Enterolobium contortisiliquum","f17_g"
"002",371507.053106577,7499098.85341459,"Dec_2017",2017-12-03 09:25:00,"Gummivory","Enterolobium contortisiliquum","f17_g"
"002",371551.480373116,7499093.33797141,"Dec_2017",2017-12-03 09:30:00,"Locomotion","NA","NA"
"002",371609.186397217,7499087.2860135,"Dec_2017",2017-12-03 09:35:00,"Locomotion","NA","NA"
"002",371634.04315953,7499086.27866712,"Dec_2017",2017-12-03 09:40:00,"Inactive","NA","NA"
"002",371675.976166844,7499086.43964891,"Dec_2017",2017-12-03 09:45:00,"Locomotion","NA","NA"
"002",371717.943409051,7499079.32202378,"Dec_2017",2017-12-03 09:50:00,"Locomotion","NA","NA"
"002",371717.943409051,7499079.32202378,"Dec_2017",2017-12-03 09:55:00,"Inactive","NA","NA"
"002",371762.580829777,7499068.94488396,"Dec_2017",2017-12-03 10:00:00,"Locomotion","NA","NA"
"002",371828.131392826,7499057.0873872,"Dec_2017",2017-12-03 10:05:00,"Locomotion","NA","NA"
"002",371880.181059896,7499060.87997046,"Dec_2017",2017-12-03 10:10:00,"Locomotion","NA","NA"
"002",371951.566272452,7499060.2081503,"Dec_2017",2017-12-03 10:15:00,"Locomotion","NA","NA"
"002",371980.865112984,7499070.47884811,"Dec_2017",2017-12-03 10:20:00,"Inactive","NA","NA"
"002",371980.865112984,7499070.47884811,"Dec_2017",2017-12-03 10:25:00,"Descanso","NA","NA"
"002",371980.865112984,7499070.47884811,"Dec_2017",2017-12-03 10:30:00,"Descanso","NA","NA"
"002",371980.865112984,7499070.47884811,"Dec_2017",2017-12-03 10:35:00,"Descanso","NA","NA"
"002",371980.865112984,7499070.47884811,"Dec_2017",2017-12-03 10:40:00,"Descanso","NA","NA"
"002",371980.865112984,7499070.47884811,"Dec_2017",2017-12-03 10:45:00,"Foraging","NA","NA"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 10:50:00,"Frugivory","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 10:55:00,"Frugivory","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:00:00,"Frugivory","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:05:00,"Inactive","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:10:00,"Descanso","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:15:00,"Descanso","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:20:00,"Descanso","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:25:00,"Descanso","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:30:00,"Descanso","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:35:00,"Descanso","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:40:00,"Descanso","Eugenia pyriformis","14.0"
"002",372008.070141809,7499073.22956191,"Dec_2017",2017-12-03 11:45:00,"Interação social","Eugenia pyriformis","14.0"
"002",372060.092474398,7499084.48497305,"Dec_2017",2017-12-03 11:50:00,"Locomotion","NA","NA"
"002",372102.760836492,7499092.22642992,"Dec_2017",2017-12-03 11:55:00,"Locomotion","NA","NA"
"002",372163.044242524,7499104.94444313,"Dec_2017",2017-12-03 12:00:00,"Locomotion","NA","NA"
"002",372229.312071373,7499109.84323712,"Dec_2017",2017-12-03 12:05:00,"Locomotion","NA","NA"
"002",372266.428206008,7499117.86010295,"Dec_2017",2017-12-03 12:10:00,"Locomotion","NA","NA"
"002",372331.028198185,7499128.49314686,"Dec_2017",2017-12-03 12:15:00,"Locomotion","NA","NA"
"002",372389.895913678,7499139.53653341,"Dec_2017",2017-12-03 12:20:00,"Locomotion","NA","NA"
"002",372439.609123998,7499162.72476032,"Dec_2017",2017-12-03 12:25:00,"Locomotion","NA","NA"
"002",372471.918436985,7499184.83785592,"Dec_2017",2017-12-03 12:30:00,"Locomotion","NA","NA"
"002",372507.197256848,7499222.93261594,"Dec_2017",2017-12-03 12:35:00,"Locomotion","NA","NA"
"002",372531.00754746,7499262.07336493,"Dec_2017",2017-12-03 12:40:00,"Locomotion","NA","NA"
"002",372565.75109134,7499313.26726412,"Dec_2017",2017-12-03 12:45:00,"Locomotion","NA","NA"
"002",372582.439305893,7499324.65750388,"Dec_2017",2017-12-03 12:50:00,"Frugivory","Psidium longipetiolatum","15.0"
"002",372582.439305893,7499324.65750388,"Dec_2017",2017-12-03 12:55:00,"Frugivory","Psidium longipetiolatum","15.0"
