"disp_event","species","feed_datetime","feed_x","feed_y","id_feedtree","def_datetime","def_x","def_y","id_feces","n_seeds","SDD","gut_transit_time","gut_transit_time_h","month_id","group"
"SDMay91","Myrciaria cuspidata",2018-05-03 13:40:00,372781.097167232,7499286.44322871,"150",2018-05-03 14:55:00,372690.939907071,7499292.95401809,"FTMay60",9,90,75,1,"May","Taquara"
"SDMay92","Miconia pusilliflora",2018-05-03 14:20:00,372781.097167232,7499286.44322871,"151",2018-05-03 14:50:00,372713.862177053,7499324.7219544,"FTMay59",100,76,30,0,"May","Taquara"
"SDMay93","Miconia pusilliflora",2018-05-03 14:20:00,372781.097167232,7499286.44322871,"151",2018-05-03 14:55:00,372690.939907071,7499292.95401809,"FTMay60",100,90,35,0,"May","Taquara"
"SDJul94","Psidium cinerum",2018-07-02 08:20:00,371060.125306959,7500002.62464743,"152",2018-07-02 10:10:00,370883.365235201,7499747.23628786,"FTJul61",13,296,110,1,"Jul","Taquara"
"SDJul95","Psidium cinerum",2018-07-02 08:20:00,371060.125306959,7500002.62464743,"152",2018-07-02 10:15:00,370871.090050445,7499704.24948388,"FTJul62",10,336,115,1,"Jul","Taquara"
"SDJul96","Trichilia pallida",2018-07-02 11:30:00,370909.386663061,7499486.91365146,"154",2018-07-02 13:15:00,371162.396993039,7499438.04029005,"FTJul63",3,257,105,1,"Jul","Taquara"
"SDJul97","Trichilia pallida",2018-07-02 11:30:00,370909.386663061,7499486.91365146,"154",2018-07-02 13:15:00,371162.396993039,7499438.04029005,"FTJul64",4,257,105,1,"Jul","Taquara"
"SDJul98","Trichilia pallida",2018-07-02 11:30:00,370909.386663061,7499486.91365146,"154",2018-07-02 13:25:00,371291.769365172,7499467.64188144,"FTJul65",6,383,115,1,"Jul","Taquara"
"SDJul99","Tapirira guianensis",2018-07-02 14:20:00,371431.349894754,7499376.77858097,"155",2018-07-02 15:20:00,371659.539747011,7499235.23705193,"FTJul66",5,263,60,1,"Jul","Taquara"
"SDJul100","Tapirira guianensis",2018-07-02 14:20:00,371431.349894754,7499376.77858097,"155",2018-07-02 15:40:00,371659.539747011,7499235.23705193,"FTJul67",5,263,80,1,"Jul","Taquara"
"SDJul101","Psidium cinerum",2018-07-03 07:00:00,371474.611369137,7499752.52814967,"157",2018-07-03 08:40:00,371619.391386481,7499611.30886948,"FTJul68",9,195,100,1,"Jul","Taquara"
"SDJul102","Psidium cinerum",2018-07-03 07:00:00,371474.611369137,7499752.52814967,"157",2018-07-03 08:55:00,371686.712365846,7499595.42648866,"FTJul69",10,257,115,1,"Jul","Taquara"
"SDJul103","Randia armata",2018-07-03 08:10:00,371505.628635938,7499817.27651247,"160",2018-07-03 09:20:00,371716.799041558,7499538.1236797,"FTJul70",15,334,70,1,"Jul","Taquara"
"SDJul104","Cordia ecalyculata",2018-07-04 11:50:00,371361.148462046,7499869.29963575,"167",2018-07-04 13:20:00,371653.225299664,7499718.18980834,"FTJul71",7,324,90,1,"Jul","Taquara"
"SDJul105","Cordia ecalyculata",2018-07-04 14:40:00,371984.035463227,7499635.12621787,"170",2018-07-04 15:35:00,372096.352324696,7500056.5951013,"FTJul72",7,407,55,0,"Jul","Taquara"
"SDJul106","Vochysia tucanorum",2018-09-16 09:25:00,371981.958571203,7499801.35571009,"182",2018-09-16 11:35:00,372177.268338162,7499625.13081523,"FTJul75",5,255,130,2,"Sep","Taquara"
"SDJul107","Vochysia tucanorum",2018-09-16 09:25:00,371981.958571203,7499801.35571009,"182",2018-09-16 11:45:00,372219.762126208,7499552.56376094,"FTJul76",4,331,140,2,"Sep","Taquara"
"SDJul108","Cordia ecalyculata",2018-07-05 09:40:00,372348.432450258,7499891.73449414,"175",2018-07-05 11:45:00,372033.399878427,7499646.91742459,"FTJul73",6,388,125,2,"Jul","Taquara"
"SDJul109","Cordia ecalyculata",2018-07-05 09:40:00,372348.432450258,7499891.73449414,"175",2018-07-05 11:50:00,372009.758728739,7499631.15482408,"FTJul74",4,417,130,2,"Jul","Taquara"
"SDSep110","Aechmea distichantha",2018-09-16 09:40:00,372001.439835798,7499795.67466637,"183",2018-09-16 11:35:00,372177.268338162,7499625.13081523,"FTSep75",9,236,115,1,"Sep","Taquara"
"SDSep111","Aechmea distichantha",2018-09-16 09:40:00,372001.439835798,7499795.67466637,"183",2018-09-16 11:45:00,372219.762126208,7499552.56376094,"FTSep76",8,314,125,2,"Sep","Taquara"
"SDSep112","Cordia ecalyculata",2018-09-16 12:30:00,372303.306876819,7499471.35171743,"184",2018-09-16 13:55:00,372370.695589181,7499255.81815986,"FTSep77",5,211,85,1,"Sep","Taquara"
"SDSep113","Cordia ecalyculata",2018-09-16 12:30:00,372303.306876819,7499471.35171743,"184",2018-09-16 14:15:00,372409.005247687,7499138.51242574,"FTSep78",4,326,105,1,"Sep","Taquara"
"SDSep114","Aechmea distichantha",2018-09-16 12:45:00,372320.733426932,7499452.99339503,"185",2018-09-16 13:55:00,372370.695589181,7499255.81815986,"FTSep77",11,190,70,1,"Sep","Taquara"
"SDSep115","Aechmea distichantha",2018-09-16 12:45:00,372320.733426932,7499452.99339503,"185",2018-09-16 14:15:00,372409.005247687,7499138.51242574,"FTSep78",7,305,90,1,"Sep","Taquara"
"SDSep116","Cordia ecalyculata",2018-09-17 12:10:00,372427.95514484,7499318.9286231,"188",2018-09-17 13:20:00,372266.725364452,7499390.49205005,"FTSep79",10,174,70,1,"Sep","Taquara"
"SDSep117","Cordia ecalyculata",2018-09-17 12:10:00,372427.95514484,7499318.9286231,"188",2018-09-17 13:30:00,372184.660997715,7499443.01749711,"FTSep80",9,269,80,1,"Sep","Taquara"
"SDSep118","Vochysia tucanorum",2018-09-17 15:45:00,371342.078109815,7499506.78581511,"189",2018-09-18 08:15:00,371322.413610282,7499736.3352809,"FTSep81",4,214,990,16,"Sep","Taquara"
"SDSep119","Aechmea bromeliifolia",2018-09-17 16:00:00,371315.914111579,7499520.01860913,"190",2018-09-18 08:15:00,371322.413610282,7499736.3352809,"FTSep81",16,201,975,16,"Sep","Taquara"
"SDSep120","Psidium cinerum",2018-09-18 08:35:00,371292.868403376,7499779.99229943,"191",2018-09-18 10:05:00,371472.368281287,7499932.77038923,"FTSep82",14,229,90,1,"Sep","Taquara"
"SDSep121","Psidium cinerum",2018-09-18 08:35:00,371292.868403376,7499779.99229943,"191",2018-09-18 10:15:00,371576.673163254,7499986.69798709,"FTSep83",9,343,100,1,"Sep","Taquara"
"SDSep122","Psidium cinerum",2018-09-18 08:35:00,371292.868403376,7499779.99229943,"191",2018-09-18 10:20:00,371628.46527263,7499993.26485272,"FTSep84",11,390,105,1,"Sep","Taquara"
"SDSep123","Cordia ecalyculata",2018-09-18 12:35:00,372062.622025842,7500152.77643864,"193",2018-09-18 14:40:00,372101.103063011,7500015.93725465,"FTSep85",6,133,125,2,"Sep","Taquara"
"SDSep124","Cordia ecalyculata",2018-09-18 12:35:00,372062.622025842,7500152.77643864,"193",2018-09-18 14:55:00,372089.244389443,7499893.81768811,"FTSep86",7,241,140,2,"Sep","Taquara"
"SDSep125","Vochysia tucanorum",2018-09-19 08:40:00,372109.478736319,7499720.11011596,"198",2018-09-19 10:05:00,372301.350254123,7499878.96358212,"FTSep87",3,242,85,1,"Sep","Taquara"
"SDSep126","Vochysia tucanorum",2018-09-19 08:40:00,372109.478736319,7499720.11011596,"198",2018-09-19 10:15:00,372364.447041051,7499918.39540859,"FTSep88",4,315,95,1,"Sep","Taquara"
"SDSep127","Doliocarpus dentatus",2018-09-19 08:55:00,372125.91711767,7499732.63031897,"199",2018-09-19 10:05:00,372301.350254123,7499878.96358212,"FTSep87",7,222,70,1,"Sep","Taquara"
"SDSep128","Doliocarpus dentatus",2018-09-19 08:55:00,372125.91711767,7499732.63031897,"199",2018-09-19 10:15:00,372364.447041051,7499918.39540859,"FTSep88",7,294,80,1,"Sep","Taquara"
"SDSep129","Psidium cinerum",2018-09-19 09:25:00,372162.785889305,7499736.59070086,"200",2018-09-19 10:55:00,372466.710558425,7499964.94573205,"FTSep89",11,371,90,1,"Sep","Taquara"
"SDSep130","Vochysia tucanorum",2018-09-19 11:15:00,372608.34611449,7500067.91362211,"201",2018-09-19 12:35:00,372846.422955836,7500199.32643443,"FTSep90",8,268,80,1,"Sep","Taquara"
"SDNov131","Eugenia brasiliensis",2018-11-30 07:40:00,371814.008834193,7500167.02867319,"204",2018-11-30 09:20:00,371706.313637657,7499849.62696198,"FTNov91",4,314,100,1,"Nov","Taquara"
"SDNov132","Eugenia brasiliensis",2018-11-30 07:40:00,371814.008834193,7500167.02867319,"204",2018-11-30 09:25:00,371706.72397674,7499826.65255017,"FTNov92",5,334,105,1,"Nov","Taquara"
"SDNov133","Campomanesia xanthocarpa",2018-11-30 07:55:00,371790.140485573,7500146.64461467,"205",2018-11-30 09:20:00,371706.313637657,7499849.62696198,"FTNov91",11,288,85,1,"Nov","Taquara"
"SDNov134","Campomanesia xanthocarpa",2018-11-30 07:55:00,371790.140485573,7500146.64461467,"205",2018-11-30 09:25:00,371706.72397674,7499826.65255017,"FTNov92",10,309,90,1,"Nov","Taquara"
"SDNov135","Doliocarpus dentatus",2018-11-30 08:40:00,371754.8345142,7500107.42311606,"206",2018-11-30 09:50:00,371724.952100329,7499763.28366954,"FTNov93",8,321,70,1,"Nov","Taquara"
"SDNov136","Eugenia brasiliensis",2018-11-30 09:25:00,371706.72397674,7499826.65255017,"207",2018-11-30 11:40:00,371692.310604713,7499567.85079443,"FTNov94",5,240,135,2,"Nov","Taquara"
"SDNov137","Eugenia brasiliensis",2018-11-30 09:25:00,371706.72397674,7499826.65255017,"207",2018-11-30 11:55:00,371692.310604713,7499567.85079443,"FTNov95",5,240,150,2,"Nov","Taquara"
"SDNov138","Eugenia blastantha",2018-11-30 09:40:00,371707.102790043,7499799.21804746,"208",2018-11-30 11:40:00,371692.310604713,7499567.85079443,"FTNov94",4,215,120,2,"Nov","Taquara"
"SDNov139","Eugenia blastantha",2018-11-30 09:40:00,371707.102790043,7499799.21804746,"208",2018-11-30 11:55:00,371692.310604713,7499567.85079443,"FTNov95",6,215,135,2,"Nov","Taquara"
"SDNov140","Ficus enormis",2018-11-30 12:45:00,371641.997611618,7499570.80182522,"211",2018-11-30 13:55:00,371590.760916175,7499473.25927236,"FTNov96",26,104,70,1,"Nov","Taquara"
"SDNov141","Trichilia catigua",2018-11-30 13:45:00,371590.760916175,7499473.25927236,"212",2018-11-30 15:40:00,371354.822715474,7499194.76090984,"FTNov97",6,350,115,1,"Nov","Taquara"
"SDNov142","Trichilia catigua",2018-11-30 15:05:00,371468.178966939,7499280.74400208,"215",2018-12-01 07:25:00,372515.785296101,7500373.7413298,"FTNov98",8,1100,980,16,"Nov","Taquara"
"SDNov143","Trichilia catigua",2018-11-30 15:05:00,371468.178966939,7499280.74400208,"215",2018-12-01 07:25:00,372515.785296101,7500373.7413298,"FTNov99",8,1100,980,16,"Nov","Taquara"
"SDNov144","Trichilia catigua",2018-11-30 15:05:00,371468.178966939,7499280.74400208,"215",2018-12-01 07:25:00,372515.785296101,7500373.7413298,"FTNov100",4,1100,980,16,"Nov","Taquara"
"SDDec2018_145","Campomanesia xanthocarpa",2018-12-01 07:40:00,372571.734062165,7500325.45327799,"216",2018-12-01 08:55:00,372762.617321717,7500194.38904092,"FTDec2018_101",11,226,75,1,"Dec","Taquara"
"SDDec2018_146","Campomanesia xanthocarpa",2018-12-01 07:40:00,372571.734062165,7500325.45327799,"216",2018-12-01 09:35:00,372782.649500542,7500161.62278394,"FTDec2018_102",10,259,115,1,"Dec","Taquara"
"SDDec2018_147","Xylopia brasiliensis",2018-12-01 09:15:00,372762.617321717,7500194.38904092,"219",2018-12-01 11:50:00,372875.066015146,7500001.50578022,"FTDec2018_103",8,211,155,2,"Dec","Taquara"
"SDDec2018_148","Xylopia brasiliensis",2018-12-01 09:15:00,372762.617321717,7500194.38904092,"219",2018-12-01 12:20:00,372893.061756695,7499970.40544728,"FTDec2018_104",9,245,185,3,"Dec","Taquara"
"SDDec2018_149","Sorocea bonplandii",2018-12-01 09:35:00,372782.649500542,7500161.62278394,"220",2018-12-01 11:50:00,372875.066015146,7500001.50578022,"FTDec2018_103",8,174,135,2,"Dec","Taquara"
"SDDec2018_150","Sorocea bonplandii",2018-12-01 09:35:00,372782.649500542,7500161.62278394,"220",2018-12-01 12:20:00,372893.061756695,7499970.40544728,"FTDec2018_104",9,209,165,2,"Dec","Taquara"
