"disp_event","species","feed_datetime","feed_x","feed_y","id_feedtree","def_datetime","def_x","def_y","id_feces","n_seeds","SDD","gut_transit_time","gut_transit_time_h","month_id","group"
"SDA1","Celtis iguanaea",2019-04-10 14:14:00,781867.255689029,7407917.99003149,"AG75Y",2019-04-11 07:14:00,781894.405185706,7407642.48480937,"FGA1",5,276.844509788217,1020,17,"Apr","Guareí"
"SDA2","Celtis iguanaea",2019-04-10 14:14:00,781867.255689029,7407917.99003149,"AG75Y",2019-04-11 08:24:00,781927.369882474,7407424.94936604,"FGA2",1,496.690702248426,1090,18,"Apr","Guareí"
"SDA3","Celtis iguanaea",2019-04-10 14:14:00,781867.255689029,7407917.99003149,"AG75Y",2019-04-11 08:40:00,781940.89027332,7407383.34965821,"FGA3",1,539.68630379197,1106,18,"Apr","Guareí"
"SDA4","Cordia ecalyculata",2019-04-11 07:41:00,781879.409381217,7407543.02522444,"AG62",2019-04-11 08:40:00,781940.89027332,7407383.34965821,"FGA3",2,171.106670823203,59,0,"Apr","Guareí"
"SDA5","Diospyros inconstans",2019-04-11 10:19:00,782202.620636674,7407479.08508806,"AG81",2019-04-11 11:29:00,782212.139089998,7407522.12933442,"FGA6",3,44.0802903802092,70,1,"Apr","Guareí"
"SDA6","Diospyros inconstans",2019-04-11 11:45:00,782061.387304749,7407522.57533922,"AG82",2019-04-11 12:58:00,781971.855957307,7407755.71514748,"FGA7",3,249.739625409843,73,1,"Apr","Guareí"
"SDA7","Celtis iguanaea",2019-04-11 13:15:00,781897.188481099,7407900.23037001,"AG65",2019-04-11 14:42:00,781891.899604103,7407928.48976434,"FGA8",3,28.7508556392071,87,1,"Apr","Guareí"
"SDA8","Celtis iguanaea",2019-04-11 13:15:00,781897.188481099,7407900.23037001,"AG65",2019-04-11 14:48:00,781893.521597567,7407927.67834575,"FGA9",2,27.6942484996172,93,1,"Apr","Guareí"
"SDA9","Celtis iguanaea",2019-04-11 13:15:00,781897.188481099,7407900.23037001,"AG65",2019-04-11 15:34:00,781903.752078027,7407895.5618651,"FGA11",3,8.05248408931901,139,2,"Apr","Guareí"
"SDA10","Celtis iguanaea",2019-04-11 13:15:00,781897.188481099,7407900.23037001,"AG65",2019-04-11 15:28:00,781889.564954973,7407918.55672624,"FGA10",5,19.8546165907802,133,2,"Apr","Guareí"
"SDA11","Celtis iguanaea",2019-04-11 13:15:00,781897.188481099,7407900.23037001,"AG65",2019-04-12 06:53:00,781905.346248188,7407658.23560838,"FGA12",1,242.127540152104,1058,17,"Apr","Guareí"
"SDA12","Celtis iguanaea",2019-04-11 13:15:00,781897.188481099,7407900.23037001,"AG65",2019-04-12 06:53:00,781905.346248188,7407658.23560838,"FGA12",5,242.127540152104,1058,17,"Apr","Guareí"
"SDA13","Celtis iguanaea",2019-04-11 13:15:00,781897.188481099,7407900.23037001,"AG65",2019-04-12 06:53:00,781905.346248188,7407658.23560838,"FGA12",4,242.127540152104,1058,17,"Apr","Guareí"
"SDA14","Celtis iguanaea",2019-04-11 13:15:00,781897.188481099,7407900.23037001,"AG65",2019-04-12 07:34:00,781714.976364218,7407657.33695563,"FGA13",1,303.638001904037,1099,18,"Apr","Guareí"
"SDA15","Celtis iguanaea",2019-04-11 13:15:00,781897.188481099,7407900.23037001,"AG65",2019-04-12 08:26:00,781637.082812314,7407729.20860018,"FGA14",3,311.295763704163,1151,19,"Apr","Guareí"
"SDA16","Annona emarginata",2019-04-11 15:47:00,781907.833815352,7407793.5161357,"AG86",2019-04-12 08:41:00,781633.291519676,7407744.79547686,"FGA16",6,278.829428145472,1014,16,"Apr","Guareí"
"SDA17","Celtis iguanaea",2019-04-15 13:55:00,781738.951632328,7407921.43980266,"AG105",2019-04-15 15:07:00,781738.951632328,7407921.43980266,"FGA20",7,0,72,1,"Apr","Guareí"
"SDA18","Celtis iguanaea",2019-04-15 09:19:00,781725.081311914,7407917.93345944,"AG103",2019-04-15 12:27:00,781742.793324853,7408058.13417571,"FGA21",3,141.31413269753,188,3,"Apr","Guareí"
"SDA19","Annona emarginata",2019-04-15 13:10:00,781764.964063551,7407987.32861701,"AG61",2019-04-15 13:54:00,781738.951632328,7407921.43980266,"FGA22",1,70.8379291055032,44,0,"Apr","Guareí"
"SDA20","Celtis iguanaea",2019-04-15 09:19:00,781725.081311914,7407917.93345944,"AG103",2019-04-15 10:37:00,781693.899382457,7407924.18771247,"FGA23",7,31.8022011817546,78,1,"Apr","Guareí"
"SDA21","Celtis iguanaea",2019-04-15 09:19:00,781725.081311914,7407917.93345944,"AG103",2019-04-15 11:52:00,781696.547984102,7408068.00245478,"FGA24",2,152.757866573491,153,2,"Apr","Guareí"
"SDA22","Celtis iguanaea",2019-04-15 13:55:00,781738.951632328,7407921.43980266,"AG105",2019-04-15 15:14:00,781732.981761954,7407924.87987092,"FGA25",3,6.89017416297137,79,1,"Apr","Guareí"
"SDA23","Celtis iguanaea",2019-04-15 09:19:00,781725.081311914,7407917.93345944,"AG103",2019-04-15 11:50:00,781696.547984102,7408068.00245478,"FGA26",3,152.757866573491,151,2,"Apr","Guareí"
"SDA24","Annona emarginata",2019-04-15 11:47:00,781691.975313178,7408058.88351688,"AG91",2019-04-15 13:00:00,781761.384913002,7408024.75234349,"FGA27",3,77.3383274967568,73,1,"Apr","Guareí"
"SDA25","Celtis iguanaea",2019-04-15 13:55:00,781738.951632328,7407921.43980266,"AG105",2019-04-15 15:28:00,781724.770828216,7407896.33078126,"FGA28",5,28.8372068691645,93,1,"Apr","Guareí"
"SDA26","Celtis iguanaea",2019-04-15 09:19:00,781725.081311914,7407917.93345944,"AG103",2019-04-15 10:38:00,781693.899382457,7407924.18771247,"FGA29",2,31.8022011817546,79,1,"Apr","Guareí"
"SDA27","Celtis iguanaea",2019-04-15 09:19:00,781725.081311914,7407917.93345944,"AG103",2019-04-15 12:20:00,781717.54080341,7408069.15225039,"FGA30",3,151.40785977023,181,3,"Apr","Guareí"
"SDA28","Celtis iguanaea",2019-04-15 09:19:00,781725.081311914,7407917.93345944,"AG103",2019-04-15 09:58:00,781725.081311914,7407917.93345944,"FGA31",2,0,39,0,"Apr","Guareí"
"SDA29","Celtis iguanaea",2019-04-15 09:19:00,781725.081311914,7407917.93345944,"AG103",2019-04-15 11:44:00,781682.922434233,7408061.61146532,"FGA32",2,149.73779750008,145,2,"Apr","Guareí"
"SDA30","Celtis iguanaea",2019-04-15 09:19:00,781725.081311914,7407917.93345944,"AG103",2019-04-15 11:36:00,781645.141316579,7408075.62822151,"FGA33",2,176.804110812079,137,2,"Apr","Guareí"
"SDA31","Annona emarginata",2019-04-15 11:23:00,781650.351210903,7408070.10319047,"AG73",2019-04-15 11:36:00,781645.141316579,7408075.62822151,"FGA33",1,7.59769701965641,13,0,"Apr","Guareí"
"SDA32","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:39:00,781741.249122507,7407886.48388578,"FGA35",4,35.0355762047324,928,15,"Apr","Guareí"
"SDA33","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:40:00,781741.249122507,7407886.48388578,"FGA36",8,35.0355762047324,929,15,"Apr","Guareí"
"SDA34","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:40:00,781741.249122507,7407886.48388578,"FGA36",7,35.0355762047324,929,15,"Apr","Guareí"
"SDA35","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:41:00,781741.249122507,7407886.48388578,"FGA37",4,35.0355762047324,930,15,"Apr","Guareí"
"SDA36","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:43:00,781741.249122507,7407886.48388578,"FGA38",3,35.0355762047324,932,15,"Apr","Guareí"
"SDA37","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:44:00,781741.249122507,7407886.48388578,"FGA39",7,35.0355762047324,933,15,"Apr","Guareí"
"SDA38","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:44:00,781741.249122507,7407886.48388578,"FGA39",6,35.0355762047324,933,15,"Apr","Guareí"
"SDA39","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:44:00,781741.249122507,7407886.48388578,"FGA39",2,35.0355762047324,933,15,"Apr","Guareí"
"SDA40","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:52:00,781733.977304727,7407885.95415539,"FGA40",4,35.8363084038463,941,15,"Apr","Guareí"
"SDA41","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:56:00,781728.596964962,7407887.94298728,"FGA41",5,35.0624086451504,945,15,"Apr","Guareí"
"SDA42","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 06:57:00,781728.596964962,7407887.94298728,"FGA42",5,35.0624086451504,946,15,"Apr","Guareí"
"SDA43","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 07:00:00,781729.728200784,7407888.36726249,"FGA43",5,34.3312292238305,949,15,"Apr","Guareí"
"SDA44","Celtis iguanaea",2019-04-15 15:11:00,781738.951632328,7407921.43980266,"AG105",2019-04-16 07:00:00,781729.728200784,7407888.36726249,"FGA43",1,34.3312292238305,949,15,"Apr","Guareí"
"SDA45","Celtis iguanaea",2019-04-16 07:30:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 07:51:00,781794.931358456,7407949.40915191,"FGA44",2,72.7250837056211,21,0,"Apr","Guareí"
"SDA46","Celtis iguanaea",2019-04-16 07:30:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 07:52:00,781794.931358456,7407949.40915191,"FGA45",3,72.7250837056211,22,0,"Apr","Guareí"
"SDA47","Celtis iguanaea",2019-04-16 07:30:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 08:03:00,781820.013193415,7407966.66377252,"FGA46",2,51.6528266409486,33,0,"Apr","Guareí"
"SDA48","Celtis iguanaea",2019-04-16 07:30:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 08:12:00,781822.880938328,7407961.50864906,"FGA47",6,47.1464028319086,42,0,"Apr","Guareí"
"SDA49","Celtis iguanaea",2019-04-16 08:23:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 08:59:00,781877.855576571,7407948.15625833,"FGA48",4,10.3809440804017,36,0,"Apr","Guareí"
"SDA50","Celtis iguanaea",2019-04-16 08:23:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 09:24:00,781922.256438988,7408001.82943874,"FGA49",2,77.7192260641057,61,1,"Apr","Guareí"
"SDA51","Celtis iguanaea",2019-04-16 08:23:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 09:43:00,781938.363780728,7407993.65234474,"FGA50",6,84.9856605553512,80,1,"Apr","Guareí"
"SDA52","Celtis iguanaea",2019-04-16 08:23:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 09:44:00,781948.809844503,7407999.65806761,"FGA51",10,97.0182998202956,81,1,"Apr","Guareí"
"SDA53","Celtis iguanaea",2019-04-16 08:23:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 09:44:00,781948.809844503,7407999.65806761,"FGA51",5,97.0182998202956,81,1,"Apr","Guareí"
"SDA54","Celtis iguanaea",2019-04-16 08:23:00,781867.59861166,7407946.57507716,"AG106",2019-04-16 09:45:00,781948.809844503,7407999.65806761,"FGA52",6,97.0182998202956,82,1,"Apr","Guareí"
"SDA55","Diospyros inconstans",2019-04-17 12:31:00,782061.387304749,7407522.57533922,"AG82",2019-04-17 13:23:00,781907.833815352,7407793.5161357,"FGA53",1,311.430822494715,52,0,"Apr","Guareí"
"SDA56","Celtis iguanaea",2019-04-17 12:46:00,781845.064058674,7407945.12373244,"AG118",2019-04-17 16:02:00,781917.334102215,7407894.30776851,"FGA54",7,88.3436981342691,196,3,"Apr","Guareí"
"SDA57","Diospyros inconstans",2019-04-17 12:31:00,782061.387304749,7407522.57533922,"AG82",2019-04-17 13:27:00,781908.80324493,7407833.39833451,"FGA55",2,346.255368911697,56,0,"Apr","Guareí"
"SDA58","Celtis iguanaea",2019-04-17 12:46:00,781845.064058674,7407945.12373244,"AG118",2019-04-17 15:48:00,781902.793736327,7407898.79457097,"FGA56",4,74.0217657179613,182,3,"Apr","Guareí"
"SDA59","Celtis iguanaea",2019-04-17 12:46:00,781845.064058674,7407945.12373244,"AG118",2019-04-17 15:50:00,781908.11680801,7407893.81537431,"FGA57",3,81.2911655715014,184,3,"Apr","Guareí"
"SDA60","Celtis iguanaea",2019-04-17 12:46:00,781845.064058674,7407945.12373244,"AG118",2019-04-17 15:30:00,781906.16612864,7407898.95296084,"FGA58",9,76.5904759091587,164,2,"Apr","Guareí"
"SDA61","Celtis iguanaea",2019-04-17 12:46:00,781845.064058674,7407945.12373244,"AG118",2019-04-17 16:05:00,781911.635755824,7407901.18003426,"FGA59",2,79.7723009573526,199,3,"Apr","Guareí"
"SDA62","Celtis iguanaea",2019-04-17 12:46:00,781845.064058674,7407945.12373244,"AG118",2019-04-17 16:26:00,781870.932384604,7407917.47372094,"FGA60",1,37.8652796110152,220,3,"Apr","Guareí"
"SDA63","Celtis iguanaea",2019-04-17 12:46:00,781845.064058674,7407945.12373244,"AG118",2019-04-17 15:43:00,781883.860042415,7407898.60896786,"FGA61",1,60.5691348788621,177,2,"Apr","Guareí"
"SDA64","Annona emarginata",2019-04-17 13:57:00,781775.407959923,7407822.10051608,"AG63",2019-04-17 15:43:00,781883.860042415,7407898.60896786,"FGA61",3,0,106,1,"Apr","Guareí"
"SDA65","Celtis iguanaea",2019-04-17 12:46:00,781845.064058674,7407945.12373244,"AG118",2019-04-17 15:49:00,781908.11680801,7407893.81537431,"FGA62",7,81.2911655715014,183,3,"Apr","Guareí"
"SDA66","Celtis iguanaea",2019-04-17 16:13:00,781867.255689029,7407917.99003149,"AG75",2019-04-18 07:08:00,781819.644149433,7407958.13328896,"FGA63",2,62.2806872149998,895,14,"Apr","Guareí"
"SDA67","Celtis iguanaea",2019-04-18 06:51:00,781845.064058674,7407945.12373244,"AG118",2019-04-18 07:56:00,781867.255689029,7407917.99003149,"FGA64",3,35.0553405345301,65,1,"Apr","Guareí"
"SDA68","Celtis iguanaea",2019-04-18 06:51:00,781845.064058674,7407945.12373244,"AG118",2019-04-18 07:57:00,781867.255689029,7407917.99003149,"FGA65",3,35.0553405345301,66,1,"Apr","Guareí"
"SDA69","Celtis iguanaea",2019-04-18 06:51:00,781845.064058674,7407945.12373244,"AG118",2019-04-18 07:58:00,781868.422845538,7407920.29019823,"FGA66",4,34.0913258762848,67,1,"Apr","Guareí"
"SDA70","Celtis iguanaea",2019-04-18 07:14:00,781815.742745276,7407967.96250671,"AG119",2019-04-18 07:59:00,781868.422845538,7407920.29019823,"FGA67",6,71.0465431952765,45,0,"Apr","Guareí"
"SDA71","Celtis iguanaea",2019-04-18 07:14:00,781815.742745276,7407967.96250671,"AG119",2019-04-18 08:02:00,781872.646499753,7407905.80047804,"FGA68",5,84.2770057608968,48,0,"Apr","Guareí"
"SDA72","Celtis iguanaea",2019-04-18 11:37:00,781971.984213104,7407559.64605912,"AG120",2019-04-18 12:33:00,782061.519262929,7407588.0770528,"FGA69",3,93.9450717174122,56,0,"Apr","Guareí"
"SDA73","Celtis iguanaea",2019-04-18 11:37:00,781971.984213104,7407559.64605912,"AG120",2019-04-18 12:44:00,782058.308476106,7407607.53622418,"FGA70",4,98.7234571922031,67,1,"Apr","Guareí"
"SDA74","Celtis iguanaea",2019-04-18 11:37:00,781971.984213104,7407559.64605912,"AG120",2019-04-18 12:59:00,782096.357010647,7407623.65934976,"FGA71",3,139.884468401508,82,1,"Apr","Guareí"
"SDA75","Celtis iguanaea",2019-04-18 11:37:00,781971.984213104,7407559.64605912,"AG120",2019-04-18 13:19:00,782114.868758892,7407596.47489507,"FGA72",4,147.557664999001,102,1,"Apr","Guareí"
"SDA76","Diospyros inconstans",2019-04-18 13:55:00,782243.212457046,7407531.72480964,"AG121",2019-04-18 14:52:00,782070.50280197,7407528.50424915,"FGA73",3,172.740014183123,57,0,"Apr","Guareí"
"SDA77","Diospyros inconstans",2019-04-18 14:53:00,782061.387304749,7407522.57533922,"AG82",2019-04-18 16:04:00,781902.877051884,7407561.52700677,"FGA74",4,163.225373640306,71,1,"Apr","Guareí"
"SDA78","Celtis iguanaea",2019-04-19 12:03:00,781767.022969179,7407998.59519003,"AG126",2019-04-19 13:12:00,781650.334055724,7408090.27216559,"FGA77",2,148.391189091538,69,1,"Apr","Guareí"
"SDA79","Annona emarginata",2019-04-19 11:49:00,781764.964063551,7407987.32861701,"AG61",2019-04-19 13:12:00,781650.334055724,7408090.27216559,"FGA77",4,154.067129848952,83,1,"Apr","Guareí"
"SDA80","Celtis iguanaea",2019-04-19 09:30:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 11:08:00,781810.263429112,7407885.05158164,"FGA78",2,58.2071859824656,98,1,"Apr","Guareí"
"SDA81","Rhamnidium elaeocarpum",2019-04-19 08:48:00,781849.555487888,7407698.75867093,"AG123",2019-04-19 11:08:00,781810.263429112,7407885.05158164,"FGA78",1,190.390267871069,140,2,"Apr","Guareí"
"SDA82","Diospyros inconstans",2019-04-18 14:58:00,782061.387304749,7407522.57533922,"AG82",2019-04-19 07:30:00,781855.218750796,7407551.24506383,"FGA79",1,208.153880098385,992,16,"Apr","Guareí"
"SDA83","Celtis iguanaea",2019-04-19 09:30:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 11:20:00,781781.787192971,7407914.86023185,"FGA80",3,87.1731179895977,110,1,"Apr","Guareí"
"SDA84","Celtis iguanaea",2019-04-19 11:55:00,781767.022969179,7407998.59519003,"AG126",2019-04-19 13:18:00,781653.763579914,7408114.4814031,"FGA81",9,162.037038976254,83,1,"Apr","Guareí"
"SDA85","Celtis iguanaea",2019-04-19 10:23:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 11:36:00,781781.597326101,7407942.12083751,"FGA82",2,96.6113212830737,73,1,"Apr","Guareí"
"SDA86","Celtis iguanaea",2019-04-19 10:23:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 11:02:00,781842.998532196,7407890.51923919,"FGA83",1,25.0948480768867,39,0,"Apr","Guareí"
"SDA87","Celtis iguanaea",2019-04-19 09:30:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 10:56:00,781851.496893164,7407896.45082205,"FGA84",1,15.6914403418002,86,1,"Apr","Guareí"
"SDA88","Celtis iguanaea",2019-04-19 09:30:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 11:00:00,781842.998532196,7407890.51923919,"FGA85",10,25.0948480768867,90,1,"Apr","Guareí"
"SDA89","Annona emarginata",2019-04-19 12:51:00,781662.501960421,7408068.86743841,"AG104",2019-04-19 14:11:00,781641.357781307,7408155.72486883,"FGA86",1,89.385804801075,80,1,"Apr","Guareí"
"SDA90","Celtis iguanaea",2019-04-19 09:30:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 11:10:00,781810.263429112,7407885.05158164,"FGA87",6,58.2071859824656,100,1,"Apr","Guareí"
"SDA91","Celtis iguanaea",2019-04-19 09:30:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 10:13:00,781867.167573686,7407897.26562816,"FGA88",3,0,43,0,"Apr","Guareí"
"SDA92","Annona emarginata",2019-04-19 12:51:00,781662.501960421,7408068.86743841,"AG104",2019-04-19 13:57:00,781647.155224271,7408116.81883392,"FGA89",1,50.3439976562933,66,1,"Apr","Guareí"
"SDA93","Celtis iguanaea",2019-04-19 12:03:00,781767.022969179,7407998.59519003,"AG126",2019-04-19 13:57:00,781647.155224271,7408116.81883392,"FGA89",2,168.351976525835,114,1,"Apr","Guareí"
"SDA94","Celtis iguanaea",2019-04-19 10:23:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 11:19:00,781805.082354719,7407897.45076385,"FGA90",1,62.0902609111174,56,0,"Apr","Guareí"
"SDA95","Celtis iguanaea",2019-04-19 12:03:00,781767.022969179,7407998.59519003,"AG126",2019-04-19 13:09:00,781656.866867153,7408089.81276221,"FGA91",2,143.011491146685,66,1,"Apr","Guareí"
"SDA96","Celtis iguanaea",2019-04-19 10:23:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 12:04:00,781756.408398245,7407989.15525922,"FGA92",4,143.915078084652,101,1,"Apr","Guareí"
"SDA97","Annona emarginata",2019-04-19 12:51:00,781662.501960421,7408068.86743841,"AG104",2019-04-19 14:03:00,781636.428988019,7408149.50192479,"FGA93",4,84.7398477693895,72,1,"Apr","Guareí"
"SDA98","Celtis iguanaea",2019-04-19 12:03:00,781767.022969179,7407998.59519003,"AG126",2019-04-19 14:03:00,781636.428988019,7408149.50192479,"FGA93",1,199.560913257341,120,2,"Apr","Guareí"
"SDA99","Celtis iguanaea",2019-04-19 12:03:00,781767.022969179,7407998.59519003,"AG126",2019-04-19 13:06:00,781659.518524976,7408084.11370299,"FGA94",3,137.361603441868,63,1,"Apr","Guareí"
"SDA100","Celtis iguanaea",2019-04-19 09:30:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 10:57:00,781851.496893164,7407896.45082205,"FGA95",7,15.6914403418002,87,1,"Apr","Guareí"
"SDA101","Celtis iguanaea",2019-04-19 12:03:00,781767.022969179,7407998.59519003,"AG126",2019-04-19 13:27:00,781662.059485671,7408125.96311807,"FGA96",1,165.036878303237,84,1,"Apr","Guareí"
"SDA101","Celtis iguanaea",2019-04-19 12:03:00,781767.022969179,7407998.59519003,"AG126",2019-04-19 13:27:00,781662.059485671,7408125.96311807,"FGA96",7,165.036878303237,84,1,"Apr","Guareí"
"SDA102","Celtis iguanaea",2019-04-19 11:55:00,781767.022969179,7407998.59519003,"AG126",2019-04-19 12:35:00,781713.531208855,7408041.51680157,"FGA97",3,68.5806568938546,40,0,"Apr","Guareí"
"SDA103","Celtis iguanaea",2019-04-19 10:23:00,781867.167573686,7407897.26562816,"AG125",2019-04-19 11:46:00,781782.322587989,7407948.21051214,"FGA98",1,98.9666918718492,83,1,"Apr","Guareí"
"SDA104","Celtis iguanaea",2019-04-19 12:03:00,781767.022969179,7407998.59519003,"AG126",2019-04-20 08:52:00,781784.66665212,7408118.62854102,"FGA101",5,121.320745959063,1249,20,"Apr","Guareí"
"SDA106","Celtis iguanaea",2019-04-20 10:08:00,781815.742745276,7407967.96250671,"AG119",2019-04-20 10:48:00,781868.241610715,7407926.94533995,"FGA102",4,66.6188419291545,40,0,"Apr","Guareí"
"SDA107","Celtis iguanaea",2019-04-20 10:35:00,781867.59861166,7407946.57507716,"AG106",2019-04-20 11:39:00,781876.459046718,7407923.12774239,"FGA103",5,25.0679496570519,64,1,"Apr","Guareí"
"SDA108","Celtis iguanaea",2019-04-20 10:51:00,781867.255689029,7407917.99003149,"AG75",2019-04-20 11:58:00,781876.459046718,7407923.12774239,"FGA104",8,10.5384818638975,67,1,"Apr","Guareí"
"SDA109","Celtis iguanaea",2019-04-20 10:51:00,781867.255689029,7407917.99003149,"AG75",2019-04-20 12:01:00,781876.459046718,7407923.12774239,"FGA105",2,10.5384818638975,70,1,"Apr","Guareí"
"SDA110","Celtis iguanaea",2019-04-20 10:51:00,781867.255689029,7407917.99003149,"AG75",2019-04-20 12:03:00,781863.796330555,7407924.48496904,"FGA106",4,7.35470597662772,72,1,"Apr","Guareí"
"SDA112","Celtis iguanaea",2019-04-20 10:51:00,781867.255689029,7407917.99003149,"AG75",2019-04-20 12:11:00,781867.255689029,7407917.99003149,"FGA107",6,0,80,1,"Apr","Guareí"
"SDA113","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 12:13:00,781853.999063967,7407920.12040377,"FGA108",9,9.59652020269787,7,0,"Apr","Guareí"
"SDA114","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 12:13:00,781853.999063967,7407920.12040377,"FGA108",12,9.59652020269787,7,0,"Apr","Guareí"
"SDA115","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 12:18:00,781859.850336413,7407921.23467502,"FGA109",14,3.69066389698229,12,0,"Apr","Guareí"
"SDA116","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 12:33:00,781834.775735432,7407877.48478458,"FGA110",9,52.2979923130372,27,0,"Apr","Guareí"
"SDA117","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 12:34:00,781840.005662579,7407878.38799457,"FGA111",6,48.8153029289253,28,0,"Apr","Guareí"
"SDA118","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 12:42:00,781819.211222305,7407871.46549134,"FGA112",4,66.5901268961648,36,0,"Apr","Guareí"
"SDA119","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 12:55:00,781775.774807955,7407841.26813522,"FGA113",4,118.684392403123,49,0,"Apr","Guareí"
"SDA120","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 13:04:00,781747.16822554,7407773.3201597,"FGA114",2,188.145269672014,58,0,"Apr","Guareí"
"SDA121","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 13:17:00,781730.231015362,7407743.4981163,"FGA115",2,222.114006087117,71,1,"Apr","Guareí"
"SDA122","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 13:23:00,781757.55785436,7407717.70624582,"FGA116",3,229.398480596694,77,1,"Apr","Guareí"
"SDA123","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 13:28:00,781767.665301338,7407711.40924433,"FGA117",5,230.621159913827,82,1,"Apr","Guareí"
"SDA124","Celtis iguanaea",2019-04-20 12:06:00,781863.53556654,7407921.16412519,"AG77",2019-04-20 13:41:00,781785.827916642,7407644.89793785,"FGA118",3,286.98158773672,95,1,"Apr","Guareí"
"SDM1","Celtis iguanaea",2019-05-13 16:24:00,781867.167573686,7407897.26562816,"AG125",2019-05-14 07:00:00,781961.720509849,7407889.02643841,"FGM1",1,94.9083773961768,876,14,"May","Guareí"
"SDM1","Celtis iguanaea",2019-05-13 16:24:00,781867.167573686,7407897.26562816,"AG125",2019-05-14 07:00:00,781961.720509849,7407889.02643841,"FGM1",2,94.9083773961768,876,14,"May","Guareí"
"SDM1","Celtis iguanaea",2019-05-13 16:24:00,781867.167573686,7407897.26562816,"AG125",2019-05-14 07:00:00,781961.720509849,7407889.02643841,"FGM1",0,94.9083773961768,876,14,"May","Guareí"
"SDM2","Celtis iguanaea",2019-05-13 16:24:00,781867.167573686,7407897.26562816,"AG125",2019-05-14 07:03:00,781953.24214766,7407889.51395683,"FGM2",5,86.4191095764572,879,14,"May","Guareí"
"SDM2","Celtis iguanaea",2019-05-13 16:24:00,781867.167573686,7407897.26562816,"AG125",2019-05-14 07:03:00,781953.24214766,7407889.51395683,"FGM2",0,86.4191095764572,879,14,"May","Guareí"
"SDM3","Celtis iguanaea",2019-05-13 16:24:00,781867.167573686,7407897.26562816,"AG125",2019-05-14 07:04:00,781953.24214766,7407889.51395683,"FGM3",4,86.4191095764572,880,14,"May","Guareí"
