"feed_x","feed_y","def_x","def_y","id_feces","species","feed_datetime","id_feedtree","def_datetime","disp_event","n_seeds","SDD","month_id","gut_transit_time","gut_transit_time_hms","group"
372125.91711767,7499732.63031897,372364.447041051,7499918.39540859,"FTSep88","Doliocarpus dentatus",2018-09-19 08:55:00,"199",2018-09-19 10:15:00,"SDTaqSep128",7,294,"Sep",80,01:20:00,"Taquara"
372162.785889305,7499736.59070086,372466.710558425,7499964.94573205,"FTSep89","Psidium cinerum",2018-09-19 09:25:00,"200",2018-09-19 10:55:00,"SDTaqSep129",11,371,"Sep",90,01:30:00,"Taquara"
372608.34611449,7500067.91362211,372846.422955836,7500199.32643443,"FTSep90","Vochysia tucanorum",2018-09-19 11:15:00,"201",2018-09-19 12:35:00,"SDTaqSep130",8,268,"Sep",80,01:20:00,"Taquara"
371814.008834193,7500167.02867319,371706.313637657,7499849.62696198,"FTNov91","Eugenia brasiliensis",2018-11-30 07:40:00,"204",2018-11-30 09:20:00,"SDTaqNov131",4,314,"Nov",100,01:40:00,"Taquara"
371814.008834193,7500167.02867319,371706.72397674,7499826.65255017,"FTNov92","Eugenia brasiliensis",2018-11-30 07:40:00,"204",2018-11-30 09:25:00,"SDTaqNov132",5,334,"Nov",105,01:45:00,"Taquara"
371790.140485573,7500146.64461467,371706.313637657,7499849.62696198,"FTNov91","Campomanesia xanthocarpa",2018-11-30 07:55:00,"205",2018-11-30 09:20:00,"SDTaqNov133",11,288,"Nov",85,01:25:00,"Taquara"
371790.140485573,7500146.64461467,371706.72397674,7499826.65255017,"FTNov92","Campomanesia xanthocarpa",2018-11-30 07:55:00,"205",2018-11-30 09:25:00,"SDTaqNov134",10,309,"Nov",90,01:30:00,"Taquara"
371754.8345142,7500107.42311606,371724.952100329,7499763.28366954,"FTNov93","Doliocarpus dentatus",2018-11-30 08:40:00,"206",2018-11-30 09:50:00,"SDTaqNov135",8,321,"Nov",70,01:10:00,"Taquara"
371706.72397674,7499826.65255017,371692.310604713,7499567.85079443,"FTNov94","Eugenia brasiliensis",2018-11-30 09:25:00,"207",2018-11-30 11:40:00,"SDTaqNov136",5,240,"Nov",135,02:15:00,"Taquara"
371706.72397674,7499826.65255017,371692.310604713,7499567.85079443,"FTNov95","Eugenia brasiliensis",2018-11-30 09:25:00,"207",2018-11-30 11:55:00,"SDTaqNov137",5,240,"Nov",150,02:30:00,"Taquara"
371707.102790043,7499799.21804746,371692.310604713,7499567.85079443,"FTNov94","Eugenia blastantha",2018-11-30 09:40:00,"208",2018-11-30 11:40:00,"SDTaqNov138",4,215,"Nov",120,02:00:00,"Taquara"
371707.102790043,7499799.21804746,371692.310604713,7499567.85079443,"FTNov95","Eugenia blastantha",2018-11-30 09:40:00,"208",2018-11-30 11:55:00,"SDTaqNov139",6,215,"Nov",135,02:15:00,"Taquara"
371641.997611618,7499570.80182522,371590.760916175,7499473.25927236,"FTNov96","Ficus enormis",2018-11-30 12:45:00,"211",2018-11-30 13:55:00,"SDTaqNov140",26,104,"Nov",70,01:10:00,"Taquara"
371590.760916175,7499473.25927236,371354.822715474,7499194.76090984,"FTNov97","Trichilia catigua",2018-11-30 13:45:00,"212",2018-11-30 15:40:00,"SDTaqNov141",6,350,"Nov",115,01:55:00,"Taquara"
371468.178966939,7499280.74400208,372515.785296101,7500373.7413298,"FTNov98","Trichilia catigua",2018-11-30 15:05:00,"215",2018-12-01 07:25:00,"SDTaqNov142",8,1100,"Nov",980,16:20:00,"Taquara"
371468.178966939,7499280.74400208,372515.785296101,7500373.7413298,"FTNov99","Trichilia catigua",2018-11-30 15:05:00,"215",2018-12-01 07:25:00,"SDTaqNov143",8,1100,"Nov",980,16:20:00,"Taquara"
371468.178966939,7499280.74400208,372515.785296101,7500373.7413298,"FTNov100","Trichilia catigua",2018-11-30 15:05:00,"215",2018-12-01 07:25:00,"SDTaqNov144",4,1100,"Nov",980,16:20:00,"Taquara"
372571.734062165,7500325.45327799,372762.617321717,7500194.38904092,"FTDec2018_101","Campomanesia xanthocarpa",2018-12-01 07:40:00,"216",2018-12-01 08:55:00,"SDTaqDec2018_145",11,226,"Dec",75,01:15:00,"Taquara"
372571.734062165,7500325.45327799,372782.649500542,7500161.62278394,"FTDec2018_102","Campomanesia xanthocarpa",2018-12-01 07:40:00,"216",2018-12-01 09:35:00,"SDTaqDec2018_146",10,259,"Dec",115,01:55:00,"Taquara"
372762.617321717,7500194.38904092,372875.066015146,7500001.50578022,"FTDec2018_103","Xylopia brasiliensis",2018-12-01 09:15:00,"219",2018-12-01 11:50:00,"SDTaqDec2018_147",8,211,"Dec",155,02:35:00,"Taquara"
372762.617321717,7500194.38904092,372893.061756695,7499970.40544728,"FTDec2018_104","Xylopia brasiliensis",2018-12-01 09:15:00,"219",2018-12-01 12:20:00,"SDTaqDec2018_148",9,245,"Dec",185,03:05:00,"Taquara"
372782.649500542,7500161.62278394,372875.066015146,7500001.50578022,"FTDec2018_103","Sorocea bonplandii",2018-12-01 09:35:00,"220",2018-12-01 11:50:00,"SDTaqDec2018_149",8,174,"Dec",135,02:15:00,"Taquara"
372782.649500542,7500161.62278394,372893.061756695,7499970.40544728,"FTDec2018_104","Sorocea bonplandii",2018-12-01 09:35:00,"220",2018-12-01 12:20:00,"SDTaqDec2018_150",9,209,"Dec",165,02:45:00,"Taquara"
