x	y	point	species
782003.9707	7407432.986		
781986.6603	7407445.004		
781982.0877	7407443.949		
781994.7751	7407443.009		
782004.4151	7407439.174		
781970.6042	7407458.959		
781942.4861	7407447.866		
781945.9677	7407468.953		
781939.4293	7407483.877		
781934.2212	7407491.716		
781948.2229	7407489.116		
781926.2061	7407500.268		
781922.0555	7407506.023		
781914.193	7407520.75		
781908.2546	7407516.423	AG112	Syagrus romanzoffiana
781909.7253	7407529.652		
781899.0154	7407539.398		
781891.8971	7407550.459		
781883.6964	7407546.185		
781868.8465	7407554.635		
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781846.3492	7407555.921		
781844.8817	7407554.945		
781839.5664	7407551.368		
781843.7976	7407552.95		
781868.3546	7407556.707		
781869.9402	7407558.024		
781888.5534	7407575.523		
781894.9781	7407585.544		
781904.966	7407589.58		
781922.8208	7407596.568		
781916.3118	7407608.11		
781914.8588	7407601.18		
781927.114	7407604.076		
781924.1762	7407616.311	AG177	Syagrus romanzoffiana
781924.1762	7407616.311	AG177	Syagrus romanzoffiana
781925.6762	7407618.085		
781929.0581	7407636.201		
781926.1997	7407637.807		
781932.0451	7407634.592		
781906.2039	7407660.941		
781907.7879	7407658.142		
781904.1813	7407661.872		
781918.3377	7407669.581		
781916.5211	7407675.896		
781917.9415	7407679.78		
781916.462	7407696.985		
781925.6316	7407705.737		
781945.3173	7407711.631		
781967.6147	7407691.388		
781988.0077	7407672.436		
781997.2963	7407689.194		
782013.9846	7407694.802		
782022.9616	7407695.735		
782034.9041	7407696.175		
782042.3105	7407692.55		
782050.3078	7407694.7		
782046.9734	7407693.389		
782059.1986	7407700.531		
782066.328	7407707.056		
782072.8828	7407718.041		
782070.4725	7407735.432	AG196	Pereskia aculeata
782058.6981	7407749.583		
782053.143	7407799.726		
782069.3705	7407804.552		
782065.3816	7407807.118		
782068.8171	7407803.411		
782039.5059	7407834.351		
782047.5915	7407842.901		
782081.0824	7407854.699		
782088.6946	7407878.809		
782098.0093	7407923.762		
782065.2167	7407958.717		
782036.7547	7407952.555		
781997.9981	7407919.639		
781986.3886	7407884.225	AG96	Celtis iguanaea
781986.3886	7407884.225	AG96	Celtis iguanaea
781986.3886	7407884.225	AG96	Celtis iguanaea
781970.579	7407892.285	AG152	Celtis iguanaea
781970.579	7407892.285	AG152	Celtis iguanaea
781970.579	7407892.285	AG152	Celtis iguanaea
781969.8024	7407899.62		
781969.8024	7407899.62	DG03	
781969.8024	7407899.62	DG03	
781969.8024	7407899.62		
781964.5199	7407882.098		
781947.3022	7407840.344		
781943.5786	7407809.758		
781942.6076	7407768.009		
781892.9344	7407783.722		
781867.5246	7407767.691		
781851.5716	7407739.132		
781826.3098	7407739.783		
781787.6963	7407742.51	AG198	Syagrus romanzoffiana
781787.6963	7407742.51	AG198	Syagrus romanzoffiana
781793	7407737		
781784.7145	7407730.954		
781786.4185	7407727.707		
781787.6963	7407742.51	AG198	Syagrus romanzoffiana
781787.3483	7407734.183		
781781.6313	7407729.778		
781773.555	7407716.778		
781765.9437	7407696.262	FG17	Cariniana estrelensis
781765.9437	7407696.262	FG17	Cariniana estrelensis
781740.8429	7407716.521		
781734.6106	7407710.723		
781738.6733	7407698.122		
781751.171	7407688.602		
781774.7538	7407640.103		
781802.4142	7407651.009	AG200	Syagrus romanzoffiana
781802.4142	7407651.009	AG200	Syagrus romanzoffiana
781799.0695	7407651.398		
781792.2976	7407617.861		
781807.841	7407606.666		
781819.51	7407607.604		
781814.2581	7407605.103		
781814.4301	7407586.771		
781821.9181	7407573.965		
781832.7094	7407567.571		
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781870.1669	7407562.701	AG195	Syagrus romanzoffiana
781868.7638	7407561.957		
781888.3927	7407545.194		
781893.1882	7407545.799		
781884.932	7407543.105		
781875.548	7407531.653		
781877.7034	7407507.662		
781871.0808	7407496.706		
781911.6476	7407456.781		
781901.9368	7407427.369		
781944.8482	7407432.437		
781925.6042	7407396.323		
781952.2571	7407391.344		
781972.3798	7407372.63		
781989.6252	7407384.07		
782055.6703	7407357.545	AG114	Syagrus romanzoffiana
782055.6703	7407357.545	AG114	Syagrus romanzoffiana
782055.6703	7407357.545	AG114	Syagrus romanzoffiana
782055.6703	7407357.545	AG114	Syagrus romanzoffiana
782055.6703	7407357.545	AG114	Syagrus romanzoffiana
782055.6703	7407357.545	AG114	Syagrus romanzoffiana
782055.6703	7407357.545	AG114	Syagrus romanzoffiana
782055.6703	7407357.545	AG114	Syagrus romanzoffiana
782055.6703	7407357.545	AG114	Syagrus romanzoffiana
782012.5521	7407378.818		
782025.3377	7407377.635		
782044.7854	7407381.415		
782050.6741	7407399.706		
782045.2116	7407409.472		
782041.8781	7407416.262		
782034.7592	7407415.2		
782031.4542	7407422.584		
782019.0643	7407438.159	AG201	Pereskia aculeata
782019.0643	7407438.159	AG201	Pereskia aculeata
782019.0643	7407438.159	AG201	Pereskia aculeata
782019.0643	7407438.159	AG201	Pereskia aculeata
782019.0643	7407438.159	AG201	Pereskia aculeata
782019.0643	7407438.159	AG201	Pereskia aculeata
782019.0643	7407438.159	AG201	Pereskia aculeata
782019.6543	7407438.074		
782014.8106	7407431.821		
782013.344	7407436.262		
782016.9623	7407436.732		
782013.5386	7407435.682		
782018.5848	7407423.871	AG202	Syagrus romanzoffiana
782018.5848	7407423.871	AG202	Syagrus romanzoffiana
782018.5848	7407423.871	AG202	Syagrus romanzoffiana
782018.5848	7407423.871	AG202	Syagrus romanzoffiana
782018.5848	7407423.871	AG202	Syagrus romanzoffiana
782019.0643	7407438.159	AG201	Pereskia aculeata
782019.0643	7407438.159	AG201	Pereskia aculeata
782013.6427	7407436.637		
782004.4069	7407448.594		
782017.7265	7407436.345		
782001.4386	7407457.439		
781997.3025	7407460.371		
781992.2846	7407462.473		
781996.2727	7407465.24		
782001.4221	7407482.086		
781998.1752	7407493.399		
781977.4515	7407497.753		
781975.726	7407493.16		
781978.439	7407487.543		
781972.2753	7407515.764		
781971.7704	7407516.256		
781980.3065	7407534.459		
781986.3274	7407551.596		
782001.3581	7407571.383	AG117	Syagrus romanzoffiana
782001.3581	7407571.383	AG117	Syagrus romanzoffiana
782001.3581	7407571.383	AG117	Syagrus romanzoffiana
782001.3581	7407571.383	AG117	Syagrus romanzoffiana
782001.3581	7407571.383	AG117	Syagrus romanzoffiana
781999.1295	7407597.81		
781967.6223	7407585.259		
781952.9946	7407585.167		
781938.1597	7407579.181		
781919.3932	7407559.501		
781893.5049	7407552.491		
781889.6917	7407551.245	DG14	
781969.8024	7407899.62	DG03	
781969.8024	7407899.62		
781949.7236	7407891.123		
781931.0155	7407880.78		
781907.8553	7407874.339		
781897.6734	7407875.853		
781891.2737	7407895.801	AG203	Celtis iguanaea
781891.2737	7407895.801	AG203	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781867.1676	7407897.266	AG125	Celtis iguanaea
781867.1676	7407897.266	AG125	Celtis iguanaea
781635.3466	7407681.027	AG183	Syagrus romanzoffiana
781635.3466	7407681.027	AG183	Syagrus romanzoffiana
781635.3466	7407681.027	AG183	Syagrus romanzoffiana
781858.8383	7407889.417		
781824.2097	7407879.09		
781789.1753	7407861.44		
781786.4926	7407874.024		
781775.8422	7407867.186		
781751.9595	7407896.452		
781715.6035	7407885.005		
781719.5926	7407885.133		
781719.5673	7407903.082		
781715.6095	7407914.445		
781718.4351	7407927.694		
781731.3112	7407937.491		
781733.1345	7407935.551		
781731.7607	7407932.307		
781716.8259	7407965.917		
781700.0373	7408002.125		
781695.8233	7408009.508		
781697.8544	7408008.122	AG205	Pereskia aculeata
781701.9955	7408021.123	AG206	Pereskia aculeata
781701.9955	7408021.123	AG206	Pereskia aculeata
781703.6388	7408034.869		
781691.8023	7408047.154		
781690.983	7408052.725		
781705.312	7408064.518		
781706.4175	7408092.274		
781711.6059	7408113.412		
781709.5819	7408147.88		
781706.8889	7408155.902		
781701.1579	7408188.415		
781706.2506	7408202.755		
781689.7314	7408221.688		
781707.1684	7408228.768		
781722.0667	7408206.224		
781724.9324	7408206.336		
781721.9633	7408209.784		
781726.0394	7408199.217		
781726.8953	7408201.83		
781719.5162	7408176.433		
781649.3445	7408017.476	AG207	Pereskia aculeata
781750.9719	7408184.907		
781691.2128	7408200.079		
781689.849	7408202.288		
781682.9782	7408198.527		
781683.6953	7408203.297		
781685.987	7408202.984		
781690.5636	7408202.897		
781701.8732	7408183.227		
781685.196	7408168.357		
781692.6349	7408163.718		
781676.8641	7408155.891		
781672.0995	7408157.803		
781677.9347	7408132.98		
781667.6998	7408133.975		
781661.5975	7408123.324		
781657.8373	7408123.963		
781661.1915	7408124.958		
781643.1486	7408113.087		
781648.8815	7408092.771		
781664.7497	7408079.703		
781653.9514	7408061.998		
781656.2264	7408038.851		
781649.429	7408017.409		
781649.9048	7408017.186		
781649.1107	7408008.841		
781643.015	7407981.05		
781638.4557	7407977.561	AG208	Pereskia aculeata
781638.4557	7407977.561	AG208	Pereskia aculeata
781638.4557	7407977.561	AG208	Pereskia aculeata
781640.3122	7407947.323		
781644.6257	7407946.033		
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781644.4777	7407936.504		
781643.592	7407935.917		
781642.5139	7407898.834		
781635.324	7407867.627		
781633.0999	7407868.784		
781629.6591	7407854.738		
781640.5702	7407829.493		
781646.0797	7407832.016		
781688.287	7407818.602		
781653.1213	7407820.065		
781656.3426	7407818.6		
781664.6468	7407831.42		
781648.1366	7407820.327	DG15	
782228.2745	7407430.043	DG05	
782232.4364	7407428.904		
782209.5933	7407406.331		
782132.2719	7407391.574		
782086.4422	7407406.016		
782078.321	7407455.548		
782072.7586	7407474.867		
782070.7569	7407475.546		
782055.6234	7407543.914		
782032.6929	7407621.479		
782039.352	7407616.437	AG34	Rhipsalis cereuscula
782039.352	7407616.437	AG34	Rhipsalis cereuscula
782039.352	7407616.437	AG34	Rhipsalis cereuscula
781994.2251	7407617.032		
781941.3587	7407588.196		
781932.8257	7407581.791	AG209	Syagrus romanzoffiana
781932.8257	7407581.791	AG209	Syagrus romanzoffiana
781932.8257	7407581.791	AG209	Syagrus romanzoffiana
781932.8257	7407581.791	AG209	Syagrus romanzoffiana
781929.8885	7407615.096	AG210	Syagrus romanzoffiana
781929.8885	7407615.096	AG210	Syagrus romanzoffiana
781947.0762	7407649.029		
781943.5581	7407656.928		
781929.9665	7407667.519	AG128	Pereskia aculeata
781929.9665	7407667.519	AG128	Pereskia aculeata
781922.8529	7407667.19		
781912.6879	7407662.415	AG211	Pereskia aculeata
781919.3587	7407687.974		
781922.9676	7407681.235		
781906.2414	7407677.672		
781876.804	7407700.68	AG212	Pereskia aculeata
781876.804	7407700.68	AG212	Pereskia aculeata
781876.804	7407700.68	AG212	Pereskia aculeata
781876.804	7407700.68	AG212	Pereskia aculeata
781853.8748	7407708.078		
781816.4622	7407721.586		
781797.6751	7407734.868		
781776.9658	7407741.786		
781768.0355	7407749.566		
781758.5622	7407760.774		
781756.8263	7407765.044	AG213	Pereskia aculeata
781756.8263	7407765.044	AG213	Pereskia aculeata
781756.8263	7407765.044	AG213	Pereskia aculeata
781756.8263	7407765.044	AG213	Pereskia aculeata
781759.1663	7407763.225		
781738.0482	7407773.876		
781737.2767	7407776.12		
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781702.3747	7407755.068		
781698.9763	7407765.194		
781703.0589	7407777.379	AG215	Pereskia aculeata
781703.0589	7407777.379	AG215	Pereskia aculeata
781703.0589	7407777.379	AG215	Pereskia aculeata
781696.5579	7407792.488		
781691.8848	7407813.517		
781688.7474	7407815.333	AG216	Pereskia aculeata
781688.7474	7407815.333	AG216	Pereskia aculeata
781685.3114	7407821.261		
781676.9292	7407848.278		
781686.1024	7407855.879		
781685.6378	7407865.205		
781677.7216	7407863.257		
781674.8141	7407879.329		
781639.8643	7407891.638		
781635.7307	7407902.781		
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781646.9682	7407960.926		
781648.4485	7407955.398		
781648.7417	7407959.072	AG217	Pereskia aculeata
781648.7417	7407959.072	AG217	Pereskia aculeata
781649.6278	7407954.298		
781655.6054	7407968.295		
781664.115	7407981.538		
781660.9844	7407982.815		
781662.0286	7407984.068		
781673.2701	7407968.468		
781691.1284	7407968.907		
781708.9321	7407961.562		
781710.1569	7407958.361		
781725.5927	7407970.199		
781740.5757	7407984.804	AG218	Pereskia aculeata
781740.5757	7407984.804	AG218	Pereskia aculeata
781735.2965	7407967.44		
781730.3079	7407966.606	AG219	Pereskia aculeata
781730.3079	7407966.606	AG219	Pereskia aculeata
781735.2865	7407970.951		
781736.1558	7407970.229		
781654.2586	7408124.226	DG13	
781654.2586	7408124.226	DG13	
781725.8211	7407988.858		
781710.1894	7408034.892		
781710.2997	7408033.041	AG220	Pereskia aculeata
781710.2997	7408033.041	AG220	Pereskia aculeata
781710.2997	7408033.041	AG220	Pereskia aculeata
781696.3134	7408044.986		
781694.4504	7408056.95		
781696.5119	7408055.359		
781697.273	7408057.946		
781702.9193	7408069.859		
781705.9559	7408089.208	AG221	Pereskia aculeata
781705.9559	7408089.208	AG221	Pereskia aculeata
781705.9559	7408089.208	AG221	Pereskia aculeata
781705.9559	7408089.208	AG221	Pereskia aculeata
781700.6232	7408088.762		
781682.2046	7408107.444		
781674.3359	7408134.433		
781667.5346	7408132.51		
781663.4021	7408132.06		
781680.958	7408141.33		
781681.9531	7408140.911		
781694.6028	7408149.615		
781697.2959	7408160.424	AG223	Pereskia aculeata
781697.2959	7408160.424	AG223	Pereskia aculeata
781697.2959	7408160.424	AG223	Pereskia aculeata
781697.2959	7408160.424	AG223	Pereskia aculeata
781697.2959	7408160.424	AG223	Pereskia aculeata
781704.1982	7408193.169		
781683.6794	7408192.159	AG224	Pereskia aculeata
781683.6794	7408192.159	AG224	Pereskia aculeata
781683.6051	7408207.545		
781688.1488	7408216.943		
781699.3978	7408200.833	AG225	Pereskia aculeata
781699.3978	7408200.833	AG225	Pereskia aculeata
781699.3978	7408200.833	AG225	Pereskia aculeata
781699.3978	7408200.833	AG225	Pereskia aculeata
781695.7134	7408204.535		
781710.9957	7408200.267		
781765.1209	7408176.081		
781747.1994	7408141.437		
781758.8509	7408132.026		
781766.3204	7408128.994		
781769.361	7408124.356		
781774.5601	7408123.643		
781780.2019	7408103.506		
781776.2326	7408097.246		
781772.415	7408087.714		
781776.6585	7408073.354		
781772.9644	7408077.447		
781773.6133	7408075.511		
781789.7245	7408065.291		
781792.6977	7408065.642		
781797.95	7408060.098		
781771.2844	7408059.995		
781774.7007	7408056.622		
781770.6325	7408059.98		
781771.482	7408060.465	AG226	Pereskia aculeata
781771.482	7408060.465	AG226	Pereskia aculeata
781776.5541	7408058.046	AG227	Pereskia aculeata
781776.5541	7408058.046	AG227	Pereskia aculeata
781776.5541	7408058.046	AG227	Pereskia aculeata
781776.5541	7408058.046	AG227	Pereskia aculeata
781776.5541	7408058.046	AG227	Pereskia aculeata
781776.5541	7408058.046	AG227	Pereskia aculeata
781763.9559	7408055.611		
781765.0916	7408052.236		
781762.1616	7408056.379		
781761.3346	7408068.268		
781757.2906	7408062.585		
781760.1069	7408054.291		
781757.7777	7408053.992		
781760.9105	7408056.413		
781760.5244	7408055.5		
781758.9164	7408057.491		
781756.684	7408049.257		
781758.3522	7408057.13		
781755.4737	7408054.556		
781758.4279	7408058.848		
781753.0834	7408052.856		
781739.6256	7408043.582		
781740.537	7408045.961		
781737.6301	7408041.455		
781748.4922	7408049.488		
781743.416	7408037.805		
781753.8957	7408030.786		
781766.9147	7408024.749		
781784.6742	7408023.155		
781807.2542	7408013.163		
781814.8934	7408005.111		
781820.4359	7408013.385		
781840.2106	7408004.199		
781845.0183	7408009.913		
781844.6701	7408010.087		
781837.3216	7408018.097		
781845.2656	7408026.863		
781851.8465	7408048.178	AG230	Pereskia aculeata
781851.8097	7408050.288		
781895.1715	7408045.649		
781893.1027	7408044.62	AG231	Pereskia aculeata
781897.7661	7408044.587		
781892.2091	7408031.529		
781920.8981	7408032.085		
781922.1092	7408053.243		
781952.8278	7408065.318		
782018.7631	7408049.451		
782034.0367	7408027.735	AG232	Pereskia aculeata
782034.0367	7408027.735	AG232	Pereskia aculeata
782034.0367	7408027.735	AG232	Pereskia aculeata
782046.5573	7408011.795		
782076.3988	7407956.152		
782073.112	7407930.928		
782071.3146	7407899.311		
782076.3348	7407923.722		
782049.2732	7407858.188		
782069.3789	7407837.653		
781996.0847	7407851.524		
781997.3949	7407875.17		
781923.7899	7407921.781		
781924.0909	7407921.668	DG16	
781924.0909	7407921.668	DG16	
781924.6211	7407919.809		
781905.1591	7407894.271		
781896.6068	7407865.822		
781907.6404	7407851.025		
781884.2543	7407828.75		
781889.882	7407805.203		
781831.0121	7407792.841		
781829.258	7407789.437		
781832.0057	7407797.272		
781807.1309	7407781.862		
781775.4778	7407729.44	AG233	Syagrus romanzoffiana
781775.4778	7407729.44	AG233	Syagrus romanzoffiana
781775.4778	7407729.44	AG233	Syagrus romanzoffiana
781760.9375	7407733.927	AG234	Pereskia aculeata
781760.9375	7407733.927	AG234	Pereskia aculeata
781735.9949	7407716.753		
781732.3372	7407719.155		
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781741.2418	7407770.962		
781760.2685	7407811.855		
781767.6927	7407831.102		
781768.1762	7407823.66		
781797.2475	7407862.131	AG235	Pereskia aculeata
781797.2475	7407862.131	AG235	Pereskia aculeata
781797.2475	7407862.131	AG235	Pereskia aculeata
781797.2475	7407862.131	AG235	Pereskia aculeata
781796.7038	7407865.077		
781800.6453	7407865.857		
781801.2436	7407869.793		
781796.4883	7407867.255		
781803.3091	7407865.276		
781797.5976	7407869.222		
781795.9548	7407874.772		
781791.4563	7407877.589		
781811.6248	7407877.343		
781817.5427	7407884.624		
781813.8548	7407904.715		
781823.1616	7407906.748	AG237	Pereskia aculeata
781823.1616	7407906.748	AG237	Pereskia aculeata
781823.1616	7407906.748	AG237	Pereskia aculeata
781824.4441	7407911.489		
781831.9146	7407904.481	AG238	Pereskia aculeata
781831.9146	7407904.481	AG238	Pereskia aculeata
781831.9146	7407904.481	AG238	Pereskia aculeata
781832.8133	7407901.268		
781827.7133	7407911.631		
781841.3617	7407915.188		
781857.3453	7407923.391		
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781867.5986	7407946.575	AG106	Celtis iguanaea
781867.5986	7407946.575	AG106	Celtis iguanaea
781867.5986	7407946.575	AG106	Celtis iguanaea
781867.5986	7407946.575	AG106	Celtis iguanaea
781867.5986	7407946.575	AG106	Celtis iguanaea
781870.2931	7407964.243		
781870.9602	7407951.168	AG179	Celtis iguanaea
781870.9602	7407951.168	AG179	Celtis iguanaea
781870.9602	7407951.168	AG179	Celtis iguanaea
781870.9602	7407951.168	AG179	Celtis iguanaea
781870.9602	7407951.168	AG179	Celtis iguanaea
781870.9602	7407951.168	AG179	Celtis iguanaea
781870.9602	7407951.168	AG179	Celtis iguanaea
781870.9602	7407951.168	AG179	Celtis iguanaea
781871.285	7407972.613		
781851.7898	7407987.441		
781860.5389	7408006.467		
781851.8465	7408048.178	AG230	Pereskia aculeata
781851.8465	7408048.178	AG230	Pereskia aculeata
781851.8465	7408048.178	AG230	Pereskia aculeata
781859.4471	7408055.13	AG239	Pereskia aculeata
781859.5371	7408057.591		
781857.4636	7408063.483		
781869.8868	7408056.324		
781888.6572	7408082.451		
781882.5726	7408094.681		
781897.423	7408084.884		
781916.7432	7408082.405	FG21	Cariniana estrelensis
781917.9433	7408075.675		
781915.1057	7408083.301		
781931.5394	7408069.33		
781921.7278	7408070.939		
781918.557	7408080.866		
781922.9516	7408071.269		
781939.9571	7408087.609	AG242	Pereskia aculeata
781939.9571	7408087.609	AG242	Pereskia aculeata
781949.0641	7408093.975		
781959.6833	7408083.497		
781956.5069	7408097.158	AG243	Pereskia aculeata
781956.5069	7408097.158	AG243	Pereskia aculeata
781947.7837	7408100.986	AG244	Pereskia aculeata
781947.7837	7408100.986	AG244	Pereskia aculeata
781949.3928	7408094.127		
781921.8762	7408076.9		
781893.0623	7408085.051		
781868.1726	7408083.224	DG17	
782134.6665	7407605.079	DG18	
782147	7407601		
782124	7407619		
782111	7407615		
782132	7407611		
782072	7407629		
782070.7946	7407634.563	FG25	Cariniana estrelensis
782058	7407633		
782035	7407617		
782027	7407625		
782031	7407661		
782041.7475	7407698.515	AG259	Pereskia aculeata
782041.7475	7407698.515	AG259	Pereskia aculeata
782041.7475	7407698.515	AG259	Pereskia aculeata
782041.7475	7407698.515	AG259	Pereskia aculeata
782041.7475	7407698.515	AG259	Pereskia aculeata
782041.7475	7407698.515		Pereskia aculeata
782041.7475	7407698.515		Pereskia aculeata
782041.7475	7407698.515	AG259	Pereskia aculeata
782041.7475	7407698.515	AG259	Pereskia aculeata
782041.7475	7407698.515	AG259	Pereskia aculeata
782041.7475	7407698.515	AG259	Pereskia aculeata
782042	7407695		
782025.0741	7407687.863	FG26	Cariniana estrelensis
782015	7407691		
782007	7407674		
781981	7407658		
781974.0435	7407640.3	AG261	Syagrus romanzoffiana
781974.0435	7407640.3	AG261	Syagrus romanzoffiana
781974.0435	7407640.3	AG261	Syagrus romanzoffiana
781973.8704	7407625.894	AG262	Syagrus romanzoffiana
781973.8704	7407625.894	AG262	Syagrus romanzoffiana
781973.8704	7407625.894	AG262	Syagrus romanzoffiana
781987	7407615		
781994	7407596		
781979	7407587		
781994	7407586		
781999	7407563		
781988	7407544		
781989.3388	7407547.237	AG263	Pereskia aculeata
782001.2335	7407538.025	AG264	Pereskia aculeata
781998	7407533		
782010	7407493		
782026	7407466		
782027.7428	7407442.759	AG171	Pereskia aculeata
782027.7428	7407442.759	AG171	Pereskia aculeata
782019	7407429		
782012	7407435		
781984	7407401		
781982	7407398		
781970	7407414		
781988	7407408		
781998	7407389		
782021	7407380		
782039	7407381		
782055.5603	7407410.862	AG265	Pereskia aculeata
782055.5603	7407410.862	AG265	Pereskia aculeata
782055.5603	7407410.862	AG265	Pereskia aculeata
782055.5603	7407410.862	AG265	Pereskia aculeata
782080	7407404		
782110	7407411		
782121	7407413		
782135	7407433		
782146	7407425		
782172.2436	7407431.117	AG174	Syagrus romanzoffiana
782163	7407442		
782163	7407448		
782162	7407425		
782191	7407432		
782179	7407479		
782209	7407491		
782219	7407453		
782220	7407461		
782242	7407468		
782247	7407466		
782241	7407483		
782253	7407512		
782271.0693	7407533.634	FG27	Cariniana estrelensis
782271.0693	7407533.634	FG27	Cariniana estrelensis
782271	7407547		
782284	7407558		
782311	7407573		
782341	7407596		
782343.736	7407594.419	AG267	gum sp. 1
782343.736	7407594.419	AG267	gum sp. 1
782343.736	7407594.419	AG267	gum sp. 1
782343.736	7407594.419	AG267	gum sp. 1
782343.736	7407594.419	AG267	gum sp. 1
782343.736	7407594.419	AG267	gum sp. 1
782346	7407594		
782334.5788	7407580.957	FG28	Cariniana estrelensis
782316	7407573		
782264	7407541		
782239	7407544		
782222	7407526		
782208	7407543		
782168	7407543		
782165	7407534		
782146	7407550		
782135	7407563		
782152.3513	7407577.697	RG01	Myrocarpus frondosus
782152	7407582		
782136	7407604		
782135	7407600		
782100	7407577		
782064	7407572		
782019	7407559		
781988	7407574		
781987.2794	7407573.102	DG19	
781987.2794	7407573.102	DG19	
781966	7407596		
781964.0954	7407607.019	FG04	Cariniana estrelensis
781954.6042	7407629.366	AG269	Syagrus romanzoffiana
781956.4435	7407634.534	FG05	Cariniana estrelensis
781957	7407650		
781897	7407647		
781800	7407652		
781781	7407676		
781761	7407697		
781771	7407692		
781769	7407718		
781727	7407744		
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781728	7407762		
781748	7407796		
781733	7407808		
781671.2578	7407826.091	AG270	Pereskia aculeata
781671	7407824		
781636	7407907		
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781644	7407948		
781648.7417	7407959.072	AG217	Pereskia aculeata
781648.7417	7407959.072	AG217	Pereskia aculeata
781640	7407949		
781633	7407943		
781612	7407959		
781612	7407965		
781592	7407998		
781594	7408018		
781587	7408040		
781591	7408056		
781600	7408065		
781596	7408075		
781616	7408085		
781620	7408107		
781626	7408116		
781613.3702	7408120.577	AG271	Pereskia aculeata
781622.9141	7408116.623	AG272	Syagrus romanzoffiana
781622.9141	7408116.623	AG272	Syagrus romanzoffiana
781622.9141	7408116.623	AG272	Syagrus romanzoffiana
781622.9141	7408116.623	AG272	Syagrus romanzoffiana
781622.9141	7408116.623	AG272	Syagrus romanzoffiana
781631	7408126		
781629	7408131		
781633	7408123		
781634	7408129		
781628	7408131		
781635	7408132		
781633	7408158		
781628	7408173		
781635	7408173		
781639.7452	7408162.407	AG273	Pereskia aculeata
781639.7452	7408162.407	AG273	Pereskia aculeata
781635	7408177		
781642	7408190		
781681	7408188		
781684	7408210		
781694	7408223		
781715	7408226		
781714	7408227		
781717	7408232		
781724.8776	7408211.985	AG274	Pereskia aculeata
781724	7408215		
781755	7408214		
781759	7408215		
781759	7408216		
781771	7408189		
781816	7408169		
781816.8202	7408184.623	FG29	Cariniana estrelensis
781819	7408184		
781848	7408193		
781881.6683	7408195.236	AG276	Pereskia aculeata
781881.6683	7408195.236	AG276	Pereskia aculeata
781881.6683	7408195.236	AG276	Pereskia aculeata
781881.6683	7408195.236	AG276	Pereskia aculeata
781881.6683	7408195.236	AG276	Pereskia aculeata
781881.6683	7408195.236	AG276	Pereskia aculeata
781892	7408202		
781895	7408193		
781886	7408182		
781927	7408169		
781958	7408134		
781979	7408112		
781956.5069	7408097.158	AG243	Pereskia aculeata
781956.5069	7408097.158	AG243	Pereskia aculeata
781956.5069	7408097.158	AG243	Pereskia aculeata
781947.7837	7408100.986	AG244	Pereskia aculeata
781947.7837	7408100.986	AG244	Pereskia aculeata
781953	7408092		
781996	7408059		
782023	7408047		
782058	7407983		
782073	7407960		
782069.518	7407968.426	AG277	Pereskia aculeata
782071	7407966		
782073.8524	7407932.874	DG20	
782073.8524	7407932.874	DG20	
782075	7407941		
782077	7407937		
782076	7407940		
782074	7407934		
782075	7407935		
782069.518	7407968.426	AG277	Pereskia aculeata
