x	y	point	species
782069.518	7407968.426	AG277	Pereskia aculeata
782069.518	7407968.426	AG277	Pereskia aculeata
782063	7407971		
782047	7407964		
782029	7407960		
782022	7407956		
781988	7407959		
781986	7407971		
781969	7407963		
781969	7407969		
781971	7407967		
781978	7407986		
781969.5077	7407985.856	AG278	Celtis iguanaea
781969.5077	7407985.856	AG278	Celtis iguanaea
781969.5077	7407985.856	AG278	Celtis iguanaea
781976.5942	7407992.372	AG279	Celtis iguanaea
781976.3991	7407998.357	AG280	Celtis iguanaea
781976.3991	7407998.357	AG280	Celtis iguanaea
781976.3991	7407998.357	AG280	Celtis iguanaea
781976.3991	7407998.357	AG280	Celtis iguanaea
781980.1999	7408004.715	AG281	Celtis iguanaea
781980.1999	7408004.715	AG281	Celtis iguanaea
781980.1999	7408004.715	AG281	Celtis iguanaea
781959.0948	7407997.25	AG107	Celtis iguanaea
781959.0948	7407997.25	AG107	Celtis iguanaea
781959.0948	7407997.25	AG107	Celtis iguanaea
781959.0948	7407997.25	AG107	Celtis iguanaea
781959.0948	7407997.25	AG107	Celtis iguanaea
781959.0948	7407997.25	AG107	Celtis iguanaea
781947	7407997		
781944	7407965		
781937.2661	7407963.193	AG167	Celtis iguanaea
781937.2661	7407963.193	AG167	Celtis iguanaea
781937.2661	7407963.193	AG167	Celtis iguanaea
781925	7407946		
781914.0468	7407931.28	AG282	Celtis iguanaea
781914.0468	7407931.28	AG282	Celtis iguanaea
781914.0468	7407931.28	AG282	Celtis iguanaea
781914.0468	7407931.28	AG282	Celtis iguanaea
781904	7407929		
781889	7407934		
781867.2557	7407917.99	AG75	Celtis iguanaea
781867.2557	7407917.99	AG75	Celtis iguanaea
781867.2557	7407917.99	AG75	Celtis iguanaea
781867.2557	7407917.99	AG75	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781863.5356	7407921.164	AG77	Celtis iguanaea
781874	7407916		
781873.4778	7407906.23	AG283	Celtis iguanaea
781873.4778	7407906.23	AG283	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781882.9706	7407900.066	AG156	Celtis iguanaea
781831.9146	7407904.481	AG238	Pereskia aculeata
781831.9146	7407904.481	AG238	Pereskia aculeata
781831.9146	7407904.481	AG238	Pereskia aculeata
781831.9146	7407904.481	AG238	Pereskia aculeata
781831.9146	7407904.481	AG238	Pereskia aculeata
781839	7407892		
781847	7407890		
781846.6859	7407890.56	AG284	Pereskia aculeata
781846.6859	7407890.56	AG284	Pereskia aculeata
781852	7407892		
781867.1676	7407897.266	AG125	Celtis iguanaea
781867	7407893		
781885	7407871		
781907	7407861		
781919	7407858		
781924	7407847		
781920	7407850		
781921	7407837		
781931.7549	7407830.302	AG285	Pereskia aculeata
781931.7549	7407830.302	AG285	Pereskia aculeata
781949	7407797		
781943	7407774		
781944	7407743		
781959	7407723		
781966	7407699		
782001.3047	7407723.453	AG286	Pereskia aculeata
782000	7407727		
782028	7407707		
782025	7407697		
782008	7407690		
781984	7407610		
781991.2586	7407593.752	AG287	Pereskia aculeata
781987.2794	7407573.102	DG19	
781987.2794	7407573.102	DG19	
781958.9968	7407598		
781955.9968	7407595		
781930.2	7407610.325	FG06	Cariniana estrelensis
781930.2	7407610.325	FG06	Cariniana estrelensis
781930.2	7407610.325	FG06	Cariniana estrelensis
781932.9968	7407576		
781922.9968	7407561		
781941.9968	7407549		
781955.3723	7407530.71	AG288	Pereskia aculeata
781955.3723	7407530.71	AG288	Pereskia aculeata
781955.3723	7407530.71	AG288	Pereskia aculeata
781961.9968	7407496		
781960.9968	7407494		
781965.5025	7407493.383	AG289	Pereskia aculeata
781920.2464	7407517.745	AG100	Syagrus romanzoffiana
781920.2464	7407517.745	AG100	Syagrus romanzoffiana
781920.2464	7407517.745	AG100	Syagrus romanzoffiana
781916.9968	7407516		
781929.9968	7407489		
781971.9968	7407468		
782010.1251	7407436.223	AG290	Pereskia aculeata
782010.1251	7407436.223	AG290	Pereskia aculeata
781997.9968	7407422		
782000.9968	7407416		
782011.9968	7407401		
782033.9968	7407419		
782088.6832	7407447.351	AG291	Pereskia aculeata
782088.6832	7407447.351	AG291	Pereskia aculeata
782088.6832	7407447.351	AG291	Pereskia aculeata
782104.9968	7407433		
782120.9968	7407453		
782110.9968	7407431		
782107.9968	7407413		
782107.9968	7407427		
782146.9968	7407450		
782201.9968	7407463		
782206.4182	7407447.76	AG292	Pereskia aculeata
782206.4182	7407447.76	AG292	Pereskia aculeata
782206.4182	7407447.76	AG292	Pereskia aculeata
782206.4182	7407447.76	AG292	Pereskia aculeata
782206.4182	7407447.76	AG292	Pereskia aculeata
782206.4182	7407447.76	AG292	Pereskia aculeata
782206.4182	7407447.76	AG292	Pereskia aculeata
782206.4182	7407447.76	AG292	Pereskia aculeata
782227.9968	7407434		
782235.9968	7407450		
782246.9968	7407452		
782268.9968	7407472		
782275.7169	7407476.903	AG293	Pereskia aculeata
782275.7169	7407476.903	AG293	Pereskia aculeata
782294.9968	7407479		
782289.9968	7407484		
782293.9968	7407507		
782273.9968	7407512		
782314.9968	7407538		
782294.6787	7407553.684	AG294	Syagrus romanzoffiana
782294.6787	7407553.684	AG294	Syagrus romanzoffiana
782300.9968	7407553		
782299.9968	7407567		
782300.206	7407570.096	AG295	Pereskia aculeata
782300.206	7407570.096	AG295	Pereskia aculeata
782291.9968	7407570		
782298.9968	7407577		
782292.9968	7407594		
782283.9968	7407599		
782280.5067	7407614.918	FG30	Cariniana estrelensis
782280.5067	7407614.918	FG30	Cariniana estrelensis
782280.5067	7407614.918	FG30	Cariniana estrelensis
782280.5067	7407614.918	FG30	Cariniana estrelensis
782278.9968	7407628		
782290.9968	7407628		
782321.9968	7407603		
782346.9968	7407601		
782347.9968	7407599		
782348.9968	7407601		
782345.4715	7407594.163	AG297	Pereskia aculeata
782345.4715	7407594.163	AG297	Pereskia aculeata
782345.4715	7407594.163	AG297	Pereskia aculeata
782335.9968	7407594		
782338.9968	7407589		
782334.1458	7407595.931	AG298	Pereskia aculeata
782334.1458	7407595.931	AG298	Pereskia aculeata
782334.1458	7407595.931	AG298	Pereskia aculeata
782334.1458	7407595.931	AG298	Pereskia aculeata
782334.1458	7407595.931	AG298	Pereskia aculeata
782317.9968	7407603		
782291.9968	7407622		
782277.9968	7407583		
782278.679	7407588.903	AG299	Pereskia aculeata
782278.679	7407588.903	AG299	Pereskia aculeata
782280.9968	7407584		
782270.9968	7407555		
782243.9968	7407540		
782212.9968	7407539		
782200.7623	7407547.616	AG300	Syagrus romanzoffiana
782200.7623	7407547.616	AG300	Syagrus romanzoffiana
782200.7623	7407547.616	AG300	Syagrus romanzoffiana
782180.9968	7407558		
782182.9968	7407566		
782181.9968	7407575		
782152.3513	7407577.697	RG01	Myrocarpus frondosus
782094.9968	7407548		
782068.9968	7407547		
782044.9968	7407546		
782047.9968	7407539		
782012.9968	7407562		
781987.2794	7407573.102	DG19	
781987.2794	7407573.102	DG19	
781996.9968	7407610		
782001.4281	7407622.923	FG31	Cariniana estrelensis
782001.4281	7407622.923	FG31	Cariniana estrelensis
781974.0435	7407640.3	AG261	Syagrus romanzoffiana
781974.0435	7407640.3	AG261	Syagrus romanzoffiana
781974.0435	7407640.3	AG261	Syagrus romanzoffiana
781974.0435	7407640.3	AG261	Syagrus romanzoffiana
781983.9968	7407656		
781971.9968	7407704		
781946.9887	7407680.273	AG302	Pereskia aculeata
781946.9887	7407680.273	AG302	Pereskia aculeata
781946.9887	7407680.273	AG302	Pereskia aculeata
781946.9887	7407680.273	AG302	Pereskia aculeata
781946.9887	7407680.273	AG302	Pereskia aculeata
781946.9887	7407680.273	AG302	Pereskia aculeata
781935.9968	7407687		
781939.9968	7407716		
781927.9968	7407743		
781905.9968	7407750		
781901.9968	7407759		
781899.9968	7407786		
781896.9968	7407787		
781885.9968	7407786		
781854.9968	7407785		
781843.9968	7407793		
781830.9968	7407776		
781796.9968	7407792		
781790.9968	7407770		
781768.8942	7407759.49	AG303	Syagrus romanzoffiana
781768.8942	7407759.49	AG303	Syagrus romanzoffiana
781768.8942	7407759.49	AG303	Syagrus romanzoffiana
781768.8942	7407759.49	AG303	Syagrus romanzoffiana
781768.8942	7407759.49	AG303	Syagrus romanzoffiana
781768.8942	7407759.49	AG303	Syagrus romanzoffiana
781768.8942	7407759.49	AG303	Syagrus romanzoffiana
781768.8942	7407759.49	AG303	Syagrus romanzoffiana
781765.9968	7407766		
781759.9968	7407751		
781756.9968	7407750		
781760.9968	7407760		
781760.9968	7407766		
781731.9968	7407802		
781722.9968	7407820		
781720.9968	7407824		
781688.7474	7407815.333	AG216	Pereskia aculeata
781688.7474	7407815.333	AG216	Pereskia aculeata
781678.9968	7407825		
781664.9968	7407860		
781654.9968	7407869		
781643.9968	7407896		
781638.9968	7407942		
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.7417	7407959.072	AG217	Pereskia aculeata
781657.9968	7407953		
781655.9968	7407951		
781663.9968	7407963		
781657.9968	7407975		
781642.9968	7407980		
781633.9968	7407992		
781635.9968	7407997		
781645.4707	7408017.996	AG304	Pereskia aculeata
781649.9968	7408022		
781655.9968	7408024		
781679.9968	7408059		
781694.9968	7408073		
781700.9968	7408082		
781705.9559	7408089.208	AG221	Pereskia aculeata
781705.9559	7408089.208	AG221	Pereskia aculeata
781705.9559	7408089.208	AG221	Pereskia aculeata
781709.9968	7408112		
781702.9968	7408128		
781696.9968	7408160		
781688.9968	7408223		
781681.9968	7408208		
781694.9968	7408166		
781679.9968	7408138		
781680.9968	7408124		
781670.9968	7408133		
781678.9968	7408142		
781669.9968	7408163		
781673.4912	7408161.985	AG305	Pereskia aculeata
781673.4912	7408161.985	AG305	Pereskia aculeata
781673.4912	7408161.985	AG305	Pereskia aculeata
781697.2959	7408160.424	AG223	Pereskia aculeata
781697.2959	7408160.424	AG223	Pereskia aculeata
781696.9968	7408156		
781683.9968	7408222		
781699.9968	7408197		
781696.9968	7408202		
781708.9968	7408190		
781718.9968	7408178		
781716.9968	7408178		
781714.9968	7408178		
781711.9968	7408179		
781719.9968	7408155		
781734.9968	7408140		
781738.9968	7408124		
781754.9968	7408110		
781759.9968	7408102		
781767.9968	7408096		
781773.9968	7408085		
781768.2836	7408048.338	AG228	
781768.2836	7408048.338	AG228	
781772.9968	7408006		
781773.1339	7408007.898	DG21	
781724.2994	7407588.552	DG22	
781734	7407595		
781747	7407634		
781799	7407646		
781822.2296	7407655.173	AG306	Pereskia aculeata
781828.2174	7407668.798	AG307	Pereskia aculeata
781828.2174	7407668.798	AG307	Pereskia aculeata
781839.9968	7407696		
781817.9968	7407708		
781821.6265	7407693.088	AG308	Pereskia aculeata
781821.6265	7407693.088	AG308	Pereskia aculeata
781792.9968	7407697		
781766.9968	7407702		
781769.9968	7407715		
781757.4814	7407724.462	AG309	Pereskia aculeata
781757.4814	7407724.462	AG309	Pereskia aculeata
781717.9968	7407742		
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781729.9968	7407757		
781745.9968	7407798		
781736.9968	7407800		
781748.9968	7407833		
781742.9968	7407843		
781759.9968	7407874		
781754.9968	7407906		
781749.1251	7407897.082	AG43	Pereskia aculeata
781749.1251	7407897.082	AG43	Pereskia aculeata
781773.9968	7407931		
781776.9968	7407930		
781796.9968	7407947		
781813.9968	7407950		
781814.9968	7407954		
781829.9968	7407978		
781834.9968	7407986		
781852.9968	7408016		
781843.1857	7408017.641	AG229	Pereskia aculeata
781843.1857	7408017.641	AG229	Pereskia aculeata
781843.1857	7408017.641	AG229	Pereskia aculeata
781844	7408017	FG19	Cariniana estrelensis
781844	7408017	FG19	Cariniana estrelensis
781844	7408017	FG19	Cariniana estrelensis
781820.8159	7408003.223	FG32	Cariniana estrelensis
781820.8159	7408003.223	FG32	Cariniana estrelensis
781820.8159	7408003.223	FG32	Cariniana estrelensis
781820.8159	7408003.223	FG32	Cariniana estrelensis
781793.9968	7408010		
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781768.2835	7408048.338	AG228	Pereskia aculeata
781774.9968	7408069		
781770.9968	7408069		
781773.9968	7408063		
781767.9968	7408098		
781775.9968	7408110		
781775.9968	7408107		
781769.9968	7408108		
781766.9968	7408110		
781756.9968	7408118		
781748.9968	7408127		
781736.9968	7408130		
781744.9968	7408131		
781733.9968	7408146		
781729.9968	7408149		
781723.9968	7408154		
781730.9968	7408156		
781712.9968	7408165		
781702.4132	7408176.946	AG311	Pereskia aculeata
781702.4132	7408176.946	AG311	Pereskia aculeata
781702.4132	7408176.946	AG311	Pereskia aculeata
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781699.3978	7408200.833	AG225	Pereskia aculeata
781697	7408200	RG03	Myrocarpus frondosus
781697	7408200	RG03	Myrocarpus frondosus
781678.9968	7408209		
781677.9968	7408210		
781678.9968	7408212		
781699.3978	7408200.833	AG225	Pereskia aculeata
781685.9968	7408218		
781682.9968	7408213		
781681.9968	7408206		
781685.9968	7408204		
781681.9968	7408205		
781687.9968	7408202		
781684.9968	7408209		
781685.9968	7408204		
781679.9968	7408213		
781678.9968	7408206		
781683.9968	7408208		
781680.9968	7408208		
781682.9968	7408209		
781681.9968	7408214		
781708.9968	7408202		
781722.9968	7408202		
781730.1383	7408198.359	AG129	Syagrus romanzoffiana
781759.9968	7408182		
781794.9968	7408181		
781815.9968	7408179		
781798.9968	7408178		
781820.9968	7408168		
781828.9968	7408153		
781840.9968	7408157		
781857.9968	7408152		
781876.5993	7408149.449	AG312	Pereskia aculeata
781879.2177	7408115.593	DG23	
781879.2177	7408115.593	DG23	
781880.9968	7408110		
781903.9968	7408110		
781895.2352	7408097.338	FG33	Cariniana estrelensis
781895.2352	7408097.338	FG33	Cariniana estrelensis
781897.9968	7408092		
781920.1209	7408077.463	FG22	Cariniana estrelensis
781923.9968	7408079		
781924.9968	7408065		
781955.9968	7408093		
781990.9968	7408069		
782016.9968	7408054		
782047.9968	7408011		
782062.9968	7407979		
782054.9968	7407957		
782048.9968	7407938		
782056.9968	7407910		
782040.9968	7407869		
782025.9968	7407828		
782052.1574	7407809.592	AG314	Pereskia aculeata
782052.1574	7407809.592	AG314	Pereskia aculeata
782052.1574	7407809.592	AG314	Pereskia aculeata
782052.1574	7407809.592	AG314	Pereskia aculeata
782043.9968	7407766		
782015.9968	7407761		
782027.9968	7407722		
781991.9968	7407719		
781978.2468	7407699.509	AG315	Pereskia aculeata
781969.1051	7407697.584	AG316	Pereskia aculeata
781969.1051	7407697.584	AG316	Pereskia aculeata
781956.33	7407692.617	AG317	Pereskia aculeata
781956.33	7407692.617	AG317	Pereskia aculeata
781956.33	7407692.617	AG317	Pereskia aculeata
781970.9968	7407689		
781910.9968	7407678		
781864.9968	7407706		
781827.9968	7407654		
781813.9968	7407709		
781882.9968	7407686		
781877.9968	7407688		
781872.9968	7407697		
781862.9968	7407673		
781869.9968	7407668		
781865.9968	7407655		
781880.9968	7407653		
781877.9968	7407648		
781857.9968	7407647		
781922.9968	7407647		
781900.9968	7407627		
781885.9968	7407626		
781882.9968	7407616		
781883.9968	7407618		
781884.9968	7407624		
781879.9968	7407625		
781883.9968	7407614		
781888.9968	7407616		
781884.9968	7407616		
781882.9968	7407619		
781881.9968	7407615		
781879.9968	7407618		
781884.9968	7407613		
781880.9968	7407618		
781883.9968	7407621		
781878.9968	7407624		
781875.9968	7407611		
781876.9968	7407610		
781877.9968	7407606		
781872.9968	7407606		
781859.9968	7407601		
781871.9968	7407591		
781866.9968	7407570		
781866.9968	7407559		
781867.9968	7407559		
781851.9968	7407555		
781842.6888	7407553.696	AG318	Pereskia aculeata
781840.9968	7407556		
781857.7558	7407549.868	AG79	Syagrus romanzoffiana
781864.9968	7407559		
781880.9968	7407533		
781879.9968	7407539		
781881.9968	7407532		
781881.9968	7407541		
781900.9968	7407529		
781907.9968	7407522		
781935.9968	7407511		
781925.9968	7407509		
781947.9968	7407512		
781968.9968	7407507		
781964.9968	7407498		
781965.5025	7407493.383	AG289	Pereskia aculeata
781965.5025	7407493.383	AG289	Pereskia aculeata
781965.5025	7407493.383	AG289	Pereskia aculeata
781965.5025	7407493.383	AG289	Pereskia aculeata
781976.9968	7407490		
781995.9968	7407482		
781992.9968	7407482		
782014.9968	7407484		
782024.9968	7407457		
782027.7428	7407442.759	AG171	Pereskia aculeata
782027.7428	7407442.759	AG171	Pereskia aculeata
782027.7428	7407442.759	AG171	Pereskia aculeata
782010.1251	7407436.223	AG290	Pereskia aculeata
782010.1251	7407436.223	AG290	Pereskia aculeata
781997.9968	7407430		
782028.9968	7407450		
782027.9968	7407447		
782033.9968	7407455		
782031.9968	7407476		
782024.9968	7407467		
782055.9968	7407502		
782084.9968	7407520		
782122.9968	7407547		
782152.3513	7407577.697	RG01	Myrocarpus frondosus
782152.3513	7407577.697	RG01	Myrocarpus frondosus
782152.3513	7407577.697	RG01	Myrocarpus frondosus
782139.9968	7407554		
782143.8756	7407551.921	AG319	Pereskia aculeata
782142.9968	7407553		
782134.6665	7407605.079	DG18	
782134.6665	7407605.079	DG18	
782142.9968	7407604		
782127.9968	7407568		
782100.9968	7407552		
782083.51	7407540.221	AG320	Pereskia aculeata
782088.12	7407556.65	AG321	Syagrus romanzoffiana
782088.12	7407556.65	AG321	Syagrus romanzoffiana
782055.6185	7407589.742	FG34	Cariniana estrelensis
782055.6185	7407589.742	FG34	Cariniana estrelensis
782029.9968	7407607		
782026.9968	7407618		
782014.9968	7407621		
782011.9968	7407624		
782009.9968	7407594		
781994.9968	7407587		
781995.9968	7407569		
781995.9968	7407580		
781997.9968	7407581		
781998.9294	7407577.97	AG323	Pereskia aculeata
781978.9968	7407584		
781961	7407547	FG35	Cariniana estrelensis
781961	7407547	FG35	Cariniana estrelensis
781967.8113	7407544.546	FG01	Cariniana estrelensis
781970.9968	7407539		
781956.9968	7407550		
781958.9968	7407550		
781955.9968	7407533		
781955.9968	7407527		
781964.9968	7407508		
781971.9968	7407514		
781969.9968	7407490		
781965.5025	7407493.383	AG289	Pereskia aculeata
781965.5025	7407493.383	AG289	Pereskia aculeata
781965.5025	7407493.383	AG289	Pereskia aculeata
781965.5025	7407493.383	AG289	Pereskia aculeata
781970.9968	7407517		
781985.9968	7407536		
781992.9968	7407538		
782017.9968	7407523		
782044.9968	7407511		
782040.9968	7407443		
782030.9968	7407430		
782033.9968	7407433		
782038.9968	7407441		
782036.9968	7407423		
782057.9968	7407482		
782068.9968	7407442		
782088.6832	7407447.351	AG291	Pereskia aculeata
782088.6832	7407447.351	AG291	Pereskia aculeata
782088.6832	7407447.351	AG291	Pereskia aculeata
782088.6832	7407447.351	AG291	Pereskia aculeata
782068.9968	7407427		
782063.9968	7407418		
782066.9968	7407399		
782071.9968	7407380		
782072.9968	7407378		
782062.9968	7407357		
782068.9968	7407362		
782093.3268	7407369.346	AG325	Pereskia aculeata
782093.3268	7407369.346	AG325	Pereskia aculeata
782093.3268	7407369.346	AG325	Pereskia aculeata
782119.9968	7407395		
782123.9968	7407400		
782139.0479	7407417.233	AG326	Syagrus romanzoffiana
782139.0479	7407417.233	AG326	Syagrus romanzoffiana
782139.0479	7407417.233	AG326	Syagrus romanzoffiana
782139.0479	7407417.233	AG326	Syagrus romanzoffiana
782126.9968	7407392		
782153.9968	7407435		
782181.9968	7407431		
782206.4182	7407447.76	AG292	Pereskia aculeata
782206.4182	7407447.76	AG292	Pereskia aculeata
782206.4182	7407447.76	AG292	Pereskia aculeata
782224.9968	7407421		
782238.9968	7407412		
782280.5067	7407614.918	FG30	Cariniana estrelensis
782280.5067	7407614.918	FG30	Cariniana estrelensis
782242.9968	7407421		
782260.9968	7407438		
782258.9968	7407442		
782274.9968	7407447		
782279.9968	7407479		
782288.9968	7407493		
782300.9968	7407523		
782302.9968	7407531		
782327.9968	7407531		
782357.9968	7407551		
782346.9968	7407584		
782350.9968	7407582		
782352.9968	7407580		
782353.9968	7407581		
782343.9968	7407585		
782334.5788	7407580.957	FG28	Cariniana estrelensis
782334.5788	7407580.957	FG28	Cariniana estrelensis
782334.5788	7407580.957	FG28	Cariniana estrelensis
782322.9968	7407585		
782302.9968	7407610		
782302.9968	7407606		
782285.9968	7407608		
782267.9968	7407614		
782270.9968	7407618		
782270.9968	7407615		
782238.6074	7407627.352	AG327	Pereskia aculeata
782238.6074	7407627.352	AG327	Pereskia aculeata
782233.9968	7407630		
782227.9968	7407614		
782214.9968	7407595		
782181.9968	7407595		
782173.9968	7407596		
782153.9968	7407599		
782151.9968	7407598		
782144.9968	7407592		
782127.9968	7407589		
782113.9968	7407565		
782060.9968	7407550		
782024.1219	7407526.281	DG24	
782024.1219	7407526.281	DG24	
782021.9968	7407522		
782016.9968	7407529		
781989.3388	7407547.237	AG263	Pereskia aculeata
781989.3388	7407547.237	AG263	Pereskia aculeata
781959.9968	7407536		
781933.9968	7407543		
781925.9968	7407557		
781904.9968	7407558		
781883.9968	7407599		
781843.9968	7407603		
781849.9968	7407611		
781843.6881	7407638.133	AG249	Pereskia aculeata
781843.6881	7407638.133	AG249	Pereskia aculeata
781828.2174	7407668.798	AG307	Pereskia aculeata
781828.2174	7407668.798	AG307	Pereskia aculeata
781807.9968	7407696		
781773.9968	7407699		
781766.9968	7407703		
781750.9968	7407714		
781730.9968	7407715		
781737.9968	7407722		
781739.5722	7407745.094	AG328	Pereskia aculeata
781739.5722	7407745.094	AG328	Pereskia aculeata
781739.5722	7407745.094	AG328	Pereskia aculeata
781739.5722	7407745.094	AG328	Pereskia aculeata
781730.9968	7407744		
781727.9968	7407760		
781737.9968	7407774		
781736.0851	7407771.646	AG329	Pereskia aculeata
781737.9968	7407773		
781765.9968	7407790		
781774.9968	7407789		
781773.2992	7407770.6	AG330	Syagrus romanzoffiana
781788.0249	7407781.178	FG36	Cariniana estrelensis
781788.0249	7407781.178	FG36	Cariniana estrelensis
781820.9968	7407783		
781870.0767	7407776.95	AG332	Trichilia clausenii
781877.9968	7407778		
781900.9968	7407786		
781902.9968	7407786		
781910.9968	7407771		
781932.9968	7407772		
781928.9968	7407772		
781929.9968	7407755		
781942.9968	7407750		
781980.9968	7407758		
781981.9968	7407768		
781984.2885	7407748.166	AG333	Pereskia aculeata
781983.9968	7407747		
782003.9968	7407756		
782000.9968	7407763		
782021.9968	7407795		
782027.9968	7407787		
782029.4069	7407791.411	AG334	Pereskia aculeata
782029.4069	7407791.411	AG334	Pereskia aculeata
782044.9968	7407808		
782048.9968	7407826		
782052.9968	7407850		
782060.9968	7407851		
782048.9968	7407854		
782050.9968	7407846		
782054.9968	7407844		
782053.9968	7407844		
782040.9968	7407853		
782048.9968	7407850		
782046.9968	7407845		
782054.9968	7407847		
782049.9968	7407852		
782048.9968	7407846		
782035.9968	7407866		
782041.449	7407880.736	AG335	Trichilia clausenii
782036.9968	7407890		
782011.9968	7407886		
781993.9968	7407872		
781994.9968	7407877		
781988.9236	7407893.931	AG336	Celtis iguanaea
781988.9236	7407893.931	AG336	Celtis iguanaea
781988.9236	7407893.931	AG336	Celtis iguanaea
781970.579	7407892.285	AG152	Celtis iguanaea
781970.579	7407892.285	AG152	Celtis iguanaea
781970.579	7407892.285	AG152	Celtis iguanaea
781963.9968	7407902		
781961.9968	7407903		
781935.9968	7407884		
781926.9968	7407874		
781911.9968	7407857		
781921.1248	7407846.912	AG337	Pereskia aculeata
781899.9968	7407833		
781881.9968	7407808		
781847.9968	7407815		
781857.9968	7407816		
781848.9968	7407793		
781825.9968	7407761		
781854.9968	7407724		
781835.9968	7407676		
781828.2174	7407668.798	AG307	Pereskia aculeata
781827.9968	7407661		
781792.9968	7407644		
781763.9968	7407636		
781741.9968	7407636		
781742.9968	7407625		
781729.9968	7407587		
781724.2994	7407588.552	DG22	
781724.2994	7407588.552	DG22	
781720.9968	7407586		
781728.9968	7407659		
781736.117	7407666.241	AG338	Pereskia aculeata
781736.117	7407666.241	AG338	Pereskia aculeata
781736.117	7407666.241	AG338	Pereskia aculeata
781736.117	7407666.241	AG338	Pereskia aculeata
781736.117	7407666.241	AG338	Pereskia aculeata
781728.9968	7407679		
781729.3539	7407681.667	AG339	Syagrus romanzoffiana
781733.9968	7407713		
781733.9968	7407712		
781715.9968	7407734		
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781719.0802	7407748.589	AG214	Pereskia aculeata
781696.9968	7407772		
781703.9968	7407772		
781703.0589	7407777.379	AG215	Pereskia aculeata
781706.9968	7407779		
781694.9968	7407794		
781682.9968	7407806		
781679.9968	7407817		
781673.9968	7407832		
781666.7785	7407821.847	AG90	Pereskia aculeata
781666.7785	7407821.847	AG90	Pereskia aculeata
781666.7785	7407821.847	AG90	Pereskia aculeata
781666.7785	7407821.847	AG90	Pereskia aculeata
781671.9968	7407838		
781649.9968	7407848		
781648.9968	7407874		
781631.9968	7407891		
781641.9968	7407917		
781640.7971	7407928.752	AG340	Pereskia aculeata
781640.7971	7407928.752	AG340	Pereskia aculeata
781640.7971	7407928.752	AG340	Pereskia aculeata
781640.7971	7407928.752	AG340	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781648.5785	7407939.794	AG182	Pereskia aculeata
781643.9968	7407952		
781660.9968	7407967		
781650.9968	7408004		
781646.9968	7408030		
781644.9968	7408066		
