ticks day timestep x y energy status action
 2953 27 93 781766.83 7407662.23 188.7 "forage" "forage" 
 2954 27 94 781776.36 7407651.78 192.8 "forage" "forage" 
 2955 27 95 781777.01 7407665.91 196.9 "forage" "forage" 
 2956 27 96 781767.49 7407676.36 201 "forage" "forage" 
 2957 27 97 781777.94 7407685.89 205.1 "forage" "forage" 
 2958 27 98 781767.49 7407676.36 209.2 "forage" "forage" 
 2959 27 99 781777.94 7407685.89 213.3 "forage" "forage" 
 2960 27 100 781788.4 7407695.41 217.4 "forage" "forage" 
 2961 27 101 781802.53 7407694.76 221.5 "forage" "forage" 
 2962 27 102 781812.05 7407684.3 225.6 "forage" "forage" 
 2963 27 103 781802.53 7407694.76 229.7 "forage" "forage" 
 2964 27 104 781793 7407705.21 233.8 "forage" "forage" 
 2965 27 105 781787.29 7407711.48 232.2 "resting" "to resting tree" 
 2966 27 106 781787.29 7407711.48 230.6 "resting" "on resting tree" 
 2967 27 107 781787.29 7407711.48 229.6 "resting" "on resting tree" 
 2968 27 108 781787.29 7407711.48 228.6 "resting" "on resting tree" 
 2969 27 109 781787.29 7407711.48 228.6 "night" "" 
 2970 27 110 781634.87 7407878.77 227 "sleeping" "to sleeping tree" 
 2971 28 1 781634.22 7407864.64 231.1 "forage" "forage" 
 2972 28 2 781647.94 7407850.36 48.4 "hungry" "search feeding tree" 
 2973 28 3 781647.94 7407850.36 46.8 "hungry" "on feeding tree" 
 2974 28 4 781647.94 7407850.36 53.8 "hungry" "on feeding tree" 
 2975 28 5 781661.66 7407836.08 52.2 "hungry" "search feeding tree" 
 2976 28 6 781661.66 7407836.08 50.6 "hungry" "on feeding tree" 
 2977 28 7 781675.38 7407821.81 49 "hungry" "search feeding tree" 
 2978 28 8 781675.38 7407821.81 47.4 "hungry" "on feeding tree" 
 2979 28 9 781675.38 7407821.81 54.4 "hungry" "on feeding tree" 
 2980 28 10 781675.38 7407821.81 61.4 "hungry" "on feeding tree" 
 2981 28 11 781655.58 7407821.91 59.8 "hungry" "search feeding tree" 
 2982 28 12 781655.58 7407821.91 58.2 "hungry" "on feeding tree" 
 2983 28 13 781675.38 7407821.81 56.6 "hungry" "search feeding tree" 
 2984 28 14 781675.38 7407821.81 55 "hungry" "on feeding tree" 
 2985 28 15 781675.38 7407821.81 62 "hungry" "on feeding tree" 
 2986 28 16 781675.38 7407821.81 69 "hungry" "on feeding tree" 
 2987 28 17 781655.58 7407821.91 67.4 "hungry" "search feeding tree" 
 2988 28 18 781655.58 7407821.91 65.8 "hungry" "on feeding tree" 
 2989 28 19 781655.58 7407821.91 72.8 "hungry" "on feeding tree" 
 2990 28 20 781675 7407818.06 71.2 "hungry" "search feeding tree" 
 2991 28 21 781675 7407818.06 69.6 "hungry" "on feeding tree" 
 2992 28 22 781675 7407818.06 76.6 "hungry" "on feeding tree" 
 2993 28 23 781694.42 7407814.21 75 "hungry" "search feeding tree" 
 2994 28 24 781694.42 7407814.21 73.4 "hungry" "on feeding tree" 
 2995 28 25 781694.42 7407814.21 80.4 "hungry" "on feeding tree" 
 2996 28 26 781675 7407818.06 78.8 "hungry" "search feeding tree" 
 2997 28 27 781675 7407818.06 77.2 "hungry" "on feeding tree" 
 2998 28 28 781675 7407818.06 84.2 "hungry" "on feeding tree" 
 2999 28 29 781666.64 7407836.01 82.6 "hungry" "search feeding tree" 
 3000 28 30 781666.64 7407836.01 81 "hungry" "on feeding tree" 
 3001 28 31 781666.64 7407836.01 88 "hungry" "on feeding tree" 
 3002 28 32 781666.64 7407836.01 95 "hungry" "on feeding tree" 
 3003 28 33 781675 7407818.06 93.4 "hungry" "search feeding tree" 
 3004 28 34 781675 7407818.06 91.8 "hungry" "on feeding tree" 
 3005 28 35 781675 7407818.06 98.8 "hungry" "on feeding tree" 
 3006 28 36 781675 7407818.06 105.8 "hungry" "on feeding tree" 
 3007 28 37 781675 7407818.06 112.8 "hungry" "on feeding tree" 
 3008 28 38 781675 7407818.06 119.8 "hungry" "on feeding tree" 
 3009 28 39 781666.64 7407836.01 118.2 "hungry" "search feeding tree" 
 3010 28 40 781666.64 7407836.01 116.6 "hungry" "on feeding tree" 
 3011 28 41 781666.83 7407816.21 115 "hungry" "search feeding tree" 
 3012 28 42 781666.83 7407816.21 113.4 "hungry" "on feeding tree" 
 3013 28 43 781666.64 7407836.01 111.8 "hungry" "search feeding tree" 
 3014 28 44 781666.64 7407836.01 110.2 "hungry" "on feeding tree" 
 3015 28 45 781666.83 7407816.21 108.6 "hungry" "search feeding tree" 
 3016 28 46 781666.83 7407816.21 107 "hungry" "on feeding tree" 
 3017 28 47 781666.83 7407816.21 114 "hungry" "on feeding tree" 
 3018 28 48 781666.83 7407816.21 121 "hungry" "on feeding tree" 
 3019 28 49 781666.83 7407816.21 128 "hungry" "on feeding tree" 
 3020 28 50 781686.62 7407815.42 126.4 "hungry" "search feeding tree" 
 3021 28 51 781686.62 7407815.42 124.8 "hungry" "on feeding tree" 
 3022 28 52 781686.62 7407815.42 131.8 "hungry" "on feeding tree" 
 3023 28 53 781706.41 7407814.62 130.2 "hungry" "search feeding tree" 
 3024 28 54 781706.41 7407814.62 128.6 "hungry" "on feeding tree" 
 3025 28 55 781686.62 7407815.42 127 "hungry" "search feeding tree" 
 3026 28 56 781686.62 7407815.42 125.4 "hungry" "on feeding tree" 
 3027 28 57 781686.62 7407815.42 132.4 "hungry" "on feeding tree" 
 3028 28 58 781670.36 7407826.72 130.8 "hungry" "search feeding tree" 
 3029 28 59 781670.36 7407826.72 129.2 "hungry" "on feeding tree" 
 3030 28 60 781670.36 7407826.72 136.2 "hungry" "on feeding tree" 
 3031 28 61 781670.36 7407826.72 143.2 "hungry" "on feeding tree" 
 3032 28 62 781670.36 7407826.72 150.2 "hungry" "on feeding tree" 
 3033 28 63 781650.85 7407840.28 148.6 "resting" "to resting tree" 
 3034 28 64 781650.85 7407840.28 147 "resting" "on resting tree" 
 3035 28 65 781650.85 7407840.28 146 "resting" "on resting tree" 
 3036 28 66 781650.85 7407840.28 145 "resting" "on resting tree" 
 3037 28 67 781650.85 7407840.28 144 "resting" "on resting tree" 
 3038 28 68 781650.85 7407840.28 143 "resting" "on resting tree" 
 3039 28 69 781650.85 7407840.28 142 "resting" "on resting tree" 
 3040 28 70 781650.85 7407840.28 141 "resting" "on resting tree" 
 3041 28 71 781650.85 7407840.28 140 "resting" "on resting tree" 
 3042 28 72 781650.85 7407840.28 139 "resting" "on resting tree" 
 3043 28 73 781650.85 7407840.28 138 "resting" "on resting tree" 
 3044 28 74 781639.23 7407848.35 142.1 "forage" "forage" 
 3045 28 75 781653.15 7407850.85 146.2 "forage" "forage" 
 3046 28 76 781655.66 7407836.93 150.3 "forage" "forage" 
 3047 28 77 781653.15 7407850.85 154.4 "forage" "forage" 
 3048 28 78 781641.54 7407858.93 158.5 "forage" "forage" 
 3049 28 79 781653.15 7407850.85 162.6 "forage" "forage" 
 3050 28 80 781645.08 7407839.24 166.7 "forage" "forage" 
 3051 28 81 781656.7 7407831.17 170.8 "forage" "forage" 
 3052 28 82 781645.08 7407839.24 174.9 "forage" "forage" 
 3053 28 83 781625.57 7407852.8 173.3 "resting" "to resting tree" 
 3054 28 84 781625.57 7407852.8 171.7 "resting" "on resting tree" 
 3055 28 85 781625.57 7407852.8 170.7 "resting" "on resting tree" 
 3056 28 86 781625.57 7407852.8 169.7 "resting" "on resting tree" 
 3057 28 87 781613.95 7407860.87 173.8 "forage" "forage" 
 3058 28 88 781605.88 7407849.26 177.9 "forage" "forage" 
 3059 28 89 781613.95 7407860.87 182 "forage" "forage" 
 3060 28 90 781611.45 7407874.79 186.1 "forage" "forage" 
 3061 28 91 781608.94 7407888.71 190.2 "forage" "forage" 
 3062 28 92 781600.87 7407877.1 194.3 "forage" "forage" 
 3063 28 93 781596.03 7407870.13 192.7 "resting" "to resting tree" 
 3064 28 94 781596.03 7407870.13 191.1 "resting" "on resting tree" 
 3065 28 95 781596.03 7407870.13 190.1 "resting" "on resting tree" 
 3066 28 96 781582.11 7407867.62 194.2 "forage" "forage" 
 3067 28 97 781570.49 7407875.69 198.3 "forage" "forage" 
 3068 28 98 781558.88 7407883.77 202.4 "forage" "forage" 
 3069 28 99 781544.96 7407881.26 206.5 "forage" "forage" 
 3070 28 100 781536.61 7407879.76 204.9 "resting" "to resting tree" 
 3071 28 101 781536.61 7407879.76 203.3 "resting" "on resting tree" 
 3072 28 102 781536.61 7407879.76 202.3 "resting" "on resting tree" 
 3073 28 103 781544.68 7407891.37 206.4 "forage" "forage" 
 3074 28 104 781556.29 7407883.3 210.5 "forage" "forage" 
 3075 28 105 781544.68 7407891.37 214.6 "forage" "forage" 
 3076 28 106 781533.06 7407899.44 218.7 "forage" "forage" 
 3077 28 107 781521.45 7407907.52 222.8 "forage" "forage" 
 3078 28 108 781507.53 7407905.01 226.9 "forage" "forage" 
 3079 28 109 781507.53 7407905.01 226.9 "night" "" 
 3080 28 110 781410.09 7407887.47 225.3 "sleeping" "to sleeping tree" 
 3081 29 1 781401.73 7407885.97 223.7 "resting" "to resting tree" 
 3082 29 2 781421.23 7407889.46 48.4 "hungry" "search feeding tree" 
 3083 29 3 781421.23 7407889.46 46.8 "hungry" "on feeding tree" 
 3084 29 4 781421.23 7407889.46 53.8 "hungry" "on feeding tree" 
 3085 29 5 781421.23 7407889.46 60.8 "hungry" "on feeding tree" 
 3086 29 6 781440.72 7407892.95 59.2 "hungry" "search feeding tree" 
 3087 29 7 781440.72 7407892.95 57.6 "hungry" "on feeding tree" 
 3088 29 8 781460.21 7407896.44 56 "hungry" "search feeding tree" 
 3089 29 9 781460.21 7407896.44 54.4 "hungry" "on feeding tree" 
 3090 29 10 781460.21 7407896.44 61.4 "hungry" "on feeding tree" 
 3091 29 11 781460.21 7407896.44 68.4 "hungry" "on feeding tree" 
 3092 29 12 781479.74 7407899.72 66.8 "hungry" "search feeding tree" 
 3093 29 13 781479.74 7407899.72 65.2 "hungry" "on feeding tree" 
 3094 29 14 781479.74 7407899.72 72.2 "hungry" "on feeding tree" 
 3095 29 15 781479.74 7407899.72 79.2 "hungry" "on feeding tree" 
 3096 29 16 781499.26 7407903.01 77.6 "hungry" "search feeding tree" 
 3097 29 17 781499.26 7407903.01 76 "hungry" "on feeding tree" 
 3098 29 18 781499.26 7407903.01 83 "hungry" "on feeding tree" 
 3099 29 19 781499.26 7407903.01 90 "hungry" "on feeding tree" 
 3100 29 20 781518.79 7407906.3 88.4 "hungry" "search feeding tree" 
 3101 29 21 781518.79 7407906.3 86.8 "hungry" "on feeding tree" 
 3102 29 22 781518.79 7407906.3 93.8 "hungry" "on feeding tree" 
 3103 29 23 781518.79 7407906.3 100.8 "hungry" "on feeding tree" 
 3104 29 24 781537.96 7407911.24 99.2 "hungry" "search feeding tree" 
 3105 29 25 781537.96 7407911.24 97.6 "hungry" "on feeding tree" 
 3106 29 26 781537.96 7407911.24 104.6 "hungry" "on feeding tree" 
 3107 29 27 781557.48 7407914.57 103 "hungry" "search feeding tree" 
 3108 29 28 781557.48 7407914.57 101.4 "hungry" "on feeding tree" 
 3109 29 29 781557.48 7407914.57 108.4 "hungry" "on feeding tree" 
 3110 29 30 781557.48 7407914.57 115.4 "hungry" "on feeding tree" 
 3111 29 31 781577.01 7407917.89 113.8 "hungry" "search feeding tree" 
 3112 29 32 781577.01 7407917.89 112.2 "hungry" "on feeding tree" 
 3113 29 33 781577.01 7407917.89 119.2 "hungry" "on feeding tree" 
 3114 29 34 781577.01 7407917.89 126.2 "hungry" "on feeding tree" 
 3115 29 35 781577.01 7407917.89 133.2 "hungry" "on feeding tree" 
 3116 29 36 781577.01 7407917.89 140.2 "hungry" "on feeding tree" 
 3117 29 37 781596.53 7407921.21 138.6 "hungry" "search feeding tree" 
 3118 29 38 781596.53 7407921.21 137 "hungry" "on feeding tree" 
 3119 29 39 781596.53 7407921.21 144 "hungry" "on feeding tree" 
 3120 29 40 781616.16 7407923.79 142.4 "hungry" "search feeding tree" 
 3121 29 41 781616.16 7407923.79 140.8 "hungry" "on feeding tree" 
 3122 29 42 781635.79 7407926.36 139.2 "hungry" "search feeding tree" 
 3123 29 43 781635.79 7407926.36 137.6 "hungry" "on feeding tree" 
 3124 29 44 781635.79 7407926.36 144.6 "hungry" "on feeding tree" 
 3125 29 45 781635.79 7407926.36 151.6 "hungry" "on feeding tree" 
 3126 29 46 781637.63 7407912.34 155.7 "forage" "forage" 
 3127 29 47 781623.61 7407910.5 159.8 "forage" "forage" 
 3128 29 48 781625.45 7407896.48 163.9 "forage" "forage" 
 3129 29 49 781634.06 7407907.69 168 "forage" "forage" 
 3130 29 50 781645.28 7407899.08 172.1 "forage" "forage" 
 3131 29 51 781643.44 7407913.1 176.2 "forage" "forage" 
 3132 29 52 781641.6 7407927.12 180.3 "forage" "forage" 
 3133 29 53 781652.82 7407918.51 184.4 "forage" "forage" 
 3134 29 54 781666.84 7407920.35 188.5 "forage" "forage" 
 3135 29 55 781675.46 7407931.56 192.6 "forage" "forage" 
 3136 29 56 781673.62 7407945.59 196.7 "forage" "forage" 
 3137 29 57 781673.18 7407948.95 195.1 "resting" "to resting tree" 
 3138 29 58 781673.18 7407948.95 193.5 "resting" "on resting tree" 
 3139 29 59 781673.18 7407948.95 192.5 "resting" "on resting tree" 
 3140 29 60 781673.18 7407948.95 191.5 "resting" "on resting tree" 
 3141 29 61 781661.96 7407957.57 195.6 "forage" "forage" 
 3142 29 62 781660.12 7407971.59 199.7 "forage" "forage" 
 3143 29 63 781651.51 7407960.38 203.8 "forage" "forage" 
 3144 29 64 781653.35 7407946.35 207.9 "forage" "forage" 
 3145 29 65 781661.96 7407957.57 212 "forage" "forage" 
 3146 29 66 781664.03 7407960.26 210.4 "resting" "to resting tree" 
 3147 29 67 781664.03 7407960.26 208.8 "resting" "on resting tree" 
 3148 29 68 781664.03 7407960.26 207.8 "resting" "on resting tree" 
 3149 29 69 781664.03 7407960.26 206.8 "resting" "on resting tree" 
 3150 29 70 781675.25 7407951.65 210.9 "forage" "forage" 
 3151 29 71 781661.22 7407949.81 215 "forage" "forage" 
 3152 29 72 781663.06 7407935.78 219.1 "forage" "forage" 
 3153 29 73 781664.9 7407921.76 223.2 "forage" "forage" 
 3154 29 74 781663.06 7407935.78 227.3 "forage" "forage" 
 3155 29 75 781662.62 7407939.15 225.7 "resting" "to resting tree" 
 3156 29 76 781662.62 7407939.15 224.1 "resting" "on resting tree" 
 3157 29 77 781662.62 7407939.15 223.1 "resting" "on resting tree" 
 3158 29 78 781662.62 7407939.15 222.1 "resting" "on resting tree" 
 3159 29 79 781662.62 7407939.15 221.1 "resting" "on resting tree" 
 3160 29 80 781662.62 7407939.15 220.1 "resting" "on resting tree" 
 3161 29 81 781662.62 7407939.15 219.1 "resting" "on resting tree" 
 3162 29 82 781662.62 7407939.15 218.1 "resting" "on resting tree" 
 3163 29 83 781662.62 7407939.15 217.1 "resting" "on resting tree" 
 3164 29 84 781662.62 7407939.15 216.1 "resting" "on resting tree" 
 3165 29 85 781662.62 7407939.15 215.1 "resting" "on resting tree" 
 3166 29 86 781662.62 7407939.15 214.1 "resting" "on resting tree" 
 3167 29 87 781662.62 7407939.15 213.1 "resting" "on resting tree" 
 3168 29 88 781662.62 7407939.15 212.1 "resting" "on resting tree" 
 3169 29 89 781651.4 7407947.76 216.2 "forage" "forage" 
 3170 29 90 781649.56 7407961.79 220.3 "forage" "forage" 
 3171 29 91 781649.12 7407965.15 218.7 "resting" "to resting tree" 
 3172 29 92 781649.12 7407965.15 217.1 "resting" "on resting tree" 
 3173 29 93 781649.12 7407965.15 216.1 "resting" "on resting tree" 
 3174 29 94 781649.12 7407965.15 215.1 "resting" "on resting tree" 
 3175 29 95 781649.12 7407965.15 214.1 "resting" "on resting tree" 
 3176 29 96 781649.12 7407965.15 213.1 "resting" "on resting tree" 
 3177 29 97 781649.12 7407965.15 212.1 "resting" "on resting tree" 
 3178 29 98 781649.12 7407965.15 211.1 "resting" "on resting tree" 
 3179 29 99 781649.12 7407965.15 210.1 "resting" "on resting tree" 
 3180 29 100 781649.12 7407965.15 209.1 "resting" "on resting tree" 
 3181 29 101 781649.12 7407965.15 208.1 "resting" "on resting tree" 
 3182 29 102 781649.12 7407965.15 207.1 "resting" "on resting tree" 
 3183 29 103 781649.12 7407965.15 206.1 "resting" "on resting tree" 
 3184 29 104 781649.12 7407965.15 205.1 "resting" "on resting tree" 
 3185 29 105 781649.12 7407965.15 204.1 "resting" "on resting tree" 
 3186 29 106 781649.12 7407965.15 203.1 "resting" "on resting tree" 
 3187 29 107 781647.28 7407979.18 207.2 "forage" "forage" 
 3188 29 108 781658.5 7407970.56 211.3 "forage" "forage" 
 3189 29 109 781658.5 7407970.56 211.3 "night" "" 
 3190 29 110 781737.02 7407910.25 209.7 "sleeping" "to sleeping tree" 
 3191 30 1 781746.89 7407902.67 208.1 "resting" "to resting tree" 
 3192 30 2 781754.26 7407884.29 48.4 "hungry" "search feeding tree" 
 3193 30 3 781754.26 7407884.29 46.8 "hungry" "on feeding tree" 
 3194 30 4 781754.26 7407884.29 53.8 "hungry" "on feeding tree" 
 3195 30 5 781754.26 7407884.29 60.8 "hungry" "on feeding tree" 
 3196 30 6 781754.26 7407884.29 67.8 "hungry" "on feeding tree" 
 3197 30 7 781746.89 7407902.67 66.2 "hungry" "search feeding tree" 
 3198 30 8 781746.89 7407902.67 64.6 "hungry" "on feeding tree" 
 3199 30 9 781746.89 7407902.67 71.6 "hungry" "on feeding tree" 
 3200 30 10 781754.26 7407884.29 70 "hungry" "search feeding tree" 
 3201 30 11 781754.26 7407884.29 68.4 "hungry" "on feeding tree" 
 3202 30 12 781734.46 7407884.3 66.8 "hungry" "search feeding tree" 
 3203 30 13 781734.46 7407884.3 65.2 "hungry" "on feeding tree" 
 3204 30 14 781734.46 7407884.3 69.2 "hungry" "on feeding tree" 
 3205 30 15 781714.66 7407884.31 67.6 "hungry" "search feeding tree" 
 3206 30 16 781714.66 7407884.31 66 "hungry" "on feeding tree" 
 3207 30 17 781714.66 7407884.31 70 "hungry" "on feeding tree" 
 3208 30 18 781734.14 7407880.75 68.4 "hungry" "search feeding tree" 
 3209 30 19 781734.14 7407880.75 66.8 "hungry" "on feeding tree" 
 3210 30 20 781730.79 7407900.27 65.2 "hungry" "search feeding tree" 
 3211 30 21 781730.79 7407900.27 63.6 "hungry" "on feeding tree" 
 3212 30 22 781730.79 7407900.27 67.6 "hungry" "on feeding tree" 
 3213 30 23 781730.79 7407900.27 71.6 "hungry" "on feeding tree" 
 3214 30 24 781719.6 7407883.93 70 "hungry" "search feeding tree" 
 3215 30 25 781719.6 7407883.93 68.4 "hungry" "on feeding tree" 
 3216 30 26 781719.6 7407883.93 72.4 "hungry" "on feeding tree" 
 3217 30 27 781719.6 7407883.93 76.4 "hungry" "on feeding tree" 
 3218 30 28 781735.88 7407872.66 74.8 "hungry" "search feeding tree" 
 3219 30 29 781735.88 7407872.66 73.2 "hungry" "on feeding tree" 
 3220 30 30 781735.88 7407872.66 77.2 "hungry" "on feeding tree" 
 3221 30 31 781735.88 7407872.66 81.2 "hungry" "on feeding tree" 
 3222 30 32 781731.96 7407892.07 79.6 "hungry" "search feeding tree" 
 3223 30 33 781731.96 7407892.07 78 "hungry" "on feeding tree" 
 3224 30 34 781731.96 7407892.07 82 "hungry" "on feeding tree" 
 3225 30 35 781731.96 7407892.07 86 "hungry" "on feeding tree" 
 3226 30 36 781731.96 7407892.07 90 "hungry" "on feeding tree" 
 3227 30 37 781735.88 7407872.66 88.4 "hungry" "search feeding tree" 
 3228 30 38 781735.88 7407872.66 86.8 "hungry" "on feeding tree" 
 3229 30 39 781735.88 7407872.66 90.8 "hungry" "on feeding tree" 
 3230 30 40 781731.96 7407892.07 89.2 "hungry" "search feeding tree" 
 3231 30 41 781731.96 7407892.07 87.6 "hungry" "on feeding tree" 
 3232 30 42 781731.96 7407892.07 91.6 "hungry" "on feeding tree" 
 3233 30 43 781731.96 7407892.07 95.6 "hungry" "on feeding tree" 
 3234 30 44 781735.88 7407872.66 94 "hungry" "search feeding tree" 
 3235 30 45 781735.88 7407872.66 92.4 "hungry" "on feeding tree" 
 3236 30 46 781735.88 7407872.66 96.4 "hungry" "on feeding tree" 
 3237 30 47 781735.88 7407872.66 100.4 "hungry" "on feeding tree" 
 3238 30 48 781731.96 7407892.07 98.8 "hungry" "search feeding tree" 
 3239 30 49 781731.96 7407892.07 97.2 "hungry" "on feeding tree" 
 3240 30 50 781731.96 7407892.07 101.2 "hungry" "on feeding tree" 
 3241 30 51 781731.96 7407892.07 105.2 "hungry" "on feeding tree" 
 3242 30 52 781713.22 7407885.66 103.6 "hungry" "search feeding tree" 
 3243 30 53 781713.22 7407885.66 102 "hungry" "on feeding tree" 
 3244 30 54 781713.22 7407885.66 106 "hungry" "on feeding tree" 
 3245 30 55 781713.22 7407885.66 110 "hungry" "on feeding tree" 
 3246 30 56 781713.22 7407885.66 114 "hungry" "on feeding tree" 
 3247 30 57 781732.03 7407879.46 112.4 "hungry" "search feeding tree" 
 3248 30 58 781732.03 7407879.46 110.8 "hungry" "on feeding tree" 
 3249 30 59 781732.03 7407879.46 114.8 "hungry" "on feeding tree" 
 3250 30 60 781732.03 7407879.46 118.8 "hungry" "on feeding tree" 
 3251 30 61 781732.03 7407879.46 122.8 "hungry" "on feeding tree" 
 3252 30 62 781732.03 7407879.46 126.8 "hungry" "on feeding tree" 
 3253 30 63 781737.9 7407898.37 125.2 "hungry" "search feeding tree" 
 3254 30 64 781737.9 7407898.37 123.6 "hungry" "on feeding tree" 
 3255 30 65 781737.9 7407898.37 127.6 "hungry" "on feeding tree" 
 3256 30 66 781737.9 7407898.37 131.6 "hungry" "on feeding tree" 
 3257 30 67 781757.57 7407896.11 130 "hungry" "search feeding tree" 
 3258 30 68 781757.57 7407896.11 128.4 "hungry" "on feeding tree" 
 3259 30 69 781757.57 7407896.11 135.4 "hungry" "on feeding tree" 
 3260 30 70 781737.9 7407898.37 133.8 "hungry" "search feeding tree" 
 3261 30 71 781737.9 7407898.37 132.2 "hungry" "on feeding tree" 
 3262 30 72 781737.9 7407898.37 139.2 "hungry" "on feeding tree" 
 3263 30 73 781757.57 7407896.11 137.6 "hungry" "search feeding tree" 
 3264 30 74 781757.57 7407896.11 136 "hungry" "on feeding tree" 
 3265 30 75 781739.8 7407887.38 134.4 "hungry" "search feeding tree" 
 3266 30 76 781739.8 7407887.38 132.8 "hungry" "on feeding tree" 
 3267 30 77 781739.8 7407887.38 136.8 "hungry" "on feeding tree" 
 3268 30 78 781739.8 7407887.38 140.8 "hungry" "on feeding tree" 
 3269 30 79 781722.02 7407878.65 139.2 "hungry" "search feeding tree" 
 3270 30 80 781722.02 7407878.65 137.6 "hungry" "on feeding tree" 
 3271 30 81 781722.02 7407878.65 141.6 "hungry" "on feeding tree" 
 3272 30 82 781722.02 7407878.65 145.6 "hungry" "on feeding tree" 
 3273 30 83 781716.25 7407897.59 144 "hungry" "search feeding tree" 
 3274 30 84 781716.25 7407897.59 142.4 "hungry" "on feeding tree" 
 3275 30 85 781716.25 7407897.59 146.4 "hungry" "on feeding tree" 
 3276 30 86 781702.1 7407911.44 144.8 "hungry" "search feeding tree" 
 3277 30 87 781702.1 7407911.44 143.2 "hungry" "on feeding tree" 
 3278 30 88 781702.1 7407911.44 148.2 "hungry" "on feeding tree" 
 3279 30 89 781702.1 7407911.44 153.2 "hungry" "on feeding tree" 
 3280 30 90 781701.95 7407925.58 157.3 "forage" "forage" 
 3281 30 91 781716.09 7407925.73 161.4 "forage" "forage" 
 3282 30 92 781725.99 7407935.84 165.5 "forage" "forage" 
 3283 30 93 781740.13 7407935.99 169.6 "forage" "forage" 
 3284 30 94 781730.24 7407925.88 173.7 "forage" "forage" 
 3285 30 95 781720.13 7407935.78 177.8 "forage" "forage" 
 3286 30 96 781720.28 7407921.63 181.9 "forage" "forage" 
 3287 30 97 781706.14 7407921.48 186 "forage" "forage" 
 3288 30 98 781720.28 7407921.63 190.1 "forage" "forage" 
 3289 30 99 781734.42 7407921.78 194.2 "forage" "forage" 
 3290 30 100 781734.27 7407935.93 198.3 "forage" "forage" 
 3291 30 101 781744.38 7407926.03 202.4 "forage" "forage" 
 3292 30 102 781754.49 7407916.14 206.5 "forage" "forage" 
 3293 30 103 781764.59 7407906.24 210.6 "forage" "forage" 
 3294 30 104 781778.74 7407906.39 214.7 "forage" "forage" 
 3295 30 105 781778.59 7407920.54 218.8 "forage" "forage" 
 3296 30 106 781778.44 7407934.68 222.9 "forage" "forage" 
 3297 30 107 781778.29 7407948.82 227 "forage" "forage" 
 3298 30 108 781778.14 7407962.97 231.1 "forage" "forage" 
 3299 30 109 781778.14 7407962.97 231.1 "night" "" 
 3300 30 110 781777.09 7408061.97 229.5 "sleeping" "to sleeping tree" 
 3301 31 1 781777.05 7408065.36 227.9 "resting" "to resting tree" 
 3302 31 2 781775.7 7408045.61 48.4 "hungry" "search feeding tree" 
 3303 31 3 781775.7 7408045.61 46.8 "hungry" "on feeding tree" 
 3304 31 4 781775.7 7408045.61 53.8 "hungry" "on feeding tree" 
 3305 31 5 781775.7 7408045.61 60.8 "hungry" "on feeding tree" 
 3306 31 6 781757.12 7408052.45 59.2 "hungry" "search feeding tree" 
 3307 31 7 781757.12 7408052.45 57.6 "hungry" "on feeding tree" 
 3308 31 8 781757.12 7408052.45 64.6 "hungry" "on feeding tree" 
 3309 31 9 781757.12 7408052.45 71.6 "hungry" "on feeding tree" 
 3310 31 10 781757.49 7408072.25 70 "hungry" "search feeding tree" 
 3311 31 11 781757.49 7408072.25 68.4 "hungry" "on feeding tree" 
 3312 31 12 781757.49 7408072.25 75.4 "hungry" "on feeding tree" 
 3313 31 13 781757.49 7408072.25 82.4 "hungry" "on feeding tree" 
 3314 31 14 781757.12 7408052.45 80.8 "hungry" "search feeding tree" 
 3315 31 15 781757.12 7408052.45 79.2 "hungry" "on feeding tree" 
 3316 31 16 781757.12 7408052.45 86.2 "hungry" "on feeding tree" 
 3317 31 17 781757.12 7408052.45 93.2 "hungry" "on feeding tree" 
 3318 31 18 781757.49 7408072.25 91.6 "hungry" "search feeding tree" 
 3319 31 19 781757.49 7408072.25 90 "hungry" "on feeding tree" 
 3320 31 20 781757.49 7408072.25 97 "hungry" "on feeding tree" 
 3321 31 21 781772.63 7408059.5 95.4 "hungry" "search feeding tree" 
 3322 31 22 781772.63 7408059.5 93.8 "hungry" "on feeding tree" 
 3323 31 23 781772.63 7408059.5 100.8 "hungry" "on feeding tree" 
 3324 31 24 781772.63 7408059.5 107.8 "hungry" "on feeding tree" 
 3325 31 25 781772.63 7408059.5 114.8 "hungry" "on feeding tree" 
 3326 31 26 781772.63 7408059.5 121.8 "hungry" "on feeding tree" 
 3327 31 27 781757.49 7408072.25 120.2 "hungry" "search feeding tree" 
 3328 31 28 781757.49 7408072.25 118.6 "hungry" "on feeding tree" 
 3329 31 29 781757.49 7408072.25 125.6 "hungry" "on feeding tree" 
 3330 31 30 781757.49 7408072.25 132.6 "hungry" "on feeding tree" 
 3331 31 31 781757.49 7408072.25 139.6 "hungry" "on feeding tree" 
 3332 31 32 781757.49 7408072.25 146.6 "hungry" "on feeding tree" 
 3333 31 33 781757.12 7408052.45 145 "hungry" "search feeding tree" 
 3334 31 34 781757.12 7408052.45 143.4 "hungry" "on feeding tree" 
 3335 31 35 781757.12 7408052.45 150.4 "hungry" "on feeding tree" 
 3336 31 36 781756.85 7408038.31 154.5 "forage" "forage" 
 3337 31 37 781746.66 7408028.5 158.6 "forage" "forage" 
 3338 31 38 781737.7 7408019.86 157 "resting" "to resting tree" 
 3339 31 39 781737.7 7408019.86 155.4 "resting" "on resting tree" 
