ticks day timestep x y energy status action
 3806 35 66 781651.15 7407692.6 138 "hungry" "on feeding tree" 
 3807 35 67 781651.15 7407692.6 143 "hungry" "on feeding tree" 
 3808 35 68 781651.15 7407692.6 148 "hungry" "on feeding tree" 
 3809 35 69 781635.18 7407680.9 146.4 "hungry" "search feeding tree" 
 3810 35 70 781635.18 7407680.9 144.8 "hungry" "on feeding tree" 
 3811 35 71 781635.18 7407680.9 149.8 "hungry" "on feeding tree" 
 3812 35 72 781635.18 7407680.9 154.8 "hungry" "on feeding tree" 
 3813 35 73 781632.44 7407678.9 153.2 "resting" "to resting tree" 
 3814 35 74 781625.59 7407673.89 151.6 "resting" "to resting tree" 
 3815 35 75 781622.85 7407671.88 150 "resting" "to resting tree" 
 3816 35 76 781622.85 7407671.88 148.4 "resting" "on resting tree" 
 3817 35 77 781622.85 7407671.88 147.4 "resting" "on resting tree" 
 3818 35 78 781622.85 7407671.88 146.4 "resting" "on resting tree" 
 3819 35 79 781622.85 7407671.88 145.4 "resting" "on resting tree" 
 3820 35 80 781622.85 7407671.88 144.4 "resting" "on resting tree" 
 3821 35 81 781622.85 7407671.88 143.4 "resting" "on resting tree" 
 3822 35 82 781622.85 7407671.88 142.4 "resting" "on resting tree" 
 3823 35 83 781622.85 7407671.88 141.4 "resting" "on resting tree" 
 3824 35 84 781636.83 7407669.72 145.5 "forage" "forage" 
 3825 35 85 781648.24 7407678.07 149.6 "forage" "forage" 
 3826 35 86 781646.08 7407664.1 153.7 "forage" "forage" 
 3827 35 87 781654.44 7407652.68 157.8 "forage" "forage" 
 3828 35 88 781656.6 7407666.66 161.9 "forage" "forage" 
 3829 35 89 781658.76 7407680.64 166 "forage" "forage" 
 3830 35 90 781660.92 7407694.62 170.1 "forage" "forage" 
 3831 35 91 781649.51 7407686.26 174.2 "forage" "forage" 
 3832 35 92 781638.1 7407677.91 178.3 "forage" "forage" 
 3833 35 93 781649.51 7407686.26 182.4 "forage" "forage" 
 3834 35 94 781663.49 7407684.1 186.5 "forage" "forage" 
 3835 35 95 781666.84 7407683.58 184.9 "resting" "to resting tree" 
 3836 35 96 781652.86 7407685.74 189 "forage" "forage" 
 3837 35 97 781655.02 7407699.72 193.1 "forage" "forage" 
 3838 35 98 781656.32 7407708.11 191.5 "resting" "to resting tree" 
 3839 35 99 781656.32 7407708.11 189.9 "resting" "on resting tree" 
 3840 35 100 781656.32 7407708.11 188.9 "resting" "on resting tree" 
 3841 35 101 781656.32 7407708.11 187.9 "resting" "on resting tree" 
 3842 35 102 781656.32 7407708.11 186.9 "resting" "on resting tree" 
 3843 35 103 781656.32 7407708.11 185.9 "resting" "on resting tree" 
 3844 35 104 781656.32 7407708.11 184.9 "resting" "on resting tree" 
 3845 35 105 781656.32 7407708.11 183.9 "resting" "on resting tree" 
 3846 35 106 781656.32 7407708.11 182.9 "resting" "on resting tree" 
 3847 35 107 781656.32 7407708.11 181.9 "resting" "on resting tree" 
 3848 35 108 781656.32 7407708.11 180.9 "resting" "on resting tree" 
 3849 35 109 781656.32 7407708.11 180.9 "night" "" 
 3850 35 110 781671.45 7407805.95 179.3 "sleeping" "to sleeping tree" 
 3851 36 1 781675.08 7407829.44 177.7 "resting" "to resting tree" 
 3852 36 2 781660.18 7407816.4 48.4 "hungry" "search feeding tree" 
 3853 36 3 781660.18 7407816.4 46.8 "hungry" "on feeding tree" 
 3854 36 4 781660.18 7407816.4 53.8 "hungry" "on feeding tree" 
 3855 36 5 781675.45 7407829.01 52.2 "hungry" "search feeding tree" 
 3856 36 6 781675.45 7407829.01 50.6 "hungry" "on feeding tree" 
 3857 36 7 781659.2 7407817.69 49 "hungry" "search feeding tree" 
 3858 36 8 781659.2 7407817.69 47.4 "hungry" "on feeding tree" 
 3859 36 9 781676.56 7407827.22 45.8 "hungry" "search feeding tree" 
 3860 36 10 781676.56 7407827.22 44.2 "hungry" "on feeding tree" 
 3861 36 11 781690.73 7407813.4 42.6 "hungry" "search feeding tree" 
 3862 36 12 781690.73 7407813.4 41 "hungry" "on feeding tree" 
 3863 36 13 781676.56 7407827.22 39.4 "hungry" "search feeding tree" 
 3864 36 14 781676.56 7407827.22 37.8 "hungry" "on feeding tree" 
 3865 36 15 781676.56 7407827.22 44.8 "hungry" "on feeding tree" 
 3866 36 16 781690.73 7407813.4 43.2 "hungry" "search feeding tree" 
 3867 36 17 781690.73 7407813.4 41.6 "hungry" "on feeding tree" 
 3868 36 18 781690.73 7407813.4 48.6 "hungry" "on feeding tree" 
 3869 36 19 781697.14 7407794.66 47 "hungry" "search feeding tree" 
 3870 36 20 781697.14 7407794.66 45.4 "hungry" "on feeding tree" 
 3871 36 21 781703.56 7407775.93 43.8 "hungry" "search feeding tree" 
 3872 36 22 781703.56 7407775.93 42.2 "hungry" "on feeding tree" 
 3873 36 23 781703.56 7407775.93 49.2 "hungry" "on feeding tree" 
 3874 36 24 781697.14 7407794.66 47.6 "hungry" "search feeding tree" 
 3875 36 25 781697.14 7407794.66 46 "hungry" "on feeding tree" 
 3876 36 26 781697.14 7407794.66 53 "hungry" "on feeding tree" 
 3877 36 27 781697.14 7407794.66 60 "hungry" "on feeding tree" 
 3878 36 28 781684.56 7407809.95 58.4 "hungry" "search feeding tree" 
 3879 36 29 781684.56 7407809.95 56.8 "hungry" "on feeding tree" 
 3880 36 30 781684.56 7407809.95 63.8 "hungry" "on feeding tree" 
 3881 36 31 781671.97 7407825.23 62.2 "hungry" "search feeding tree" 
 3882 36 32 781671.97 7407825.23 60.6 "hungry" "on feeding tree" 
 3883 36 33 781655.38 7407814.42 59 "hungry" "search feeding tree" 
 3884 36 34 781655.38 7407814.42 57.4 "hungry" "on feeding tree" 
 3885 36 35 781655.38 7407814.42 64.4 "hungry" "on feeding tree" 
 3886 36 36 781671.97 7407825.23 62.8 "hungry" "search feeding tree" 
 3887 36 37 781671.97 7407825.23 61.2 "hungry" "on feeding tree" 
 3888 36 38 781671.97 7407825.23 68.2 "hungry" "on feeding tree" 
 3889 36 39 781689.02 7407815.17 66.6 "hungry" "search feeding tree" 
 3890 36 40 781689.02 7407815.17 65 "hungry" "on feeding tree" 
 3891 36 41 781689.02 7407815.17 72 "hungry" "on feeding tree" 
 3892 36 42 781689.02 7407815.17 79 "hungry" "on feeding tree" 
 3893 36 43 781689.02 7407815.17 86 "hungry" "on feeding tree" 
 3894 36 44 781671.97 7407825.23 84.4 "hungry" "search feeding tree" 
 3895 36 45 781671.97 7407825.23 82.8 "hungry" "on feeding tree" 
 3896 36 46 781671.97 7407825.23 89.8 "hungry" "on feeding tree" 
 3897 36 47 781671.97 7407825.23 96.8 "hungry" "on feeding tree" 
 3898 36 48 781689.02 7407815.17 95.2 "hungry" "search feeding tree" 
 3899 36 49 781689.02 7407815.17 93.6 "hungry" "on feeding tree" 
 3900 36 50 781689.02 7407815.17 100.6 "hungry" "on feeding tree" 
 3901 36 51 781672.15 7407825.54 99 "hungry" "search feeding tree" 
 3902 36 52 781672.15 7407825.54 97.4 "hungry" "on feeding tree" 
 3903 36 53 781672.15 7407825.54 104.4 "hungry" "on feeding tree" 
 3904 36 54 781655.28 7407835.91 102.8 "hungry" "search feeding tree" 
 3905 36 55 781655.28 7407835.91 101.2 "hungry" "on feeding tree" 
 3906 36 56 781667.82 7407820.58 99.6 "hungry" "search feeding tree" 
 3907 36 57 781667.82 7407820.58 98 "hungry" "on feeding tree" 
 3908 36 58 781667.82 7407820.58 105 "hungry" "on feeding tree" 
 3909 36 59 781667.82 7407820.58 112 "hungry" "on feeding tree" 
 3910 36 60 781655.28 7407835.91 110.4 "hungry" "search feeding tree" 
 3911 36 61 781655.28 7407835.91 108.8 "hungry" "on feeding tree" 
 3912 36 62 781655.28 7407835.91 115.8 "hungry" "on feeding tree" 
 3913 36 63 781672.15 7407825.54 114.2 "hungry" "search feeding tree" 
 3914 36 64 781672.15 7407825.54 112.6 "hungry" "on feeding tree" 
 3915 36 65 781672.15 7407825.54 119.6 "hungry" "on feeding tree" 
 3916 36 66 781672.15 7407825.54 126.6 "hungry" "on feeding tree" 
 3917 36 67 781672.15 7407825.54 133.6 "hungry" "on feeding tree" 
 3918 36 68 781689.02 7407815.16 132 "hungry" "search feeding tree" 
 3919 36 69 781689.02 7407815.16 130.4 "hungry" "on feeding tree" 
 3920 36 70 781689.02 7407815.16 137.4 "hungry" "on feeding tree" 
 3921 36 71 781689.02 7407815.16 144.4 "hungry" "on feeding tree" 
 3922 36 72 781689.02 7407815.16 151.4 "hungry" "on feeding tree" 
 3923 36 73 781709.26 7407802.72 149.8 "resting" "to resting tree" 
 3924 36 74 781716.49 7407798.27 148.2 "resting" "to resting tree" 
 3925 36 75 781716.49 7407798.27 146.6 "resting" "on resting tree" 
 3926 36 76 781716.49 7407798.27 145.6 "resting" "on resting tree" 
 3927 36 77 781716.49 7407798.27 144.6 "resting" "on resting tree" 
 3928 36 78 781716.49 7407798.27 143.6 "resting" "on resting tree" 
 3929 36 79 781716.49 7407798.27 142.6 "resting" "on resting tree" 
 3930 36 80 781716.49 7407798.27 141.6 "resting" "on resting tree" 
 3931 36 81 781716.49 7407798.27 140.6 "resting" "on resting tree" 
 3932 36 82 781716.49 7407798.27 139.6 "resting" "on resting tree" 
 3933 36 83 781704.44 7407805.68 143.7 "forage" "forage" 
 3934 36 84 781692.39 7407813.09 147.8 "forage" "forage" 
 3935 36 85 781699.8 7407825.14 151.9 "forage" "forage" 
 3936 36 86 781713.56 7407828.42 156 "forage" "forage" 
 3937 36 87 781716.86 7407829.2 154.4 "resting" "to resting tree" 
 3938 36 88 781716.86 7407829.2 152.8 "resting" "on resting tree" 
 3939 36 89 781716.86 7407829.2 151.8 "resting" "on resting tree" 
 3940 36 90 781716.86 7407829.2 150.8 "resting" "on resting tree" 
 3941 36 91 781716.86 7407829.2 149.8 "resting" "on resting tree" 
 3942 36 92 781716.86 7407829.2 148.8 "resting" "on resting tree" 
 3943 36 93 781716.86 7407829.2 147.8 "resting" "on resting tree" 
 3944 36 94 781716.86 7407829.2 146.8 "resting" "on resting tree" 
 3945 36 95 781716.86 7407829.2 145.8 "resting" "on resting tree" 
 3946 36 96 781716.86 7407829.2 144.8 "resting" "on resting tree" 
 3947 36 97 781724.27 7407841.25 148.9 "forage" "forage" 
 3948 36 98 781736.32 7407833.84 153 "forage" "forage" 
 3949 36 99 781728.91 7407821.8 157.1 "forage" "forage" 
 3950 36 100 781740.96 7407814.39 161.2 "forage" "forage" 
 3951 36 101 781733.55 7407802.34 165.3 "forage" "forage" 
 3952 36 102 781730.27 7407816.1 169.4 "forage" "forage" 
 3953 36 103 781726.99 7407829.85 173.5 "forage" "forage" 
 3954 36 104 781739.04 7407822.44 177.6 "forage" "forage" 
 3955 36 105 781726.99 7407829.85 181.7 "forage" "forage" 
 3956 36 106 781714.94 7407837.26 185.8 "forage" "forage" 
 3957 36 107 781712.05 7407839.04 184.2 "resting" "to resting tree" 
 3958 36 108 781712.05 7407839.04 182.6 "resting" "on resting tree" 
 3959 36 109 781712.05 7407839.04 182.6 "night" "" 
 3960 36 110 781519.28 7407957.6 181 "sleeping" "to sleeping tree" 
 3961 37 1 781512.06 7407962.04 179.4 "resting" "to resting tree" 
 3962 37 2 781528.44 7407973.16 48.4 "hungry" "search feeding tree" 
 3963 37 3 781528.44 7407973.16 46.8 "hungry" "on feeding tree" 
 3964 37 4 781528.44 7407973.16 53.8 "hungry" "on feeding tree" 
 3965 37 5 781528.44 7407973.16 60.8 "hungry" "on feeding tree" 
 3966 37 6 781528.44 7407973.16 67.8 "hungry" "on feeding tree" 
 3967 37 7 781544.83 7407984.28 66.2 "hungry" "search feeding tree" 
 3968 37 8 781544.83 7407984.28 64.6 "hungry" "on feeding tree" 
 3969 37 9 781544.83 7407984.28 71.6 "hungry" "on feeding tree" 
 3970 37 10 781560.82 7407995.96 70 "hungry" "search feeding tree" 
 3971 37 11 781560.82 7407995.96 68.4 "hungry" "on feeding tree" 
 3972 37 12 781560.82 7407995.96 75.4 "hungry" "on feeding tree" 
 3973 37 13 781576.8 7408007.65 73.8 "hungry" "search feeding tree" 
 3974 37 14 781576.8 7408007.65 72.2 "hungry" "on feeding tree" 
 3975 37 15 781576.8 7408007.65 79.2 "hungry" "on feeding tree" 
 3976 37 16 781592.79 7408019.33 77.6 "hungry" "search feeding tree" 
 3977 37 17 781592.79 7408019.33 76 "hungry" "on feeding tree" 
 3978 37 18 781592.79 7408019.33 83 "hungry" "on feeding tree" 
 3979 37 19 781612.59 7408018.83 81.4 "hungry" "search feeding tree" 
 3980 37 20 781612.59 7408018.83 79.8 "hungry" "on feeding tree" 
 3981 37 21 781612.59 7408018.83 86.8 "hungry" "on feeding tree" 
 3982 37 22 781612.59 7408018.83 93.8 "hungry" "on feeding tree" 
 3983 37 23 781632.38 7408018.33 92.2 "hungry" "search feeding tree" 
 3984 37 24 781632.38 7408018.33 90.6 "hungry" "on feeding tree" 
 3985 37 25 781632.38 7408018.33 97.6 "hungry" "on feeding tree" 
 3986 37 26 781632.38 7408018.33 104.6 "hungry" "on feeding tree" 
 3987 37 27 781632.38 7408018.33 111.6 "hungry" "on feeding tree" 
 3988 37 28 781652.18 7408017.83 110 "hungry" "search feeding tree" 
 3989 37 29 781652.18 7408017.83 108.4 "hungry" "on feeding tree" 
 3990 37 30 781652.18 7408017.83 115.4 "hungry" "on feeding tree" 
 3991 37 31 781652.18 7408017.83 122.4 "hungry" "on feeding tree" 
 3992 37 32 781652.18 7408017.83 129.4 "hungry" "on feeding tree" 
 3993 37 33 781652.18 7408017.83 136.4 "hungry" "on feeding tree" 
 3994 37 34 781632.52 7408015.4 134.8 "hungry" "search feeding tree" 
 3995 37 35 781632.52 7408015.4 133.2 "hungry" "on feeding tree" 
 3996 37 36 781632.52 7408015.4 140.2 "hungry" "on feeding tree" 
 3997 37 37 781632.52 7408015.4 147.2 "hungry" "on feeding tree" 
 3998 37 38 781652.18 7408017.83 145.6 "hungry" "search feeding tree" 
 3999 37 39 781652.18 7408017.83 144 "hungry" "on feeding tree" 
 4000 37 40 781652.18 7408017.83 151 "hungry" "on feeding tree" 
 4001 37 41 781641.02 7408026.53 155.1 "forage" "forage" 
 4002 37 42 781629.87 7408035.23 159.2 "forage" "forage" 
 4003 37 43 781641.02 7408026.53 163.3 "forage" "forage" 
 4004 37 44 781632.32 7408015.38 167.4 "forage" "forage" 
 4005 37 45 781623.63 7408004.22 171.5 "forage" "forage" 
 4006 37 46 781632.32 7408015.38 175.6 "forage" "forage" 
 4007 37 47 781634.06 7408001.34 179.7 "forage" "forage" 
 4008 37 48 781648.1 7408003.07 183.8 "forage" "forage" 
 4009 37 49 781651.47 7408003.49 182.2 "resting" "to resting tree" 
 4010 37 50 781651.47 7408003.49 180.6 "resting" "on resting tree" 
 4011 37 51 781651.47 7408003.49 179.6 "resting" "on resting tree" 
 4012 37 52 781651.47 7408003.49 178.6 "resting" "on resting tree" 
 4013 37 53 781651.47 7408003.49 177.6 "resting" "on resting tree" 
 4014 37 54 781651.47 7408003.49 176.6 "resting" "on resting tree" 
 4015 37 55 781651.47 7408003.49 175.6 "resting" "on resting tree" 
 4016 37 56 781651.47 7408003.49 174.6 "resting" "on resting tree" 
 4017 37 57 781662.62 7407994.79 178.7 "forage" "forage" 
 4018 37 58 781660.88 7408008.83 182.8 "forage" "forage" 
 4019 37 59 781669.58 7408019.98 186.9 "forage" "forage" 
 4020 37 60 781671.32 7408005.95 191 "forage" "forage" 
 4021 37 61 781673.05 7407991.91 195.1 "forage" "forage" 
 4022 37 62 781673.47 7407988.54 193.5 "resting" "to resting tree" 
 4023 37 63 781673.47 7407988.54 191.9 "resting" "on resting tree" 
 4024 37 64 781673.47 7407988.54 190.9 "resting" "on resting tree" 
 4025 37 65 781673.47 7407988.54 189.9 "resting" "on resting tree" 
 4026 37 66 781673.47 7407988.54 188.9 "resting" "on resting tree" 
 4027 37 67 781673.47 7407988.54 187.9 "resting" "on resting tree" 
 4028 37 68 781673.47 7407988.54 186.9 "resting" "on resting tree" 
 4029 37 69 781673.47 7407988.54 185.9 "resting" "on resting tree" 
 4030 37 70 781673.47 7407988.54 184.9 "resting" "on resting tree" 
 4031 37 71 781673.47 7407988.54 183.9 "resting" "on resting tree" 
 4032 37 72 781673.47 7407988.54 182.9 "resting" "on resting tree" 
 4033 37 73 781673.47 7407988.54 181.9 "resting" "on resting tree" 
 4034 37 74 781664.77 7407977.39 186 "forage" "forage" 
 4035 37 75 781675.93 7407968.69 190.1 "forage" "forage" 
 4036 37 76 781667.23 7407957.54 194.2 "forage" "forage" 
 4037 37 77 781658.53 7407946.38 198.3 "forage" "forage" 
 4038 37 78 781660.26 7407932.35 202.4 "forage" "forage" 
 4039 37 79 781658.53 7407946.38 206.5 "forage" "forage" 
 4040 37 80 781669.68 7407937.68 210.6 "forage" "forage" 
 4041 37 81 781658.53 7407946.38 214.7 "forage" "forage" 
 4042 37 82 781647.38 7407955.08 218.8 "forage" "forage" 
 4043 37 83 781645.64 7407969.12 222.9 "forage" "forage" 
 4044 37 84 781656.79 7407960.42 227 "forage" "forage" 
 4045 37 85 781667.95 7407951.72 231.1 "forage" "forage" 
 4046 37 86 781666.21 7407965.76 235.2 "forage" "forage" 
 4047 37 87 781665.79 7407969.13 233.6 "resting" "to resting tree" 
 4048 37 88 781665.79 7407969.13 232 "resting" "on resting tree" 
 4049 37 89 781665.79 7407969.13 231 "resting" "on resting tree" 
 4050 37 90 781665.79 7407969.13 230 "resting" "on resting tree" 
 4051 37 91 781665.79 7407969.13 229 "resting" "on resting tree" 
 4052 37 92 781665.79 7407969.13 228 "resting" "on resting tree" 
 4053 37 93 781665.79 7407969.13 227 "resting" "on resting tree" 
 4054 37 94 781665.79 7407969.13 226 "resting" "on resting tree" 
 4055 37 95 781665.79 7407969.13 225 "resting" "on resting tree" 
 4056 37 96 781665.79 7407969.13 224 "resting" "on resting tree" 
 4057 37 97 781665.79 7407969.13 223 "resting" "on resting tree" 
 4058 37 98 781665.79 7407969.13 222 "resting" "on resting tree" 
 4059 37 99 781665.79 7407969.13 221 "resting" "on resting tree" 
 4060 37 100 781665.79 7407969.13 220 "resting" "on resting tree" 
 4061 37 101 781665.79 7407969.13 219 "resting" "on resting tree" 
 4062 37 102 781665.79 7407969.13 218 "resting" "on resting tree" 
 4063 37 103 781665.79 7407969.13 217 "resting" "on resting tree" 
 4064 37 104 781679.83 7407970.86 221.1 "forage" "forage" 
 4065 37 105 781681.57 7407956.83 225.2 "forage" "forage" 
 4066 37 106 781683.3 7407942.79 229.3 "forage" "forage" 
 4067 37 107 781669.27 7407941.05 233.4 "forage" "forage" 
 4068 37 108 781655.23 7407939.32 237.5 "forage" "forage" 
 4069 37 109 781655.23 7407939.32 237.5 "night" "" 
 4070 37 110 781599.08 7407932.37 235.9 "sleeping" "to sleeping tree" 
 4071 38 1 781595.71 7407931.96 234.3 "resting" "to resting tree" 
 4072 38 2 781615.46 7407930.55 48.4 "hungry" "search feeding tree" 
 4073 38 3 781615.46 7407930.55 46.8 "hungry" "on feeding tree" 
 4074 38 4 781615.46 7407930.55 53.8 "hungry" "on feeding tree" 
 4075 38 5 781635.21 7407929.15 52.2 "hungry" "search feeding tree" 
 4076 38 6 781635.21 7407929.15 50.6 "hungry" "on feeding tree" 
 4077 38 7 781635.21 7407929.15 57.6 "hungry" "on feeding tree" 
 4078 38 8 781635.21 7407929.15 64.6 "hungry" "on feeding tree" 
 4079 38 9 781654.97 7407927.74 63 "hungry" "search feeding tree" 
 4080 38 10 781654.97 7407927.74 61.4 "hungry" "on feeding tree" 
 4081 38 11 781654.97 7407927.74 68.4 "hungry" "on feeding tree" 
 4082 38 12 781651.95 7407908.17 66.8 "hungry" "search feeding tree" 
 4083 38 13 781651.95 7407908.17 65.2 "hungry" "on feeding tree" 
 4084 38 14 781651.95 7407908.17 70.2 "hungry" "on feeding tree" 
 4085 38 15 781651.95 7407908.17 75.2 "hungry" "on feeding tree" 
 4086 38 16 781654.97 7407927.74 73.6 "hungry" "search feeding tree" 
 4087 38 17 781654.97 7407927.74 72 "hungry" "on feeding tree" 
 4088 38 18 781654.97 7407927.74 77 "hungry" "on feeding tree" 
 4089 38 19 781654.97 7407927.74 82 "hungry" "on feeding tree" 
 4090 38 20 781651.95 7407908.17 80.4 "hungry" "search feeding tree" 
 4091 38 21 781651.95 7407908.17 78.8 "hungry" "on feeding tree" 
 4092 38 22 781651.95 7407908.17 83.8 "hungry" "on feeding tree" 
 4093 38 23 781651.95 7407908.17 88.8 "hungry" "on feeding tree" 
 4094 38 24 781651.95 7407908.17 93.8 "hungry" "on feeding tree" 
 4095 38 25 781651.95 7407908.17 98.8 "hungry" "on feeding tree" 
 4096 38 26 781654.97 7407927.74 97.2 "hungry" "search feeding tree" 
 4097 38 27 781654.97 7407927.74 95.6 "hungry" "on feeding tree" 
 4098 38 28 781654.97 7407927.74 100.6 "hungry" "on feeding tree" 
 4099 38 29 781654.97 7407927.74 105.6 "hungry" "on feeding tree" 
 4100 38 30 781651.95 7407908.17 104 "hungry" "search feeding tree" 
 4101 38 31 781651.95 7407908.17 102.4 "hungry" "on feeding tree" 
 4102 38 32 781645.89 7407927.02 100.8 "hungry" "search feeding tree" 
 4103 38 33 781645.89 7407927.02 99.2 "hungry" "on feeding tree" 
 4104 38 34 781645.89 7407927.02 106.2 "hungry" "on feeding tree" 
 4105 38 35 781645.89 7407927.02 113.2 "hungry" "on feeding tree" 
 4106 38 36 781639.84 7407945.88 111.6 "hungry" "search feeding tree" 
 4107 38 37 781639.84 7407945.88 110 "hungry" "on feeding tree" 
 4108 38 38 781639.84 7407945.88 117 "hungry" "on feeding tree" 
 4109 38 39 781639.84 7407945.88 124 "hungry" "on feeding tree" 
 4110 38 40 781639.84 7407945.88 131 "hungry" "on feeding tree" 
 4111 38 41 781639.84 7407945.88 138 "hungry" "on feeding tree" 
 4112 38 42 781656.09 7407934.56 136.4 "hungry" "search feeding tree" 
 4113 38 43 781656.09 7407934.56 134.8 "hungry" "on feeding tree" 
 4114 38 44 781656.09 7407934.56 141.8 "hungry" "on feeding tree" 
 4115 38 45 781656.09 7407934.56 148.8 "hungry" "on feeding tree" 
 4116 38 46 781639.84 7407945.88 147.2 "hungry" "search feeding tree" 
 4117 38 47 781639.84 7407945.88 145.6 "hungry" "on feeding tree" 
 4118 38 48 781639.84 7407945.88 152.6 "hungry" "on feeding tree" 
 4119 38 49 781628.23 7407953.95 156.7 "forage" "forage" 
 4120 38 50 781620.15 7407942.35 160.8 "forage" "forage" 
 4121 38 51 781622.64 7407928.42 164.9 "forage" "forage" 
 4122 38 52 781608.72 7407925.93 169 "forage" "forage" 
 4123 38 53 781622.64 7407928.42 173.1 "forage" "forage" 
 4124 38 54 781620.15 7407942.35 177.2 "forage" "forage" 
 4125 38 55 781618.65 7407950.7 175.6 "resting" "to resting tree" 
 4126 38 56 781618.65 7407950.7 174 "resting" "on resting tree" 
 4127 38 57 781618.65 7407950.7 173 "resting" "on resting tree" 
 4128 38 58 781618.65 7407950.7 172 "resting" "on resting tree" 
 4129 38 59 781618.65 7407950.7 171 "resting" "on resting tree" 
 4130 38 60 781626.73 7407962.31 175.1 "forage" "forage" 
 4131 38 61 781629.23 7407948.39 179.2 "forage" "forage" 
 4132 38 62 781640.83 7407940.31 183.3 "forage" "forage" 
 4133 38 63 781626.91 7407937.81 187.4 "forage" "forage" 
 4134 38 64 781612.99 7407935.31 191.5 "forage" "forage" 
 4135 38 65 781601.38 7407943.39 195.6 "forage" "forage" 
 4136 38 66 781609.46 7407955 199.7 "forage" "forage" 
 4137 38 67 781606.96 7407968.93 203.8 "forage" "forage" 
 4138 38 68 781618.57 7407960.85 207.9 "forage" "forage" 
 4139 38 69 781632.5 7407963.34 212 "forage" "forage" 
 4140 38 70 781620.89 7407971.42 216.1 "forage" "forage" 
 4141 38 71 781618.1 7407973.36 214.5 "resting" "to resting tree" 
 4142 38 72 781618.1 7407973.36 212.9 "resting" "on resting tree" 
 4143 38 73 781632.02 7407975.86 217 "forage" "forage" 
 4144 38 74 781645.94 7407978.35 221.1 "forage" "forage" 
 4145 38 75 781648.44 7407964.43 225.2 "forage" "forage" 
 4146 38 76 781650.94 7407950.51 229.3 "forage" "forage" 
 4147 38 77 781642.86 7407938.9 233.4 "forage" "forage" 
 4148 38 78 781638.01 7407931.93 231.8 "resting" "to resting tree" 
 4149 38 79 781638.01 7407931.93 230.2 "resting" "on resting tree" 
 4150 38 80 781638.01 7407931.93 229.2 "resting" "on resting tree" 
 4151 38 81 781638.01 7407931.93 228.2 "resting" "on resting tree" 
 4152 38 82 781638.01 7407931.93 227.2 "resting" "on resting tree" 
 4153 38 83 781638.01 7407931.93 226.2 "resting" "on resting tree" 
 4154 38 84 781638.01 7407931.93 225.2 "resting" "on resting tree" 
 4155 38 85 781638.01 7407931.93 224.2 "resting" "on resting tree" 
 4156 38 86 781638.01 7407931.93 223.2 "resting" "on resting tree" 
 4157 38 87 781646.09 7407943.54 227.3 "forage" "forage" 
 4158 38 88 781654.17 7407955.15 231.4 "forage" "forage" 
 4159 38 89 781665.78 7407947.07 235.5 "forage" "forage" 
 4160 38 90 781672.74 7407942.22 233.9 "resting" "to resting tree" 
 4161 38 91 781672.74 7407942.22 232.3 "resting" "on resting tree" 
 4162 38 92 781672.74 7407942.22 231.3 "resting" "on resting tree" 
 4163 38 93 781672.74 7407942.22 230.3 "resting" "on resting tree" 
 4164 38 94 781672.74 7407942.22 229.3 "resting" "on resting tree" 
 4165 38 95 781672.74 7407942.22 228.3 "resting" "on resting tree" 
 4166 38 96 781672.74 7407942.22 227.3 "resting" "on resting tree" 
 4167 38 97 781672.74 7407942.22 226.3 "resting" "on resting tree" 
 4168 38 98 781672.74 7407942.22 225.3 "resting" "on resting tree" 
 4169 38 99 781672.74 7407942.22 224.3 "resting" "on resting tree" 
 4170 38 100 781672.74 7407942.22 223.3 "resting" "on resting tree" 
 4171 38 101 781672.74 7407942.22 222.3 "resting" "on resting tree" 
 4172 38 102 781672.74 7407942.22 221.3 "resting" "on resting tree" 
 4173 38 103 781672.74 7407942.22 220.3 "resting" "on resting tree" 
 4174 38 104 781672.74 7407942.22 219.3 "resting" "on resting tree" 
 4175 38 105 781672.74 7407942.22 218.3 "resting" "on resting tree" 
 4176 38 106 781672.74 7407942.22 217.3 "resting" "on resting tree" 
 4177 38 107 781658.82 7407939.73 221.4 "forage" "forage" 
 4178 38 108 781647.21 7407947.81 225.5 "forage" "forage" 
 4179 38 109 781647.21 7407947.81 225.5 "night" "" 
 4180 38 110 781600.77 7407980.13 223.9 "sleeping" "to sleeping tree" 
 4181 39 1 781586.85 7407977.63 228 "forage" "forage" 
 4182 39 2 781606.65 7407977.6 48.4 "hungry" "search feeding tree" 
 4183 39 3 781606.65 7407977.6 46.8 "hungry" "on feeding tree" 
 4184 39 4 781606.65 7407977.6 53.8 "hungry" "on feeding tree" 
 4185 39 5 781626.46 7407977.58 52.2 "hungry" "search feeding tree" 
 4186 39 6 781626.46 7407977.58 50.6 "hungry" "on feeding tree" 
 4187 39 7 781626.46 7407977.58 57.6 "hungry" "on feeding tree" 
 4188 39 8 781646.26 7407977.55 56 "hungry" "search feeding tree" 
 4189 39 9 781646.26 7407977.55 54.4 "hungry" "on feeding tree" 
 4190 39 10 781646.26 7407977.55 61.4 "hungry" "on feeding tree" 
 4191 39 11 781646.26 7407977.55 68.4 "hungry" "on feeding tree" 
 4192 39 12 781648.89 7407957.92 66.8 "hungry" "search feeding tree" 
 4193 39 13 781648.89 7407957.92 65.2 "hungry" "on feeding tree" 
 4194 39 14 781648.89 7407957.92 72.2 "hungry" "on feeding tree" 
